No,L,C,fsw,delta_current,delta_voltage,Pl_s1,Pl_s2,Pl_C,Pl_L_Cu
1,0.000255,0.000541,20000,2.8682289943758867,13.306736922845369,1.2039155395423617,1.2039155395423617,0.011288605615219148,0.7011718543441371
2,0.000255,0.000541,26206,2.5923994976487,13.540660781635516,1.2527389229293613,1.2527389229293613,0.008526343881815739,0.6553918542873111
3,0.000255,0.000541,32413,2.4156381240688614,13.656724019330865,1.303794203194475,1.303794203194475,0.006911919916270105,0.6323078221581511
4,0.000255,0.000541,38620,2.2948018302876103,13.617568968896926,1.354520372880731,1.354520372880731,0.005834157188633349,0.6190356150445597
5,0.000255,0.000541,44827,2.205721271486782,13.840372372467868,1.4049174745706838,1.4049174745706838,0.005059710651802138,0.6107381455447968
6,0.000255,0.000541,51034,2.1432300882980626,13.924142345812543,1.4508918917441311,1.4508918917441311,0.004449194108609214,0.6028611252920522
7,0.000255,0.000541,57241,2.0881479069286972,13.857703202019845,1.5010664993237044,1.5010664993237044,0.003995159591887002,0.5995706040240798
8,0.000255,0.000541,63448,2.0507572733512895,13.804601798884311,1.5455258642718979,1.5455258642718979,0.0036032308974239162,0.5943527612990216
9,0.000255,0.000541,69655,2.013747173864751,13.853538418294528,1.5947687247893105,1.5947687247893105,0.003301605868082291,0.5928114011211612
10,0.000255,0.000541,75862,1.988892799151871,13.838353998782937,1.638437337761999,1.638437337761999,0.003028299831978864,0.588875388863136
11,0.000255,0.000541,82068,1.9648294414716576,13.97543874639828,1.6848207165612155,1.6848207165612155,0.0028058356987017124,0.5870117247350839
12,0.000255,0.000541,88275,1.9643144687027168,14.028076288987199,1.7256243529609456,1.7256243529609456,0.002597700766501839,0.584710190428307
13,0.000255,0.000541,94482,1.950470362593608,13.97664806642857,1.7668597922932707,1.7668597922932707,0.002418740780423029,0.5808910558492529
14,0.000255,0.000541,100689,1.935382262291322,13.933581996626343,1.8109742297478941,1.8109742297478941,0.002269520648237299,0.5788516304388537
15,0.000255,0.000541,106896,1.9232639483619882,13.89853920870091,1.8539813637525349,1.8539813637525349,0.002135153019400072,0.5765534437245381
16,0.000255,0.000541,113103,1.9160170477070324,13.869586422662888,1.8935521088094132,1.8935521088094132,0.0020084097244660016,0.5728992576960579
17,0.000255,0.000541,119310,1.9064646125466413,14.031843272510491,1.936410288278328,1.936410288278328,0.001901761728561665,0.5709996804379308
18,0.000255,0.000541,125517,1.9031645917379554,14.054911671497154,1.9737535175126433,1.9737535175126433,0.0017957433151695112,0.5668294677554719
19,0.000255,0.000541,131724,1.897370613973342,14.014621971373634,2.014462984521876,2.014462984521876,0.001705955495395964,0.5643809596850494
20,0.000255,0.000541,137931,1.8933316762529506,13.977362354943674,2.053955482155959,2.053955482155959,0.0016225592109847826,0.5615855276745123
21,0.000255,0.000541,144137,1.8887091529880455,13.942589689789337,2.0946588815670655,2.0946588815670655,0.001548442076438499,0.5594639876895827
22,0.000255,0.000541,150344,1.8850201968246163,13.911576190890058,2.134772814853352,2.134772814853352,0.0014797885919616716,0.5572244427095222
23,0.000255,0.000541,156551,1.8838230905942102,14.027645715164768,2.1725425618836702,2.1725425618836702,0.001413724440416428,0.5541992534891672
24,0.000255,0.000541,162758,1.8799201658908251,14.058137937744608,2.213790295043261,2.213790295043261,0.0013572587118125302,0.552668677072966
25,0.000255,0.000541,168965,1.8741431564906659,14.02905608118788,2.2576753404807954,2.2576753404807954,0.0013080954016962867,0.5522202807686403
26,0.000255,0.000541,175172,1.8689743454425503,14.001225562951413,2.3012744381468235,2.3012744381468235,0.001262082115089727,0.5517051668852949
27,0.000255,0.000541,181379,1.8646778132164108,13.975224508084983,2.3442800078472397,2.3442800078472397,0.001218593033547033,0.5510219472456643
28,0.000255,0.000541,187586,1.860927017432788,14.057049041994288,2.386931566473219,2.386931566473219,0.0011776463728260568,0.5502533951479556
29,0.000255,0.000541,193793,1.8574100570939622,14.098396263985588,2.429584104581494,2.429584104581494,0.0011393478156773078,0.5495273686330236
30,0.000255,0.000541,200000,1.8542923732224692,14.071359402484676,2.472001703220289,2.472001703220289,0.0011032387607822964,0.5487601498874528
31,0.000255,0.000154,20000,0.858223240815623,2.4394399503389548,1.830361843633779,1.830361843633779,0.08920186750588618,1.0205451177175682
32,0.000255,0.000154,26206,0.6785568609979866,2.4432291971109046,1.8967733693181503,1.8967733693181503,0.06758851908522931,1.000059597565755
33,0.000255,0.000154,32413,0.5691892047009952,2.4956407600737753,1.9578815172257311,1.9578815172257311,0.054202235906640396,0.9852660759076022
34,0.000255,0.000154,38620,0.49360959678796895,2.539956419475465,2.0247375695649628,2.0247375695649628,0.045473447516929076,0.9808403355606651
35,0.000255,0.000154,44827,0.43884751329928656,2.674979019557023,2.092785862066677,2.092785862066677,0.039237961336697026,0.9797318175556762
36,0.000255,0.000154,51034,0.3973459590707886,2.666121506805107,2.160878278478735,2.160878278478735,0.03453191677078361,0.9797820190475138
37,0.000255,0.000154,57241,0.3649661072334273,2.658012507605968,2.2280328101242954,2.2280328101242954,0.030824682592909766,0.9796390673126804
38,0.000255,0.000154,63448,0.33885134322245924,2.6456225397328708,2.2956249784378526,2.2956249784378526,0.027855664532720325,0.9802691333056754
39,0.000255,0.000154,69655,0.31751134265766406,2.63541820618534,2.362762368941338,2.362762368941338,0.025406188546348383,0.9807553090934528
40,0.000255,0.000154,75862,0.29978520180577956,2.748009340424855,2.4288671710458156,2.4288671710458156,0.02333765780233025,0.9805668790508572
41,0.000255,0.000154,82068,0.2845746590573708,2.7291084339096687,2.4962672878344834,2.4962672878344834,0.021605346359143025,0.9815342299055665
42,0.000255,0.000154,88275,0.2721022095285305,2.7117762951687783,2.5579208113802085,2.5579208113802085,0.020025380375494655,0.9781646485510263
43,0.000255,0.000154,94482,0.2609697568475857,2.695077634014027,2.6229205980144545,2.6229205980144545,0.01870400176325474,0.9775155449063335
44,0.000255,0.000154,100689,0.25161679782177415,2.6808209512057752,2.6834283425369794,2.6834283425369794,0.017487571339286394,0.97370444658124
45,0.000255,0.000154,106896,0.24271875343848667,2.6679935567333617,2.7509752728999954,2.7509752728999954,0.016499828660470513,0.975079237989461
46,0.000255,0.000154,113103,0.23500497946422721,2.736468743100201,2.8159396739143294,2.8159396739143294,0.015590887731126983,0.9746434369157773
47,0.000255,0.000154,119310,0.22804812305402328,2.5535605094277742,2.881769314367098,2.881769314367098,0.014785665903235035,0.9748367361009602
48,0.000255,0.000154,125517,0.2217848059889787,2.7052454694358614,2.94747400032005,2.94747400032005,0.0140587408613455,0.9749598489944707
49,0.000255,0.000154,131724,0.21613946464501893,2.6899752242839794,3.013151334326582,3.013151334326582,0.01339997874013008,0.9750779108249726
50,0.000255,0.000154,137931,0.21092670535838318,2.6775939945278227,3.0789859462910805,3.0789859462910805,0.012801721252780536,0.9753019766677757
51,0.000255,0.000154,144137,0.20623749901649288,2.664657737475004,3.144333674282444,3.144333674282444,0.012251220538024436,0.9752355556563604
