No,L,C,fsw,delta_current,delta_voltage,Pl_s1,Pl_s2,Pl_C,Pl_L_Cu
3952,0.000408,0.000618,124210,1.0925680554317816,16.30963008192366,4.698071350831304,4.698071350831304,0.009074445818514422,2.7377219001444093
3953,0.000408,0.000618,133684,1.0952637845170552,16.313946813606968,4.853253213760333,4.853253213760333,0.008416857451136479,2.734268072485927
3954,0.000408,0.000618,143157,1.0894885100190517,16.299553283157216,5.014060487096638,5.014060487096638,0.00786493167368267,2.7334299376646056
3955,0.000408,0.000618,152631,1.090775032426133,16.353263346429046,5.175531019146906,5.175531019146906,0.007383031168410292,2.736362018050426
3956,0.000408,0.000618,162105,1.0864765325880348,16.33669721037915,5.333423172520467,5.333423172520467,0.006947787674650949,2.732961521901437
3957,0.000408,0.000618,171578,1.0832991712601918,16.31687422665142,5.495536693646105,5.495536693646105,0.00657098923177178,2.734374700883128
3958,0.000408,0.000618,181052,1.0852905783833071,16.29956190357934,5.6537541577062775,5.6537541577062775,0.006224611000302877,2.7341699305488247
3959,0.000408,0.000618,190526,1.0808934432095574,16.345120970006533,5.817197765571343,5.817197765571343,0.0059234533566947965,2.7360677593572054
3960,0.000408,0.000618,200000,1.0772650693226569,16.342173212026207,5.978507139110603,5.978507139110603,0.005646377402152382,2.736154614155237
3961,0.000408,0.000182,20000,0.7173464361161527,5.136605073676394,1.7964904994244852,1.7964904994244852,0.07180105695415004,0.9659906625560423
3962,0.000408,0.000182,29473,0.5633344553949398,5.30479911640585,1.8992432532335628,1.8992432532335628,0.04878142289949377,0.9563822580465613
3963,0.000408,0.000182,38947,0.48341704734609336,5.378618473732408,2.004922609554761,2.004922609554761,0.03715561833804778,0.957718892388884
3964,0.000408,0.000182,48421,0.43593868241498035,5.374638191892738,2.1040108702663387,2.1040108702663387,0.029896612396426513,0.9554117773463109
3965,0.000408,0.000182,57894,0.40461863579435425,5.395970271475815,2.199527522615819,2.199527522615819,0.0249394422305014,0.9512751458240651
3966,0.000408,0.000182,67368,0.3815341829345842,5.430887975319694,2.298831173979332,2.298831173979332,0.021454182058710504,0.9510863958389278
3967,0.000408,0.000182,76842,0.36715288544891383,5.4144047492787415,2.398763267322893,2.398763267322893,0.018837968568179705,0.9518716595805045
3968,0.000408,0.000182,86315,0.35309829931234255,5.455374850815513,2.4988513724378363,2.4988513724378363,0.016797176798816357,0.9527050579164721
3969,0.000408,0.000182,95789,0.3418358406188767,5.439305824485785,2.598775424157866,2.598775424157866,0.015156424465489746,0.9534669247655216
3970,0.000408,0.000182,105263,0.33357363333530843,5.426972007734307,2.690713243188598,2.690713243188598,0.013728299859153284,0.9486650065957489
3971,0.000408,0.000182,114736,0.3250152058581838,5.453165705051973,2.797153144321322,2.797153144321322,0.01267161868829639,0.9540519577493858
3972,0.000408,0.000182,124210,0.31856899045662534,5.439100453778503,2.8959339218490223,2.8959339218490223,0.011709405802262107,0.9541119862538263
3973,0.000408,0.000182,133684,0.3130074797351582,5.426689636647742,2.9949634142878496,2.9949634142878496,0.01088517801139124,0.954355118045381
3974,0.000408,0.000182,143157,0.30819983601497025,5.447028520111695,3.0937081248457625,3.0937081248457625,0.010168018787923583,0.9544372409270119
3975,0.000408,0.000182,152631,0.30402547923047557,5.4346223326150165,3.1921191097851525,3.1921191097851525,0.009537609236339178,0.9543279580044592
3976,0.000408,0.000182,162105,0.30036682888321187,5.450720591644503,3.290219271162563,3.290219271162563,0.008979168835273995,0.954060037960181
3977,0.000408,0.000182,171578,0.29845473057959665,5.439419050592813,3.3883762502384966,3.3883762502384966,0.008482855451109243,0.9539195349862299
3978,0.000408,0.000182,181052,0.29544353894718534,5.4286484237735815,3.4868456336765616,3.4868456336765616,0.00803986773014219,0.9538963545844881
3979,0.000408,0.000182,190526,0.2927402640961142,5.441795893297615,3.58520057783027,3.58520057783027,0.007640409254660438,0.9538214422286617
3980,0.000408,0.000182,200000,0.29032722264773336,5.431397358251566,3.6831159112433847,3.6831159112433847,0.007277047976314365,0.9535306306827166
3981,0.000408,0.000244,20000,0.6541071995614596,12.590811985349374,2.063661137229387,2.063661137229387,0.0705227790629464,1.2658422487808085
3982,0.000408,0.000244,29473,0.5197356637338517,12.694230284911132,2.1818239157677297,2.1818239157677297,0.047972883788441806,1.2573077250503302
3983,0.000408,0.000244,38947,0.450319847074454,12.75145062193317,2.3019392592772427,2.3019392592772427,0.03651416482892931,1.259308308270001
3984,0.000408,0.000244,48421,0.4085643539763151,12.803671246019816,2.41800281116696,2.41800281116696,0.029441972171583956,1.2594584334476295
3985,0.000408,0.000244,57894,0.38060975360478316,12.83278054039664,2.532258015557325,2.532258015557325,0.02464994795009278,1.2588953391773003
3986,0.000408,0.000244,67368,0.35955635251719115,12.842074982517559,2.653955417364232,2.653955417364232,0.021324778571552985,1.2659316780552832
3987,0.000408,0.000244,76842,0.3452311621153659,12.912438776634193,2.7623119020688427,2.7623119020688427,0.018630488790478194,1.2606362121118766
3988,0.000408,0.000244,86315,0.33337610156107866,12.918930107135518,2.8767488083217123,2.8767488083217123,0.01660320346657114,1.2612357886102317
3989,0.000408,0.000244,95789,0.32396790979187434,12.925998515201853,2.9902250207378707,2.9902250207378707,0.01496611088470781,1.2610992427516627
3990,0.000408,0.000244,105263,0.3247557175144078,12.928653737249087,3.1036033323006214,3.1036033323006214,0.013622677034248413,1.2615435704735642
3991,0.000408,0.000244,114736,0.3177521779692195,12.92752022805201,3.2146468454303343,3.2146468454303343,0.012483039549092557,1.2596171403311711
3992,0.000408,0.000244,124210,0.3116216180034912,12.933741009948866,3.329657103077,3.329657103077,0.011545553101393352,1.2608514633033596
3993,0.000408,0.000244,133684,0.30644183440587236,12.934013636968073,3.4427836279990567,3.4427836279990567,0.010728360224250352,1.260667035001395
3994,0.000408,0.000244,143157,0.30192022586659745,12.934116683611444,3.5562045685849473,3.5562045685849473,0.01002109364600787,1.260737233666886
3995,0.000408,0.000244,152631,0.297945277555562,12.933918214343965,3.669812589617057,3.669812589617057,0.009402323925749669,1.2609439213139206
3996,0.000408,0.000244,162105,0.29448851818213884,12.950250232965008,3.782964896675463,3.782964896675463,0.008853579896452073,1.2608546349188434
3997,0.000408,0.000244,171578,0.2912721376478935,12.950128653664397,3.8974960710767474,3.8974960710767474,0.0083714262413151,1.2616754775928698
3998,0.000408,0.000244,181052,0.2886038738180358,12.951080677086303,4.009502957465462,4.009502957465462,0.007929304343835509,1.2608785913220075
3999,0.000408,0.000244,190526,0.2908088673404447,12.95090760754042,4.122684695686607,4.122684695686607,0.0075356646808858495,1.2611301410667595
4000,0.000408,0.000244,200000,0.28831582457588345,12.949626769118877,4.236170304632973,4.236170304632973,0.007180320181678667,1.2612723285030374
4001,0.000525,0.000986,20000,3.432203811570643,7.955290184509142,1.208919623221878,1.208919623221878,0.006018953693955879,1.1744605970702209
4002,0.000525,0.000986,29473,3.2645594110142544,8.120259507152152,1.280144991160661,1.280144991160661,0.004096135255840452,1.1292895966177525
4003,0.000525,0.000986,38947,3.2049493959812487,8.206698332977247,1.341599361886656,1.341599361886656,0.0030733490801011123,1.1030852608010857
4004,0.000525,0.000986,48421,3.156724882052327,8.257356346922563,1.398779944597564,1.398779944597564,0.0024403494028842508,1.0750840120748135
4005,0.000525,0.000986,57894,3.131297126497557,8.309891055966075,1.471031668212431,1.471031668212431,0.0020597877332938636,1.0777210547136047
4006,0.000525,0.000986,67368,3.1024650743690136,8.306858871695898,1.5323200593973936,1.5323200593973936,0.0017599864841198849,1.0630987517129322
4007,0.000525,0.000986,76842,3.0792167833972277,8.40209920475752,1.595017114383113,1.595017114383113,0.0015377182275498511,1.0526706541681652
4008,0.000525,0.000986,86315,3.0775600427849126,8.384824003135142,1.6618714642086128,1.6618714642086128,0.00137156918587516,1.0543549886623025
4009,0.000525,0.000986,95789,3.079906597855842,8.435397390963422,1.7184257709044117,1.7184257709044117,0.0012234239736815516,1.0445197318455333
4010,0.000525,0.000986,105263,3.084061882710098,8.413002857315464,1.7842920660392214,1.7842920660392214,0.0011144448044990694,1.0469221068537002
4011,0.000525,0.000986,114736,3.0866188150418674,8.397304761741875,1.8486555059276455,1.8486555059276455,0.0010217606233768682,1.0470719797528019
4012,0.000525,0.000986,124210,3.076259156364591,8.403173069412842,1.9106633152580441,1.9106633152580441,0.0009409305896612073,1.0408168819154988
4013,0.000525,0.000986,133684,3.0715084697534647,8.407563808301157,1.9800214287095552,1.9800214287095552,0.0008782504838403363,1.0442041036267826
4014,0.000525,0.000986,143157,3.0600699517639285,8.413256308154878,2.044475395389366,2.044475395389366,0.0008197163307318603,1.0402912333838157
4015,0.000525,0.000986,152631,3.0521134714528393,8.402908065766626,2.107535485783602,2.107535485783602,0.0007674500543322313,1.036081160402106
4016,0.000525,0.000986,162105,3.051947912477927,8.409707976556998,2.174757732678339,2.174757732678339,0.0007241428515445506,1.0382719861606176
4017,0.000525,0.000986,171578,3.0462801183662296,8.461846865451447,2.23719421416451,2.23719421416451,0.0006826216352569902,1.034273775675603
4018,0.000525,0.000986,181052,3.036941481180089,8.462183642806746,2.3029812230225137,2.3029812230225137,0.0006474050768402914,1.0323322475257177
