No,L,C,fsw,delta_current,delta_voltage,Pl_s1,Pl_s2Pl_C,Pl_L_Cu
8797,0.000641,0.000165,57241,0.2320460054653065,5.3380441114595705,2.236628215113037,2.236628215113037,0.028928618537093,1.3857519915579117
8798,0.000641,0.000165,63448,0.22122665176298228,5.340566704681124,2.3023298799727785,2.3023298799727785,0.026104193945852755,1.3855914270285696
8799,0.000641,0.000165,69655,0.21229747519354222,5.341646900610737,2.3684118122763684,2.3684118122763684,0.023790859255676255,1.3859721881023401
8800,0.000641,0.000165,75862,0.2047948531800872,5.342725315361625,2.4348531350560774,2.4348531350560774,0.021862123963500166,1.3868030314214261
8801,0.000641,0.000165,82068,0.198433874711441,5.343491074987509,2.5009745264921914,2.5009745264921914,0.020219669171748438,1.3872932107284883
8802,0.000641,0.000165,88275,0.19626592045920546,5.343428216936251,2.5662064022729143,2.5662064022729143,0.018794348563685826,1.3869671833736341
8803,0.000641,0.000165,94482,0.1915720382255291,5.345771724721402,2.6287597342010605,2.6287597342010605,0.01752081640594801,1.3837200925201352
8804,0.000641,0.000165,100689,0.18692867159189008,5.342836517591655,2.699002121124111,2.699002121124111,0.0165000166061316,1.3885317668517336
8805,0.000641,0.000165,106896,0.18311157508340542,5.342432117127085,2.7647594650329386,2.7647594650329386,0.015544777923347276,1.3886438453406813
8806,0.000641,0.000165,113103,0.1796901481542858,5.341490971147852,2.8308658903743447,2.8308658903743447,0.014697909485032152,1.389105482313228
8807,0.000641,0.000165,119310,0.17664669442736583,5.340390616200865,2.8965872565557857,2.8965872565557857,0.013935204613595483,1.3891885012689773
8808,0.000641,0.000165,125517,0.17618138440398357,5.339540170869576,2.9620483569787472,2.9620483569787472,0.01324553848587033,1.3891244419233115
8809,0.000641,0.000165,131724,0.17358019318049742,5.338123368291078,3.0279580022443033,3.0279580022443033,0.0126246414346665,1.3893878499978691
8810,0.000641,0.000165,137931,0.1712387413910287,5.337109079930261,3.093387200904562,3.093387200904562,0.012055758548755017,1.389215910888926
8811,0.000641,0.000165,144137,0.16908127119468136,5.335911181088932,3.158989641402152,3.158989641402152,0.011537330590589019,1.3892173457008314
8812,0.000641,0.000165,150344,0.16710408178324082,5.334500157802256,3.2247202580759247,3.2247202580759247,0.011062416347829994,1.389324648116604
8813,0.000641,0.000165,156551,0.165307744717627,5.333261816199703,3.289965271882126,3.289965271882126,0.01062197607295184,1.3890223447867105
8814,0.000641,0.000165,162758,0.16538383169593737,5.33179074707084,3.3553931800876216,3.3553931800876216,0.010216315446762053,1.3889524623737937
8815,0.000641,0.000165,168965,0.16376127845375746,5.330497152098515,3.421110847209982,3.421110847209982,0.009842150205944315,1.389056081423148
8816,0.000641,0.000165,175172,0.162278420825524,5.329227953822794,3.4862866882192716,3.4862866882192716,0.00949151195159814,1.388727630664213
8817,0.000641,0.000165,181379,0.16087939394564094,5.32786446697037,3.5518507627199583,3.5518507627199583,0.009166945534396205,1.3887164736831135
8818,0.000641,0.000165,187586,0.15957253165920662,5.326574836636089,3.6174175136199063,3.6174175136199063,0.008863864319301633,1.388709730103983
8819,0.000641,0.000165,193793,0.15836481126491092,5.325226018135342,3.6826193271161918,3.6826193271161918,0.008578490657277836,1.3884303304885706
8820,0.000641,0.000165,200000,0.1586397418408813,5.3239893855944365,3.748103615735128,3.748103615735128,0.008312134056748709,1.3884228382729327
8821,0.000641,0.000171,20000,0.45443493791771145,5.056074161879752,1.822622347508088,1.822622347508088,0.07824698737781471,1.3703018969162915
8822,0.000641,0.000171,26206,0.3816436283228719,5.016390893055219,1.8898444511945856,1.8898444511945856,0.05979814126308139,1.367285841746535
8823,0.000641,0.000171,32413,0.3367077413635151,5.0537239037010195,1.9572584155667179,1.9572584155667179,0.048448550343839825,1.367464271166464
8824,0.000641,0.000171,38620,0.30623941356159606,5.089459313322727,2.0239965889605567,2.0239965889605567,0.040725238742854414,1.3679063111716123
8825,0.000641,0.000171,44827,0.28423312479842194,5.1134565822288724,2.0907981432576332,2.0907981432576332,0.035143905610522636,1.3690079859651698
8826,0.000641,0.000171,51034,0.2678082182069451,5.21770990226215,2.155229662911825,2.155229662911825,0.030851416023002943,1.367388457365184
8827,0.000641,0.000171,57241,0.2596810100171729,5.221513902484302,2.220567675621628,2.220567675621628,0.027514304244719828,1.367461995825006
8828,0.000641,0.000171,63448,0.24889111360104593,5.223793719705865,2.285085347387482,2.285085347387482,0.024812473584190392,1.3663861803761985
8829,0.000641,0.000171,69655,0.23993285432574468,5.223808788680872,2.3506010136224833,2.3506010136224833,0.022612219144299662,1.3666216372061204
8830,0.000641,0.000171,75862,0.2323774827508831,5.2239623667322,2.416701492320876,2.416701492320876,0.020781753422246706,1.3675711506594799
8831,0.000641,0.000171,82068,0.2259759782225499,5.223968324301292,2.482414790805351,2.482414790805351,0.019221768261379717,1.3681064193521058
8832,0.000641,0.000171,88275,0.22366581003188066,5.223580843945809,2.5470493852494163,2.5470493852494163,0.01786519657583863,1.367642653359096
8833,0.000641,0.000171,94482,0.21868100236120167,5.222734427227734,2.612829853438413,2.612829853438413,0.01670180625361528,1.368263708034417
8834,0.000641,0.000171,100689,0.2145626195928658,5.223401758543151,2.6755998947107846,2.6755998947107846,0.01564620833629335,1.3658150446277257
8835,0.000641,0.000171,106896,0.2106015937116018,5.220934705638764,2.742475011258879,2.742475011258879,0.014758554891358796,1.3675775466978397
8836,0.000641,0.000171,113103,0.20706378157012148,5.220036313423755,2.809518717056502,2.809518717056502,0.013969130088155288,1.3694382331342698
8837,0.000641,0.000171,119310,0.2040139352249513,5.21880463849957,2.8747556610945377,2.8747556610945377,0.013244343893138942,1.3695115847945383
8838,0.000641,0.000171,125517,0.2034432049883231,5.2175289316578395,2.939716825145145,2.939716825145145,0.01258881122273055,1.3694345652095516
8839,0.000641,0.000171,131724,0.2008412760790752,5.216151010953875,3.0051704592467656,3.0051704592467656,0.011999024000270836,1.3697154406722187
8840,0.000641,0.000171,137931,0.19850517075399524,5.214797758724498,3.0700496177484844,3.0700496177484844,0.011457900869498265,1.3694803102448052
8841,0.000641,0.000171,144137,0.19631514640586004,5.212034027807773,3.1351858350772774,3.1351858350772774,0.010965382080900053,1.369492033476815
8842,0.000641,0.000171,150344,0.19436693468358815,5.212061319523988,3.200489415150723,3.200489415150723,0.010514458752218072,1.3696453272207623
8843,0.000641,0.000171,156551,0.19257423360014173,5.210547120153755,3.265274645678499,3.265274645678499,0.010096022653956706,1.3693619379791448
8844,0.000641,0.000171,162758,0.1925689695893043,5.209096248378383,3.3302248172820885,3.3302248172820885,0.009710525445350438,1.3693008773545308
8845,0.000641,0.000171,168965,0.19095063666672396,5.2076367540034,3.3954397150762987,3.3954397150762987,0.009354829723257277,1.3693852974864211
8846,0.000641,0.000171,175172,0.18952051440947307,5.2165101299309615,3.460456981923657,3.460456981923657,0.009023275758751217,1.3693161820159243
8847,0.000641,0.000171,181379,0.18808257560489358,5.20485753083869,3.5251310681182684,3.5251310681182684,0.008712722289070659,1.3689809034034595
8848,0.000641,0.000171,187586,0.18677978340153145,5.203459951026476,3.5902158276363254,3.5902158276363254,0.008424711246660142,1.3689749586197577
8849,0.000641,0.000171,193793,0.18553835687677395,5.201732685033207,3.6556693542450036,3.6556693542450036,0.008156786681917095,1.3692464546162744
8850,0.000641,0.000171,200000,0.18586228613493874,5.200852947020976,3.7184554342962857,3.7184554342962857,0.007894099380578288,1.3676101033655101
8851,0.000641,0.000177,20000,0.4838414104675074,4.807324961544113,1.8048514723945324,1.8048514723945324,0.07413263083124255,1.3467481187022545
8852,0.000641,0.000177,26206,0.4105694170165202,4.746951306111368,1.8710170844342595,1.8710170844342595,0.05662802139810697,1.3427072108105251
8853,0.000641,0.000177,32413,0.3653379370996055,4.7688948493734635,1.9372349255802426,1.9372349255802426,0.045854670984302535,1.3418508861805774
8854,0.000641,0.000177,38620,0.3346417807543709,4.799969718111268,2.003277888779065,2.003277888779065,0.03854406945122645,1.342061345544669
8855,0.000641,0.000177,44827,0.31240352382001046,4.824776995866874,2.069436757690355,2.069436757690355,0.033262820174526045,1.3430428942396642
8856,0.000641,0.000177,51034,0.29588815320278483,4.961581771270232,2.1332563959945543,2.1332563959945543,0.029201263418599396,1.341405210813399
8857,0.000641,0.000177,57241,0.28708623360339725,4.960250571642626,2.1987160757141777,2.1987160757141777,0.026061250713186913,1.3423460087056636
8858,0.000641,0.000177,63448,0.2763028471080724,4.962663539846295,2.2624607973645294,2.2624607973645294,0.023499202768470246,1.341061752010843
8859,0.000641,0.000177,69655,0.26740674243843654,4.961172648651716,2.3265096270510277,2.3265096270510277,0.021400328112054813,1.3402996933794715
8860,0.000641,0.000177,75862,0.2597952122612654,4.960984730550959,2.3921234291776505,2.3921234291776505,0.019671084176214625,1.3413959576650825
8861,0.000641,0.000177,82068,0.2533722730111484,4.959635424404586,2.4571667004949096,2.4571667004949096,0.01819443318037957,1.3418792184787793
8862,0.000641,0.000177,88275,0.25074007941616294,4.958985122275971,2.5210608773934453,2.5210608773934453,0.01690924222723521,1.3413040684939026
8863,0.000641,0.000177,94482,0.24576010055591604,4.957240179548466,2.5862049888891963,2.5862049888891963,0.015808522528769364,1.3419197967755694
8864,0.000641,0.000177,100689,0.2413879125974334,4.955152599425575,2.6510308141751127,2.6510308141751127,0.014839533475982818,1.3422080612099616
8865,0.000641,0.000177,106896,0.2376818329672003,4.954628975337143,2.714654815057423,2.714654815057423,0.013970489126628748,1.3413229066109245
8866,0.000641,0.000177,113103,0.23457392387195386,4.954036602423437,2.7757080154223956,2.7757080154223956,0.013172767688792124,1.3380245060294629
8867,0.000641,0.000177,119310,0.23109066466565634,4.951190940022921,2.8454470215875762,2.8454470215875762,0.012535835396875139,1.3430418240201536
8868,0.000641,0.000177,125517,0.23029716515112997,4.949962210861137,2.909787397630543,2.909787397630543,0.011915708174432613,1.3429897468326166
8869,0.000641,0.000177,131724,0.22772684196180326,4.948878316847719,2.974288380449699,2.974288380449699,0.011355268307534808,1.342992812331629
8870,0.000641,0.000177,137931,0.22540935894687775,4.947360528436759,3.0384813910046846,3.0384813910046846,0.01084303658356816,1.3427321355681385
8871,0.000641,0.000177,144137,0.22326167790414142,4.9459870085018505,3.1029816224614235,3.1029816224614235,0.010377172450729793,1.3427619375174016
8872,0.000641,0.000177,150344,0.22128562831426205,4.944414423575977,3.1676471775317196,3.1676471775317196,0.009950642480178946,1.342927024724655
8873,0.000641,0.000177,156551,0.21947979216312946,4.942441849019741,3.2320973621584903,3.2320973621584903,0.009556593055042388,1.3429118458744569
8874,0.000641,0.000177,162758,0.21930777381075706,4.9407440098654085,3.296427113984397,3.296427113984397,0.009191912506008098,1.3428759731333122
8875,0.000641,0.000177,168965,0.21774408552316363,4.90458492324959,3.360356420100702,3.360356420100702,0.008851926570363643,1.342453421032915
8876,0.000641,0.000177,175172,0.2162489289556604,4.9376324733681995,3.4249613460573176,3.4249613460573176,0.008539489575528365,1.3425774444836336
8877,0.000641,0.000177,181379,0.21500280202132788,4.93731405616221,3.487170679225313,3.487170679225313,0.008237074185978722,1.3408637379422332
8878,0.000641,0.000177,187586,0.21364362551259486,4.936417974691936,3.5525567094307124,3.5525567094307124,0.007969281157542552,1.3416042703499222
8879,0.000641,0.000177,193793,0.2124827992344905,4.9338101718268925,3.616230241061417,3.616230241061417,0.007711176140265509,1.3410556644484426
8880,0.000641,0.000177,200000,0.21286645194846,4.934703004906061,3.6752763459523465,3.6752763459523465,0.0074504176496558204,1.337228205708456
8881,0.000641,0.000182,20000,0.5084256583305725,4.498094906268784,1.7853361724453436,1.7853361724453436,0.07055075262156989,1.3204092176188167
8882,0.000641,0.000182,26206,0.43441278238785513,4.445476231688779,1.8517133197815365,1.8517133197815365,0.05394407251789889,1.3173214788078649
8883,0.000641,0.000182,32413,0.3887173160312939,4.436488259763239,1.9172737805209241,1.9172737805209241,0.04368186626605702,1.316250333105396
8884,0.000641,0.000182,38620,0.35776070793985265,4.46853118904935,1.9829647327025832,1.9829647327025832,0.036729529014562314,1.3167203646114118
8885,0.000641,0.000182,44827,0.3354440723618522,4.491064501535158,2.047600748308172,2.047600748308172,0.031670404857139046,1.3164720835162267
8886,0.000641,0.000182,51034,0.31871185095728294,4.648587662200164,2.1113522639095628,2.1113522639095628,0.027819135525916795,1.315524599801456
8887,0.000641,0.000182,57241,0.3092733975111418,4.648194292970885,2.175670688744601,2.175670688744601,0.024816987624386538,1.3157937897855878
8888,0.000641,0.000182,63448,0.2982073785785947,4.646697236062418,2.2406968837827907,2.2406968837827907,0.022416201554623812,1.3167556792189716
8889,0.000641,0.000182,69655,0.2895003554646528,4.64512317766056,2.302522874270553,2.302522874270553,0.020385581774457755,1.3141427809628508
8890,0.000641,0.000182,75862,0.28188761094455694,4.64369784220465,2.3671672177590986,2.3671672177590986,0.018733680022094794,1.314855921167498
8891,0.000641,0.000182,82068,0.2754459583842233,4.642727633852795,2.4315561724851955,2.4315561724851955,0.017327729967117976,1.3153241864835608
8892,0.000641,0.000182,88275,0.272413635345095,4.641006420734671,2.4947333242996295,2.4947333242996295,0.016103091216740167,1.3146703243850668
8893,0.000641,0.000182,94482,0.26744695802358753,4.639236001121625,2.5592254638554905,2.5592254638554905,0.015055174540009134,1.3152804554744666
8894,0.000641,0.000182,100689,0.2631076831299336,4.637339397529145,2.6233746632191517,2.6233746632191517,0.014132352809194426,1.3155440707071602
8895,0.000641,0.000182,106896,0.25929666315276784,4.635371601645049,2.6873521886804133,2.6873521886804133,0.013314795757149448,1.3156490645189127
8896,0.000641,0.000182,113103,0.25611331297159773,4.633857405620196,2.7489662799017394,2.7489662799017394,0.012565248983798226,1.313517700841743
8897,0.000641,0.000182,119310,0.25347355660482174,4.633552873326997,2.808345651635168,2.808345651635168,0.011875622744323269,1.309423895368431
8898,0.000641,0.000182,125517,0.2522322128895007,4.631190082207166,2.8738636754575344,2.8738636754575344,0.011304009262605238,1.3111842138840044
8899,0.000641,0.000182,131724,0.24934476835565916,4.6286600058225895,2.9414882104301654,2.9414882104301654,0.010801103559274121,1.314659394572731
8900,0.000641,0.000182,137931,0.24693458541885746,4.626749404692004,3.006349670983498,3.006349670983498,0.010323317931118466,1.3155927369966012
8901,0.000641,0.000182,144137,0.24480101022224146,4.625043495826469,3.070185591958991,3.070185591958991,0.0098798962670623,1.3156279259401347
8902,0.000641,0.000182,150344,0.2428189550185909,4.623381161493537,3.1344509692265325,3.1344509692265325,0.009475517172412868,1.3160180181762766
8903,0.000641,0.000182,156551,0.24119755517489477,4.622210079375529,3.1959289280014884,3.1959289280014884,0.009087216705781845,1.314114938117379
8904,0.000641,0.000182,162758,0.2409259017420098,4.621205213914719,3.2582132609720293,3.2582132609720293,0.008733339704925545,1.313005233024165
8905,0.000641,0.000182,168965,0.23916711706019636,4.619289965955385,3.3243851362577628,3.3243851362577628,0.0084254307777381,1.3149338926194418
8906,0.000641,0.000182,175172,0.23774600296551948,4.617383261336322,3.387506316536047,3.387506316536047,0.008124246737871649,1.3144374433845185
8907,0.000641,0.000182,181379,0.23644669592463174,4.616614749813103,3.4502352258711815,3.4502352258711815,0.007841989384501952,1.3136646800624232
8908,0.000641,0.000182,187586,0.23530515900422042,4.615657748839343,3.511922742758899,3.511922742758899,0.007574069627462662,1.3121478761204175
8909,0.000641,0.000182,193793,0.2339374980855346,4.613302002914842,3.5782049910650384,3.5782049910650384,0.007342452247445067,1.3140451508094013
8910,0.000641,0.000182,200000,0.23374218173538133,4.611062296195724,3.6436047834164444,3.6436047834164444,0.007121398494422644,1.3152977526284515
8911,0.000641,0.000188,20000,0.5366950190710387,4.030366918310673,1.7599136031393343,1.7599136031393343,0.06637475167667675,1.2861650189138845
8912,0.000641,0.000188,26206,0.4617608626118198,3.984014634778775,1.8250930731643886,1.8250930731643886,0.050734833345230615,1.2822912904097625
8913,0.000641,0.000188,32413,0.4156839443811838,3.9739676017946284,1.8892726721251707,1.8892726721251707,0.04106324604392507,1.280365958257503
8914,0.000641,0.000188,38620,0.38425338714553137,3.9837920443056998,1.9540987874700242,1.9540987874700242,0.034530608797717174,1.280737037226288
8915,0.000641,0.000188,44827,0.3616333609526803,4.002783739884384,2.0180885304724394,2.0180885304724394,0.029782835548748873,1.2807241471760384
8916,0.000641,0.000188,51034,0.34478169859588104,4.1771528893328895,2.080339930845212,2.080339930845212,0.026146374550233203,1.2789880754941323
8917,0.000641,0.000188,57241,0.33422383906563546,4.176252021706224,2.1440294239071425,2.1440294239071425,0.02333153666690552,1.2794964494882957
8918,0.000641,0.000188,63448,0.32311911169413965,4.174310726805198,2.2080338615207076,2.2080338615207076,0.021072950484969984,1.2802834781206105
8919,0.000641,0.000188,69655,0.31406147071749285,4.171476742475947,2.2714234842764904,2.2714234842764904,0.019205625713637098,1.28045207004903
8920,0.000641,0.000188,75862,0.30684067054932207,4.169226541828216,2.332104014016263,2.332104014016263,0.017602640912769425,1.277744367062238
8921,0.000641,0.000188,82068,0.300299002645849,4.167711150479894,2.396124702306875,2.396124702306875,0.01628951471241846,1.2787843937450065
8922,0.000641,0.000188,88275,0.29664958827147625,4.16523114396981,2.4584450930108837,2.4584450930108837,0.015139025012803368,1.278160582816816
8923,0.000641,0.000188,94482,0.2916977713991692,4.162816122699709,2.5219951475063063,2.5219951475063063,0.014153790929539223,1.2787254954558822
8924,0.000641,0.000188,100689,0.28738490609494854,4.1606760904925375,2.585220894245017,2.585220894245017,0.013286313173222503,1.278971041333101
8925,0.000641,0.000188,106896,0.2835909294895055,4.158751099915352,2.648233202707855,2.648233202707855,0.012517365286589728,1.2790212218796746
8926,0.000641,0.000188,113103,0.2801925278075198,4.156705160172126,2.711417075074711,2.711417075074711,0.011834224546455989,1.279246788206003
8927,0.000641,0.000188,119310,0.2771854993784104,4.154409226566471,2.7741902346548875,2.7741902346548875,0.011218695544981436,1.279099563890848
8928,0.000641,0.000188,125517,0.27610134017534693,4.15336271801854,2.832870200562879,2.832870200562879,0.010633303462687992,1.2753767508368512
8929,0.000641,0.000188,131724,0.27328801752143494,4.150634638298845,2.8987739007671096,2.8987739007671096,0.010154935750708255,1.2780799499920346
8930,0.000641,0.000188,137931,0.2710748167847517,4.148976586143569,2.960767976522083,2.960767976522083,0.009693120390361232,1.2773246021768965
8931,0.000641,0.000188,144137,0.2688714517500908,4.14724011722974,3.02474664671503,3.02474664671503,0.009283581759175338,1.2782825513404235
8932,0.000641,0.000188,150344,0.26694196337223375,4.145349216152909,3.0876670208392403,3.0876670208392403,0.008901337066731284,1.2783283856021574
8933,0.000641,0.000188,156551,0.26516170921056537,4.143879803784044,3.1506288837425904,3.1506288837425904,0.008549592668224054,1.2784108546232593
8934,0.000641,0.000188,162758,0.2643042067206357,4.142404875388676,3.2154479490017263,3.2154479490017263,0.008234144173280732,1.2800166364350791
8935,0.000641,0.000188,168965,0.26313766799545557,4.1415706802107675,3.2736248467736067,3.2736248467736067,0.007909362457926025,1.2763581322493798
8936,0.000641,0.000188,175172,0.2615908863084268,4.139442915603499,3.337802875370685,3.337802875370685,0.007635867522782745,1.2774083391660327
8937,0.000641,0.000188,181379,0.2601905868305304,4.1369935014993136,3.4014060707813654,3.4014060707813654,0.007378360723870067,1.2779935510957294
8938,0.000641,0.000188,187586,0.2588777591838143,4.135398767251402,3.4650498007266357,3.4650498007266357,0.0071379312790899475,1.278589975810612
8939,0.000641,0.000188,193793,0.2577153889031749,4.1337687029767896,3.5277574339213,3.5277574339213,0.006909110480867072,1.2784926991394903
8940,0.000641,0.000188,200000,0.2574269804136438,4.132370887673298,3.5898935648738046,3.5898935648738046,0.006692369439782074,1.2780375290212362
8941,0.000641,0.000194,20000,0.5607319273058838,3.9672168012659803,1.7315342481232792,1.7315342481232792,0.062271758324209996,1.247692228826525
8942,0.000641,0.000194,26206,0.48505060608542006,4.006886904301068,1.795526307014568,1.795526307014568,0.04758900435391789,1.243321994330513
8943,0.000641,0.000194,32413,0.4385196936813543,4.049490518580524,1.858475418305497,1.858475418305497,0.03850826581505331,1.240948781968516
8944,0.000641,0.000194,38620,0.40674186821278324,4.045918773750747,1.9222170299907226,1.9222170299907226,0.03238071128562988,1.241101409654538
8945,0.000641,0.000194,44827,0.3838835667309194,4.192166205305576,1.985096394345836,1.985096394345836,0.027926435056159372,1.240885841356353
8946,0.000641,0.000194,51034,0.36682768782127895,4.249883161356036,2.0464959862098144,2.0464959862098144,0.024520475953856348,1.2393144659606397
8947,0.000641,0.000194,57241,0.35504077157495345,4.211632223643943,2.10880987265974,2.10880987265974,0.021873553418806528,1.2392720249920668
8948,0.000641,0.000194,63448,0.34392950373417613,4.181090628760283,2.1717322477386762,2.1717322477386762,0.019755492626054864,1.2399524010447254
8949,0.000641,0.000194,69655,0.3348381553197381,4.155705308605142,2.2342655176303072,2.2342655176303072,0.01800786773432075,1.2402817433721198
8950,0.000641,0.000194,75862,0.3272002046439414,4.133649784054921,2.296959989290455,2.296959989290455,0.016548108865596448,1.2408471934597403
8951,0.000641,0.000194,82068,0.32124156914594115,4.254794670911712,2.3557105088921104,2.3557105088921104,0.015257821204307392,1.2373417199193533
8952,0.000641,0.000194,88275,0.317128137999962,4.288505239051469,2.4182096058079354,2.4182096058079354,0.014194614683142563,1.2379514955624629
8953,0.000641,0.000194,94482,0.31220637562475895,4.261387131534628,2.4807063605931257,2.4807063605931257,0.01327068987558649,1.2384669006297744
8954,0.000641,0.000194,100689,0.3079079647036568,4.237130920408531,2.542878632628979,2.542878632628979,0.012457148692297254,1.2386698700008807
8955,0.000641,0.000194,106896,0.3041421228368564,4.215944405670722,2.604721918699024,2.604721918699024,0.011734948427132144,1.2385742297327034
8956,0.000641,0.000194,113103,0.30073496927990573,4.196740647195724,2.6670266731916956,2.6670266731916956,0.011095826246395393,1.238925737243556
8957,0.000641,0.000194,119310,0.2977399143024126,4.276636400627693,2.7287653685565774,2.7287653685565774,0.010518647068547755,1.238765253051573
8958,0.000641,0.000194,125517,0.2957739814518582,4.298462308924053,2.7901322619043185,2.7901322619043185,0.009995897605174234,1.2383377968234464
8959,0.000641,0.000194,131724,0.2932991384007296,4.27784677916652,2.8519133680672106,2.8519133680672106,0.009525295978086901,1.2382536100365302
8960,0.000641,0.000194,137931,0.291179853973391,4.259144764936876,2.9123457845794514,2.9123457845794514,0.009088620438024,1.2370431069674284
8961,0.000641,0.000194,144137,0.28924705260414246,4.237342079234576,2.9746716990980238,2.9746716990980238,0.008701072631807659,1.237473323282311
8962,0.000641,0.000194,150344,0.2871439465296606,4.225304855698668,3.036676195033611,3.036676195033611,0.00834350180858321,1.2376020423772687
8963,0.000641,0.000194,156551,0.2853705125033358,4.282089044598894,3.0986841938787526,3.0986841938787526,0.008014243769038391,1.237743635468963
8964,0.000641,0.000194,162758,0.28427024413720237,4.299753062112183,3.160710689399047,3.160710689399047,0.007710134271660015,1.237929924991643
8965,0.000641,0.000194,168965,0.28271517129090146,4.282675740209756,3.2230352294330733,3.2230352294330733,0.00742968818359269,1.238309499003916
8966,0.000641,0.000194,175172,0.28131353810232834,4.266788267059327,3.284827598334803,3.284827598334803,0.007166695741853497,1.238279518471886
8967,0.000641,0.000194,181379,0.2800215733153737,4.252060883280839,3.346443003066121,3.346443003066121,0.006920963186083727,1.2381233964051332
8968,0.000641,0.000194,187586,0.2788148891111603,4.28990619565414,3.408053521926451,3.408053521926451,0.006691491622326458,1.237971914847217
8969,0.000641,0.000194,193793,0.27769719180296676,4.304105311128874,3.46951144893691,3.46951144893691,0.006476167077781146,1.2377198639305524
8970,0.000641,0.000194,200000,0.27705784288204127,4.298001287329542,3.531163485134723,3.531163485134723,0.006274932538906246,1.2376378836748587
8971,0.000641,0.0002,20000,0.5778370322619093,5.036455966567897,1.7012889051309306,1.7012889051309306,0.05831977396707506,1.2063900180126665
8972,0.000641,0.0002,26206,0.5014310936157612,5.132198018920276,1.7636170489302292,1.7636170489302292,0.04453878020093158,1.2011073924825177
8973,0.000641,0.0002,32413,0.45425527534216836,5.179988328560954,1.825745910229347,1.825745910229347,0.03605083520839854,1.1990050349821286
8974,0.000641,0.0002,38620,0.4222159534994197,5.175955939472069,1.8877900230970615,1.8877900230970615,0.030295409022089582,1.1983053108289234
8975,0.000641,0.0002,44827,0.3989750818321373,5.325130768496248,1.9500186641838406,1.9500186641838406,0.02614047010778517,1.1985836628401942
8976,0.000641,0.0002,51034,0.38178440866876073,5.38220842133963,2.0099787741678297,2.0099787741678297,0.02294409841044284,1.1965840614169752
8977,0.000641,0.0002,57241,0.36843597777482956,5.3417131244113225,2.07149908068967,2.07149908068967,0.020473541497862482,1.196763216818609
8978,0.000641,0.0002,63448,0.3573358004521875,5.308952235931462,2.1332258228603225,2.1332258228603225,0.018489561766559824,1.1972998087493012
8979,0.000641,0.0002,69655,0.3482344302769452,5.281706601959297,2.1947036166241958,2.1947036166241958,0.016854703510249286,1.1976516763677931
8980,0.000641,0.0002,75862,0.3405938697282067,5.2587842010473365,2.2562862014443725,2.2562862014443725,0.015488371038182467,1.1981757839499314
8981,0.000641,0.0002,82068,0.3342251185204281,5.394763247439525,2.317018419795726,2.317018419795726,0.014318010014921119,1.1978710098470344
8982,0.000641,0.0002,88275,0.33031253829205004,5.427548613922499,2.3753937411435646,2.3753937411435646,0.013285616945346761,1.1953448569579963
8983,0.000641,0.0002,94482,0.3253916488321166,5.398576035400994,2.4367670865790156,2.4367670865790156,0.012420675572426746,1.1958134212808562
8984,0.000641,0.0002,100689,0.3211066440735855,5.372816465402871,2.4978461465772783,2.4978461465772783,0.011659309515289484,1.1960069020322244
8985,0.000641,0.0002,106896,0.31735614850887356,5.349739766643982,2.558583328020438,2.558583328020438,0.010983263476999105,1.1958956552201923
8986,0.000641,0.0002,113103,0.31396366512120305,5.329243439670667,2.619744610383897,2.619744610383897,0.010384759269713844,1.1961908136494146
8987,0.000641,0.0002,119310,0.310977388801025,5.419274147776373,2.6804097799745312,2.6804097799745312,0.009844718129081186,1.196047431615788
8988,0.000641,0.0002,125517,0.3083916504005594,5.439842827223916,2.740755918310587,2.740755918310587,0.009355913107360695,1.195650023288477
8989,0.000641,0.0002,131724,0.30587505241675794,5.417968553854554,2.8021870418668247,2.8021870418668247,0.0089201702699992,1.1961946813994058
8990,0.000641,0.0002,137931,0.30360555608770906,5.397724188755902,2.8633781179896336,2.8633781179896336,0.008522017351331006,1.1965252822513803
8991,0.000641,0.0002,144137,0.30166986165707355,5.378034472214717,2.923217877704145,2.923217877704145,0.00815060664001384,1.1957596349205466
8992,0.000641,0.0002,150344,0.2997791892186342,5.36084700783487,2.9841884947708537,2.9841884947708537,0.007815857950106846,1.1959224771371186
8993,0.000641,0.0002,156551,0.2981063403875775,5.425186502707072,3.044444154625533,3.044444154625533,0.0075040657544405065,1.1955263051871496
8994,0.000641,0.0002,162758,0.2965735152335749,5.442860113044261,3.105035164649631,3.105035164649631,0.007217688302262796,1.1954087857226727
8995,0.000641,0.0002,168965,0.29509735248123,5.42485728427197,3.165838285480799,3.165838285480799,0.006953292574858703,1.1954562760033862
8996,0.000641,0.0002,175172,0.2937233291737781,5.407823759951275,3.226650851198685,3.226650851198685,0.006707647961691711,1.1955120873944542
8997,0.000641,0.0002,181379,0.2924750663186077,5.392132459975845,3.2870907699150207,3.2870907699150207,0.006477322568033889,1.195299496922577
8998,0.000641,0.0002,187586,0.2912281540395744,5.415839948488344,3.3484584629302416,3.3484584629302416,0.00626573983043936,1.1957549314180245
8999,0.000641,0.0002,193793,0.2902162930109958,5.448726930283392,3.40797819457804,3.40797819457804,0.006061043166713744,1.1949092373452015
9000,0.000641,0.0002,200000,0.2892432109619039,5.4425342459483055,3.4681701394183655,3.4681701394183655,0.005871465769670995,1.1945568316772368
