No,L,C,fsw,delta_current,delta_voltage,Pl_s1,Pl_s2Pl_C,Pl_L_Cu
47,3e-05,3.6e-05,119310,0.983141238491354,15.368481395103972,3.064542445570554,3.064542445570554,0.07421777232707953,0.5266070281688572
48,3e-05,3.6e-05,125517,0.9353430132165461,15.363783511941378,3.1317847047886467,3.1317847047886467,0.07020745492884838,0.5221938426998425
49,3e-05,3.6e-05,131724,0.8922137027652638,15.426533647948382,3.198387912563701,3.198387912563701,0.0665859801566368,0.5181351235757103
50,3e-05,3.6e-05,137931,0.8544169328897719,15.39973318273938,3.2593249958659327,3.2593249958659327,0.06310735233501459,0.5128569237112743
51,3e-05,3.6e-05,144137,0.820774245524921,15.421738341155155,3.316437385142751,3.316437385142751,0.05982836927946185,0.5069401080601711
52,3e-05,3.6e-05,150344,0.7828254925307433,15.373344914902793,3.4036734674208757,3.4036734674208757,0.057848960282928935,0.5100213151123745
53,3e-05,3.6e-05,156551,0.7475951394238386,15.362736642248635,3.4932427578321494,3.4932427578321494,0.0560928953427782,0.5138283929575685
54,3e-05,3.6e-05,162758,0.7216608213049903,15.367278688960617,3.5510418055711472,3.5510418055711472,0.05351858512166149,0.5088918550381256
55,3e-05,3.6e-05,168965,0.6969231080557152,15.36919013894378,3.6121477437509912,3.6121477437509912,0.05124840242910328,0.5051614988133039
56,3e-05,3.6e-05,175172,0.6770337875923992,15.391260989799669,3.6561994329420773,3.6561994329420773,0.04870804490557547,0.49719902594450166
57,3e-05,3.6e-05,181379,0.6549740322882165,15.39001905726547,3.7196283284463725,3.7196283284463725,0.04685429873017198,0.4946223132753445
58,3e-05,3.6e-05,187586,0.6345344460277632,15.473832631499802,3.781930862042489,3.781930862042489,0.045106821996743186,0.49193191158235144
59,3e-05,3.6e-05,193793,0.6095447295994015,15.42793805366179,3.8810597664432187,3.8810597664432187,0.044305872088455066,0.4985383716559432
60,3e-05,3.6e-05,200000,0.5921094927523838,15.40571845742341,3.941281946278354,3.941281946278354,0.042704419253020355,0.49547509250603555
61,3e-05,4.2e-05,20000,6.2898401758336,16.29834102065065,1.8785453335806759,1.8785453335806759,0.8346284432392433,1.932220605482237
62,3e-05,4.2e-05,26206,3.9150341116461274,14.663556797850816,2.3554236477475134,2.3554236477475134,0.5985311114934336,1.5016742122077036
63,3e-05,4.2e-05,32413,3.7983467542724414,14.128544309866516,2.018016333410484,2.018016333410484,0.3262622645459102,0.9965762301414479
64,3e-05,4.2e-05,38620,3.186498090960576,13.82598870093382,2.0791092892369045,2.0791092892369045,0.24387846096784405,0.830861128222745
65,3e-05,4.2e-05,44827,2.7700431161412356,13.68953123366132,2.1225978372236876,2.1225978372236876,0.19154316538537744,0.7220164581606919
66,3e-05,4.2e-05,51034,2.3775203428030496,13.532889053534921,2.23711044082986,2.23711044082986,0.16519934844063727,0.6769720182800106
67,3e-05,4.2e-05,57241,2.1710730317096796,13.497311631084683,2.2483312863624905,2.2483312863624905,0.13600839673061368,0.6101172952067772
68,3e-05,4.2e-05,63448,1.9337609160876814,13.436713649282032,2.3427974028653087,2.3427974028653087,0.12173142128504974,0.5889266676224645
69,3e-05,4.2e-05,69655,1.7519254515997378,13.430707960016305,2.4217379936924015,2.4217379936924015,0.10946674288770804,0.5696760982441123
70,3e-05,4.2e-05,75862,1.5967937695034269,13.402259569370203,2.506577533444015,2.506577533444015,0.1001138379371959,0.5580101392893101
71,3e-05,4.2e-05,82068,1.4657819773126166,13.404697225326325,2.591756004779366,2.591756004779366,0.09248727681558434,0.5501693638106494
72,3e-05,4.2e-05,88275,1.365263300214276,13.358062087611874,2.654567141809796,2.654567141809796,0.08477780411743278,0.5370758728067356
73,3e-05,4.2e-05,94482,1.2858965197712808,13.370364286042037,2.7005135331993024,2.7005135331993024,0.07734728905556132,0.5205089532142974
74,3e-05,4.2e-05,100689,1.1873171869904355,13.394678348190483,2.812882723248287,2.812882723248287,0.07429547650879065,0.5280558993993055
75,3e-05,4.2e-05,106896,1.1155251559636468,13.332223840724783,2.8887238550378047,2.8887238550378047,0.06991750730540185,0.5242988044903939
76,3e-05,4.2e-05,113103,1.0522231317348343,13.34446190583384,2.9633639335136825,2.9633639335136825,0.06601689559126353,0.5210494496956709
77,3e-05,4.2e-05,119310,1.0032299314911999,13.34332240558122,3.014992358944201,3.014992358944201,0.0616498430319916,0.5112840632108299
78,3e-05,4.2e-05,125517,0.9481902188648045,13.32690985875451,3.1012955036107934,3.1012955036107934,0.059050797636351265,0.5130382348569983
79,3e-05,4.2e-05,131724,0.9010862701698609,13.324470861068013,3.178930560036943,3.178930560036943,0.05640251192067123,0.5124866195447699
80,3e-05,4.2e-05,137931,0.8534421138948446,13.338124341968324,3.2752466026768983,3.2752466026768983,0.054606929678060245,0.5178119832223151
81,3e-05,4.2e-05,144137,0.8231296744615785,13.383908368909017,3.319088178769047,3.319088178769047,0.05136134469583549,0.507905945346608
82,3e-05,4.2e-05,150344,0.7913951204621277,13.38305685383836,3.3789155239334514,3.3789155239334514,0.048883068932783325,0.5031662273419143
83,3e-05,4.2e-05,156551,0.7624010281264815,13.380514516583341,3.43743689272976,3.43743689272976,0.046588584305824694,0.4984280297218898
84,3e-05,4.2e-05,162758,0.7310188879828918,13.322249309362238,3.517609073414881,3.517609073414881,0.04503065301673033,0.499896790545332
85,3e-05,4.2e-05,168965,0.7033320525555736,13.308097484221026,3.5912379918510284,3.5912379918510284,0.04342963045462641,0.49968883411119847
86,3e-05,4.2e-05,175172,0.6746111364228162,13.30185014491898,3.6813804622272164,3.6813804622272164,0.042316580774199815,0.5039387522151214
87,3e-05,4.2e-05,181379,0.6530954692725833,13.304828826549134,3.7423043442961017,3.7423043442961017,0.04064383106232967,0.5005724541433881
88,3e-05,4.2e-05,187586,0.6355232585304434,13.322356833201463,3.7878928174804445,3.7878928174804445,0.03878308350634297,0.4935340966925657
89,3e-05,4.2e-05,193793,0.6162919611409841,13.322111814680026,3.850262824175693,3.850262824175693,0.037384794116317226,0.49098580051421253
90,3e-05,4.2e-05,200000,0.5983114026542544,13.322706689237371,3.912067257244463,3.912067257244463,0.0360704951514334,0.48844872231333775
91,3e-05,4.8e-05,20000,4.678765817047285,14.538691885240995,2.5264142959710645,2.5264142959710645,0.9689548902081346,2.297071097407597
92,3e-05,4.8e-05,26206,3.5176977549256425,12.978453155499855,2.6261932055319006,2.6261932055319006,0.6040110891202657,1.6650280571680105
93,3e-05,4.8e-05,32413,3.8446047620984536,12.445932691238971,1.9987777234436568,1.9987777234436568,0.2820022890716358,0.9907444920509519
94,3e-05,4.8e-05,38620,2.802630113646684,12.107139455304024,2.370852417645104,2.370852417645104,0.2593303105322413,0.9682763120998394
95,3e-05,4.8e-05,44827,2.7547414133874772,12.118330883717599,2.141035086746713,2.141035086746713,0.1698501678673437,0.7314572984588247
96,3e-05,4.8e-05,51034,2.4217776838574188,11.945219772663306,2.203325873361594,2.203325873361594,0.14100162192642715,0.6645807813057474
97,3e-05,4.8e-05,57241,2.1315090051301313,11.904789599454535,2.2976105313439916,2.2976105313439916,0.12345871112765622,0.6306662479326357
98,3e-05,4.8e-05,63448,1.9785262669700026,11.870442778175992,2.297406964526083,2.297406964526083,0.10295068866925955,0.5726290654910837
99,3e-05,4.8e-05,69655,1.769039177830968,11.84370806043563,2.4063164727079065,2.4063164727079065,0.0946981796988583,0.564692877921268
100,3e-05,4.8e-05,75862,1.6164479885441618,11.80542395757475,2.484353559095897,2.484353559095897,0.08619391071775795,0.5505383818726091
101,3e-05,4.8e-05,82068,1.4922604876435845,11.833377043953401,2.554216288700498,2.554216288700498,0.07878016604091442,0.5373052578710008
102,3e-05,4.8e-05,88275,1.3764514220410673,11.80389945178932,2.6416773457586666,2.6416773457586666,0.07351096177965698,0.5330495653870277
103,3e-05,4.8e-05,94482,1.2848876905460762,11.809874414574114,2.7114704200095465,2.7114704200095465,0.06819561988629365,0.5246416053280952
104,3e-05,4.8e-05,100689,1.202304400756439,11.76575094985556,2.7867666905781063,2.7867666905781063,0.06387004604279882,0.5196802442580704
105,3e-05,4.8e-05,106896,1.130367783269397,11.797866731777674,2.859938253576982,2.859938253576982,0.06002116381704961,0.5151952284009471
106,3e-05,4.8e-05,113103,1.0680680790331163,11.824346128089669,2.928668806774647,2.928668806774647,0.05647609498708609,0.5102244062592408
107,3e-05,4.8e-05,119310,1.0174575385249065,11.817719871388473,2.982121171285284,2.982121171285284,0.05281823112982111,0.5013018448653179
108,3e-05,4.8e-05,125517,0.9631067027345293,11.764006933926636,3.0626191132725857,3.0626191132725857,0.050432379283883,0.5014276055830852
109,3e-05,4.8e-05,131724,0.9141036965891939,11.750766290889638,3.1431395381109906,3.1431395381109906,0.04828126547979542,0.5019356049878488
110,3e-05,4.8e-05,137931,0.871517022785128,11.778089337220633,3.216936069575378,3.216936069575378,0.04614169730506777,0.5007621126848186
111,3e-05,4.8e-05,144137,0.8313044795665331,11.735428300279871,3.2960467735150014,3.2960467735150014,0.044335457293118774,0.5014129142862191
112,3e-05,4.8e-05,150344,0.794702721536968,11.781298931240105,3.3745948282532576,3.3745948282532576,0.04266598487042726,0.5020887592170477
113,3e-05,4.8e-05,156551,0.7642032827673209,11.79626733906652,3.4390953336080123,3.4390953336080123,0.04080348029739439,0.49901819713920775
114,3e-05,4.8e-05,162758,0.7373825769812357,11.79403470332691,3.4970357972180866,3.4970357972180866,0.03895169192957589,0.49443477331927543
115,3e-05,4.8e-05,168965,0.7122442425003127,11.79367632471619,3.556084124024612,3.556084124024612,0.037274662541921855,0.4904487252092067
116,3e-05,4.8e-05,175172,0.6875807940379326,11.762669367811473,3.6217071012696573,3.6217071012696573,0.03585718550961202,0.48842579918599727
117,3e-05,4.8e-05,181379,0.6614139830532703,11.742729860661585,3.7050328242092863,3.7050328242092863,0.034870056576381495,0.4910829434114574
118,3e-05,4.8e-05,187586,0.6352564486083486,11.725354384971768,3.7993406929223656,3.7993406929223656,0.034137434973562725,0.49650817734637553
119,3e-05,4.8e-05,193793,0.6140106752853534,11.722837917773287,3.874436795464099,3.874436795464099,0.03311772109418151,0.4970577730447458
120,3e-05,4.8e-05,200000,0.5988974365668633,11.736675686341632,3.918025948449648,3.918025948449648,0.03165657652285162,0.4899656388045102
121,3e-05,5.3e-05,20000,4.72086311810691,13.218972057642675,2.5042208483776855,2.5042208483776855,0.8690882574918207,2.28324157849016
122,3e-05,5.3e-05,26206,3.5591829294286517,11.836859086381113,2.5986063344384425,2.5986063344384425,0.5392581565206276,1.6498672075717895
123,3e-05,5.3e-05,32413,3.0327541379437406,11.274306191730968,2.5382207493625373,2.5382207493625373,0.35513501232345485,1.2645952073566207
124,3e-05,5.3e-05,38620,3.1916497953489538,11.064822070874577,2.085825936925779,2.085825936925779,0.19415863197331254,0.8374783642398587
125,3e-05,5.3e-05,44827,2.7570199957541233,10.945218298556156,2.1437134690950597,2.1437134690950597,0.15412404193944107,0.7337586527724963
126,3e-05,5.3e-05,51034,2.420387997681114,10.922009040755949,2.209389174993555,2.209389174993555,0.12827263740419434,0.6679918124555272
127,3e-05,5.3e-05,57241,2.136357036286219,10.803709417929536,2.297477938502555,2.297477938502555,0.11180069851711852,0.6313821431657207
128,3e-05,5.3e-05,63448,1.93995279743219,10.80899576217259,2.348356603286427,2.348356603286427,0.09686610620103593,0.5926266391957244
129,3e-05,5.3e-05,69655,1.7865807094584119,10.774989259163055,2.388067854907995,2.388067854907995,0.0846094828932544,0.5584532677295371
130,3e-05,5.3e-05,75862,1.625325734310463,10.779234637111491,2.476382812746005,2.476382812746005,0.07760857357456039,0.548088699268559
131,3e-05,5.3e-05,82068,1.498671897468772,10.77234202487089,2.549023055197043,2.549023055197043,0.071081412890271,0.5358438622547629
132,3e-05,5.3e-05,88275,1.4009144549910626,10.757807326785183,2.6013787624321147,2.6013787624321147,0.0646990186965718,0.5194379743493615
133,3e-05,5.3e-05,94482,1.289532345712851,10.731169689112273,2.707715319656077,2.707715319656077,0.061601468819061776,0.5236477434987844
134,3e-05,5.3e-05,100689,1.2131667483270077,10.740311925514385,2.7679505446730763,2.7679505446730763,0.05710764816222769,0.5136866707674391
135,3e-05,5.3e-05,106896,1.1384474819139019,10.701215815317193,2.845859266020364,2.845859266020364,0.05385026180761384,0.5108395744413389
136,3e-05,5.3e-05,113103,1.0842314862303961,10.737162592914604,2.8912729371096506,2.8912729371096506,0.04990558819503545,0.49859406847358284
137,3e-05,5.3e-05,119310,1.0274498091957116,10.7542221907724,2.9594687460446263,2.9594687460446263,0.04713951434711315,0.4944888336412792
138,3e-05,5.3e-05,125517,0.9718542059743116,10.756521219606395,3.041569949092426,3.041569949092426,0.04507077102822348,0.4952062646727112
139,3e-05,5.3e-05,131724,0.9222955444403635,10.735792322481617,3.121798704592823,3.121798704592823,0.04315333992893511,0.4957231195688671
140,3e-05,5.3e-05,137931,0.8751391971005861,10.712408961385451,3.210196649467391,3.210196649467391,0.04161882654862645,0.4989133949246227
141,3e-05,5.3e-05,144137,0.8407657065984433,10.720551992963214,3.2656982899813665,3.2656982899813665,0.03943615367518199,0.4928354350904888
142,3e-05,5.3e-05,150344,0.8033094622837994,10.714668444140155,3.3452045878447736,3.3452045878447736,0.03798684670024399,0.49391840597152087
143,3e-05,5.3e-05,156551,0.7684110385901973,10.685626679123812,3.427043744256169,3.427043744256169,0.03670130294471301,0.49578085593531696
144,3e-05,5.3e-05,162758,0.742378188590046,10.728207986165836,3.4803262810554934,3.4803262810554934,0.034947660740272155,0.4900096549622872
145,3e-05,5.3e-05,168965,0.716828226558222,10.727291997787212,3.540200980250109,3.540200980250109,0.03346312449372733,0.48633194900983967
146,3e-05,5.3e-05,175172,0.6902237487459335,10.723332488103772,3.61475474310066,3.61475474310066,0.032352123612415205,0.48669445080075613
147,3e-05,5.3e-05,181379,0.6679951441174649,10.724894011313555,3.6754805244136017,3.6754805244136017,0.031087046319551604,0.48362013765599604
148,3e-05,5.3e-05,187586,0.6441341842506983,10.703687618973396,3.7539832706028315,3.7539832706028315,0.03019447870225559,0.48516794584624084
149,3e-05,5.3e-05,193793,0.6236181867893251,10.693144772663182,3.821757057435491,3.821757057435491,0.0291950281051629,0.4840975508572391
150,3e-05,5.3e-05,200000,0.6007242639389908,10.683468401211602,3.91316579290008,3.91316579290008,0.028600000105602867,0.4888374946190073
151,3e-05,5.9e-05,20000,5.147109615455813,11.922881537599176,2.297116751538085,2.297116751538085,0.713054252158547,2.1568889020978688
152,3e-05,5.9e-05,26206,3.8146381357439725,10.721927175227227,2.4277209592030906,2.4277209592030906,0.4428205190572263,1.5499721439165401
153,3e-05,5.9e-05,32413,3.186702803394837,10.210550115443558,2.4197368908186876,2.4197368908186876,0.29751521885587023,1.2012008140746737
154,3e-05,5.9e-05,38620,2.7591165290612283,9.961977201885103,2.417529500012769,2.417529500012769,0.21741463802111752,0.9945065344205988
155,3e-05,5.9e-05,44827,2.4039015309364915,10.490965156346029,2.498305974954178,2.498305974954178,0.1767781012277927,0.9039206332436457
156,3e-05,5.9e-05,51034,2.432589689097335,9.823384205317874,2.2030248903989698,2.2030248903989698,0.1146876671348891,0.6663511575894172
157,3e-05,5.9e-05,57241,2.159081936869294,9.837479995691172,2.278325388012008,2.278325388012008,0.09901440174572662,0.6245582126632572
158,3e-05,5.9e-05,63448,1.9543701606683714,9.751134024945788,2.336229913727358,2.336229913727358,0.08623319082853846,0.5886109709228386
159,3e-05,5.9e-05,69655,1.7766147396799878,9.734921713295945,2.4068561810204274,2.4068561810204274,0.07707339025010744,0.5659491975532311
160,3e-05,5.9e-05,75862,1.642842019576102,9.732745330705983,2.4554870662728754,2.4554870662728754,0.06865363136366097,0.5409850754532407
161,3e-05,5.9e-05,82068,1.50573101931805,9.768803933336002,2.5427922175755784,2.5427922175755784,0.06356603348958288,0.5340212587684057
162,3e-05,5.9e-05,88275,1.3940053032604578,9.7471743370793,2.620148919346047,2.620148919346047,0.05890156596094225,0.526232192199066
163,3e-05,5.9e-05,94482,1.3162289767835667,9.717918207659938,2.65872010110555,2.65872010110555,0.05347285695932502,0.5074392820487642
164,3e-05,5.9e-05,100689,1.2229230465340633,9.683621659102675,2.7519508061266214,2.7519508061266214,0.05074072369913276,0.5086610623890215
165,3e-05,5.9e-05,106896,1.1539158177764008,9.683952093864589,2.8139008773283005,2.8139008773283005,0.04734539387742409,0.500762681371587
166,3e-05,5.9e-05,113103,1.0847473931685545,9.70466567872541,2.8962133270258192,2.8962133270258192,0.04497708442606527,0.5003419344833756
167,3e-05,5.9e-05,119310,1.0265737711978316,9.68370891454134,2.968402622573965,2.968402622573965,0.04259162858661157,0.497410244262948
168,3e-05,5.9e-05,125517,0.9726688546166351,9.689433680905847,3.0455297462848927,3.0455297462848927,0.04058905968045635,0.49655727420296747
169,3e-05,5.9e-05,131724,0.9335130572842132,9.696966133579924,3.0908425862191256,3.0908425862191256,0.03802433806001377,0.48672777393704053
170,3e-05,5.9e-05,137931,0.888936711305371,9.715018775688492,3.1671021783942113,3.1671021783942113,0.0364181573751714,0.48653410958205073
171,3e-05,5.9e-05,144137,0.8510618773478924,9.69471541304494,3.2329086407521714,3.2329086407521714,0.03473677542569017,0.4836504778656634
172,3e-05,5.9e-05,150344,0.8091320486933921,9.668551393807359,3.3279221972632707,3.3279221972632707,0.033780689643164906,0.4891910432282731
173,3e-05,5.9e-05,156551,0.7764169429874997,9.681171837808957,3.39865447266774,3.39865447266774,0.03243718666584197,0.48807986025153477
174,3e-05,5.9e-05,162758,0.7448685941420173,9.681496696895914,3.4757295364727945,3.4757295364727945,0.03131252210044159,0.4888603406124871
175,3e-05,5.9e-05,168965,0.717103482959691,9.64430943873741,3.5458798999174257,3.5458798999174257,0.030154727134125897,0.48790886212268464
176,3e-05,5.9e-05,175172,0.6940231543212146,9.675604446727718,3.6020266249459776,3.6020266249459776,0.028861477573216526,0.48347674947944225
177,3e-05,5.9e-05,181379,0.6714138764167664,9.674388418054104,3.663860297501621,3.663860297501621,0.027752350720468374,0.48074379526413086
178,3e-05,5.9e-05,187586,0.6500711265126647,9.678679226590493,3.7268214192998323,3.7268214192998323,0.026738952806735793,0.478468446841858
179,3e-05,5.9e-05,193793,0.6303266127395325,9.681197776040973,3.7882428051435113,3.7882428051435113,0.025774884977393615,0.4759673152348819
180,3e-05,5.9e-05,200000,0.6102258514029241,9.663631517817121,3.8594548089220595,3.8594548089220595,0.025000749290551013,0.47595292691616675
181,3e-05,6.5e-05,20000,4.966387066303104,10.88443721544503,2.381095806083191,2.381095806083191,0.6714955048209212,2.2074367909710197
182,3e-05,6.5e-05,26206,3.8763672878986117,9.78766239432745,2.3913094233516348,2.3913094233516348,0.3942312647094611,1.5307166131115988
183,3e-05,6.5e-05,32413,3.2129519692117343,9.322066396779443,2.4031782972277886,2.4031782972277886,0.26739866970655113,1.1938006931761962
184,3e-05,6.5e-05,38620,2.6926341967846446,9.090074736832046,2.4811502568117842,2.4811502568117842,0.20548904086449946,1.0281803909214238
185,3e-05,6.5e-05,44827,2.397600656828827,8.965950889252564,2.4744322795359923,2.4744322795359923,0.15795095286956495,0.8852186060079508
186,3e-05,6.5e-05,51034,2.3642440437275227,9.627285812937007,2.328370990922617,2.328370990922617,0.11402054534353487,0.7307160891981778
187,3e-05,6.5e-05,57241,2.1826833526888754,8.940729158529987,2.2578347799236687,2.2578347799236687,0.08851073038452326,0.6171468894987384
188,3e-05,6.5e-05,63448,1.8155536186634882,8.806740337011751,2.519585552021676,2.519585552021676,0.08939968145974019,0.661980933444018
189,3e-05,6.5e-05,69655,1.7947274555113168,8.903071336272392,2.3870772743366793,2.3870772743366793,0.0689383583556615,0.559061686978044
190,3e-05,6.5e-05,75862,1.6424977761827981,8.887709815708114,2.4606741730450645,2.4606741730450645,0.06255502655279663,0.5432313030042883
191,3e-05,6.5e-05,82068,1.5141980158151367,8.872809838042125,2.5333633165097,2.5333633165097,0.05730572225260099,0.5310181927708497
192,3e-05,6.5e-05,88275,1.407994650527447,8.845453191119173,2.5990416715474813,2.5990416715474813,0.05266654970774076,0.5192435971762942
193,3e-05,6.5e-05,94482,1.3142665626033456,8.844404641873847,2.6677601701949984,2.6677601701949984,0.04884676413696391,0.5107038471817364
194,3e-05,6.5e-05,100689,1.2355523390205114,8.866419917550141,2.729010489486619,2.729010489486619,0.045334115803346904,0.501366824018563
195,3e-05,6.5e-05,106896,1.167925896527581,8.832860655727593,2.78541131377243,2.78541131377243,0.042151651204759985,0.49187124435976315
196,3e-05,6.5e-05,113103,1.0969442349531584,8.869072256234904,2.869410492172975,2.869410492172975,0.0401059554501081,0.492115820854632
197,3e-05,6.5e-05,119310,1.0330387354643271,8.844196523352966,2.9553288619629288,2.9553288619629288,0.038333606644285166,0.4935413106700448
198,3e-05,6.5e-05,125517,0.9804528649193184,8.819041514618368,3.026989479554162,3.026989479554162,0.036410953539055074,0.49110594417493814
199,3e-05,6.5e-05,131724,0.9360202594152949,8.868170630552424,3.0883024598975224,3.0883024598975224,0.034459541125795794,0.4861050510402836
200,3e-05,6.5e-05,137931,0.8969632549545,8.84431465117655,3.144543085433642,3.144543085433642,0.03260114705819176,0.480165225543463
201,3e-05,6.5e-05,144137,0.8504173174939587,8.86691175117179,3.2413148160457017,3.2413148160457017,0.031690015925814226,0.48612701087290805
202,3e-05,6.5e-05,150344,0.8171237143570108,8.877222225644402,3.301450964069468,3.301450964069468,0.03018860400293434,0.4819341103031965
