No,L,C,fsw,RL,ESR,ESL,delta_current_percentage,delta_voltage_percentage,switching_loss,capacitor_loss,inductor_copper_loss
36,3e-05,8.666666666666667e-05,120000.0,0.079576,0.0021424703877755144,5.064230769230769e-07,2.358480385530542,1.0445976320484653,6.750217849262703,5.855823779626071,0.027929887194852225,0.48288568435813806
37,3e-05,8.666666666666667e-05,140000.0,0.079576,0.0018364031895218695,5.064230769230769e-07,2.363313967923297,0.8937121025583152,6.734777414536418,6.294355889608191,0.02378045188714102,0.47403486543813905
38,3e-05,8.666666666666667e-05,160000.0,0.079576,0.0016068527908316356,5.064230769230769e-07,2.386483794533059,0.7745901806948635,6.730884119698271,6.786778074244895,0.021061669948940917,0.4758696823521407
39,3e-05,8.666666666666667e-05,180000.0,0.079576,0.0014283135918503427,5.064230769230769e-07,2.3849337619515594,0.6891417977510597,6.728132215285522,7.212802874945339,0.018609893204693098,0.47053414778621666
40,3e-05,8.666666666666667e-05,200000.0,0.079576,0.0012854822326653088,5.064230769230769e-07,2.377522506358367,0.6223339371904764,6.69809070613374,7.6194841283772945,0.01659027924864048,0.46433002949964997
41,3e-05,0.00010555555555555555,20000.0,0.079576,0.010554485699778324,4.1580000000000006e-07,1.171347032249869,12.786269372280037,6.7332390626223955,1.8512905575302727,0.23047958350794853,1.5966919668432806
42,3e-05,0.00010555555555555555,40000.0,0.079576,0.005277242849889162,4.1580000000000006e-07,2.8306903346840437,2.6229280962302752,5.710477100156705,4.984732451765214,0.11987952402070903,1.003186925753082
43,3e-05,0.00010555555555555555,60000.0,0.079576,0.003518161899926108,4.1580000000000006e-07,2.6453637518537647,1.8688784267019063,5.550239525251992,5.135815002398973,0.06272432144942276,0.7189504354802573
44,3e-05,0.00010555555555555555,80000.0,0.079576,0.002638621424944581,4.1580000000000006e-07,2.600138132944186,1.4258339212511992,5.507865731381176,5.517285107056927,0.043229830891432675,0.6291356549739241
45,3e-05,0.00010555555555555555,100000.0,0.079576,0.0021108971399556647,4.1580000000000006e-07,2.5853217273940854,1.1474072942955575,5.505702082383879,5.952444745152142,0.03332842505861741,0.5902303848863398
46,3e-05,0.00010555555555555555,120000.0,0.079576,0.001759080949963054,4.1580000000000006e-07,2.371744653904449,1.0425852147936199,5.56168297302804,5.888757366286278,0.02318023981577995,0.4881758472345587
47,3e-05,0.00010555555555555555,140000.0,0.079576,0.0015077836713969035,4.1580000000000006e-07,2.3540184521558465,0.9006979943529394,5.55280142695419,6.269598584733795,0.019376240767048254,0.4707738419149815
48,3e-05,0.00010555555555555555,160000.0,0.079576,0.0013193107124722906,4.1580000000000006e-07,2.360327811057078,0.7863104014437758,5.6305560642825725,6.71239464219656,0.01692418424057122,0.46617159306453165
49,3e-05,0.00010555555555555555,180000.0,0.079576,0.0011727206333087025,4.1580000000000006e-07,2.3659338307140745,0.6975742952319077,5.568916328956504,7.155341002905189,0.015041523571780952,0.4635009102538327
50,3e-05,0.00010555555555555555,200000.0,0.079576,0.0010554485699778324,4.1580000000000006e-07,2.3772867027252285,0.6250746508423565,5.598827338342253,7.618728424893812,0.01361882985256353,0.46436605492730304
51,3e-05,0.00012444444444444444,20000.0,0.079576,0.008952465548919115,3.5268750000000005e-07,2.388792479432367,6.271576586456208,5.755767005866308,3.7754387378932677,0.28280159532343135,1.9424577599751984
52,3e-05,0.00012444444444444444,40000.0,0.079576,0.004476232774459557,3.5268750000000005e-07,1.725271412800067,4.311656196016413,5.807777278017795,3.0381339470844053,0.05096085042316145,0.6038103753389562
53,3e-05,0.00012444444444444444,60000.0,0.079576,0.002984155182973038,3.5268750000000005e-07,2.6642471341575016,1.8599721651217214,4.747649449946781,5.17247595613874,0.05387686907308825,0.7276880071785243
54,3e-05,0.00012444444444444444,80000.0,0.079576,0.0022381163872297787,3.5268750000000005e-07,2.6460047199724896,1.4048305739672353,4.720581874514298,5.614610335404025,0.03787987858662416,0.6487670855726642
55,3e-05,0.00012444444444444444,100000.0,0.079576,0.0017904931097838229,3.5268750000000005e-07,2.5286826038792474,1.1765178754810144,4.707628594189248,5.822038827171578,0.02710274854446674,0.5675207350432386
56,3e-05,0.00012444444444444444,120000.0,0.079576,0.001492077591486519,3.5268750000000005e-07,2.5275374505512467,0.9814078701729143,4.7019030243417665,6.275572185224679,0.022224250803932106,0.5491702293266947
57,3e-05,0.00012444444444444444,140000.0,0.079576,0.0012789236498455879,3.5268750000000005e-07,2.367433096499257,0.8986207052996653,4.823125258033137,6.305326611892261,0.016617460222990266,0.47601572857763585
58,3e-05,0.00012444444444444444,160000.0,0.079576,0.0011190581936148893,3.5268750000000005e-07,2.3599169507387137,0.7892793151196129,4.772488551947824,6.711226221188783,0.01435045176615516,0.46618207172134696
59,3e-05,0.00012444444444444444,180000.0,0.079576,0.000994718394324346,3.5268750000000005e-07,2.3643630217925526,0.7007068886486418,4.795649126455427,7.150590374067653,0.012741805089280876,0.4630480306107768
60,3e-05,0.00012444444444444444,200000.0,0.079576,0.0008952465548919114,3.5268750000000005e-07,2.3625402386652756,0.631530865485309,4.757868175579857,7.571468956874474,0.011410894820139928,0.45892322389776424
61,3e-05,0.00014333333333333334,20000.0,0.079576,0.00777268326727861,3.062093023255814e-07,2.461233485112025,6.089225115588139,5.0221497132680595,3.889930298549853,0.2516776040098564,1.9715110146773118
62,3e-05,0.00014333333333333334,40000.0,0.079576,0.003886341633639305,3.062093023255814e-07,1.675792403031594,4.446697671347217,5.085101354810076,2.9510033900425157,0.042773582801237095,0.5916994408834576
63,3e-05,0.00014333333333333334,60000.0,0.079576,0.0025908944224262037,3.062093023255814e-07,2.037488378356847,2.437583899936246,5.190569959619841,3.955661437277117,0.029598095060271078,0.4939210327290548
64,3e-05,0.00014333333333333334,80000.0,0.079576,0.0019431708168196524,3.062093023255814e-07,2.6141111245702917,1.4256822621352905,4.128113285364676,5.546934677448193,0.032154469828803815,0.6358961038659988
65,3e-05,0.00014333333333333334,100000.0,0.079576,0.001554536653455722,3.062093023255814e-07,2.546061858373127,1.17192181504317,4.1161839046259825,5.8620528227182875,0.023839549777685515,0.5748845265117032
66,3e-05,0.00014333333333333334,120000.0,0.079576,0.0012954472112131018,3.062093023255814e-07,2.5085048434113295,0.9920760296914023,4.112394355394902,6.228316505609121,0.019016097054447435,0.5418092806554935
67,3e-05,0.00014333333333333334,140000.0,0.079576,0.0011103833238969444,3.062093023255814e-07,2.439957446788121,0.8750278847358781,4.1097959470273215,6.49848506547761,0.015298623627001871,0.5039751306332864
68,3e-05,0.00014333333333333334,160000.0,0.079576,0.0009715854084098262,3.062093023255814e-07,2.3655562915136197,0.7904577715227578,4.1994633067417455,6.727263604058092,0.012517562488620829,0.46848182616463047
69,3e-05,0.00014333333333333334,180000.0,0.079576,0.0008636314741420677,3.062093023255814e-07,2.35789158825346,0.705568040367139,4.181408193952463,7.131018688186704,0.011003269652909526,0.4607687406015864
70,3e-05,0.00014333333333333334,200000.0,0.079576,0.000777268326727861,3.062093023255814e-07,2.364285077378705,0.6338947819468136,4.188370863047307,7.577060815983273,0.009921557242034359,0.4597122278405535
71,3e-05,0.0001622222222222222,20000.0,0.079576,0.006867644804650279,2.70554794520548e-07,2.3351406219319464,6.4206550650419505,4.476078517839324,3.6906430501510026,0.21302736348518483,1.9246026007878012
72,3e-05,0.0001622222222222222,40000.0,0.079576,0.0034338224023251394,2.70554794520548e-07,2.524555289826383,2.9558492944631287,5.282875321077937,4.4456408831726675,0.06533741176393677,0.87643054125389
73,3e-05,0.0001622222222222222,60000.0,0.079576,0.0022892149348834267,2.70554794520548e-07,2.0210901699815733,2.4619351148281887,4.753633695795948,3.923825299609025,0.025808942605810504,0.4892344435306711
74,3e-05,0.0001622222222222222,80000.0,0.079576,0.0017169112011625697,2.70554794520548e-07,2.253136627227576,1.6577418611719952,4.761259718899508,4.780975672046738,0.021623261238966778,0.49649196629342035
75,3e-05,0.0001622222222222222,100000.0,0.079576,0.001373528960930056,2.70554794520548e-07,2.5636643376562986,1.166831893888215,3.8641804356756153,5.902580771019862,0.021341677874726444,0.582342237510108
76,3e-05,0.0001622222222222222,120000.0,0.079576,0.0011446074674417133,2.70554794520548e-07,2.5138023353653263,0.9928008902639226,3.8218539324986582,6.241469542431862,0.016870413233822792,0.5441603870605921
77,3e-05,0.0001622222222222222,140000.0,0.079576,0.00098109211495004,2.70554794520548e-07,2.44492566403446,0.8760003540460217,3.8009851636129333,6.511717216562819,0.013570850174841657,0.5060970981180692
78,3e-05,0.0001622222222222222,160000.0,0.079576,0.0008584556005812848,2.70554794520548e-07,2.454767409458235,0.7643593225855041,3.8146726606956456,6.980965749713706,0.011890645002988877,0.5028618946152383
79,3e-05,0.0001622222222222222,180000.0,0.079576,0.000763071644961142,2.70554794520548e-07,2.3626411040168223,0.7067965000161279,3.7819158628214598,7.145382743700155,0.009760560590891811,0.46269109384023205
80,3e-05,0.0001622222222222222,200000.0,0.079576,0.000686764480465028,2.70554794520548e-07,2.3587489184802566,0.6379515965264811,3.802646586347575,7.559318533945525,0.008725903835592672,0.4577522076653423
81,3e-05,0.0001811111111111111,20000.0,0.079576,0.006151387371036446,2.4233742331288344e-07,2.2450730148309916,6.6807930522741605,4.0307919834683705,3.5482929984800857,0.18510012954601274,1.892915965818295
82,3e-05,0.0001811111111111111,40000.0,0.079576,0.003075693685518223,2.4233742331288344e-07,2.4399934738431472,3.062740414136865,4.805836783784102,4.296730907698828,0.05561785608928485,0.8440993866565788
83,3e-05,0.0001811111111111111,60000.0,0.079576,0.002050462457012149,2.4233742331288344e-07,2.033074505169936,2.452300161000331,4.387812753375798,3.94709216731712,0.023341368036366335,0.49375579691481425
84,3e-05,0.0001811111111111111,80000.0,0.079576,0.0015378468427591115,2.4233742331288344e-07,2.1810485380096356,1.7167282669894328,4.40186867168028,4.628010513773406,0.018262029113414114,0.47150910738882157
85,3e-05,0.0001811111111111111,100000.0,0.079576,0.0012302774742072894,2.4233742331288344e-07,2.29138471332368,1.3092534287973585,4.394284689692002,5.2756841639564405,0.015456589552441058,0.4774914551473404
86,3e-05,0.0001811111111111111,120000.0,0.079576,0.0010252312285060745,2.4233742331288344e-07,2.2866497206011704,1.095046702742983,4.3615298638206,5.677476858286234,0.012595538704384015,0.45766253384558014
87,3e-05,0.0001811111111111111,140000.0,0.079576,0.0008787696244337782,2.4233742331288344e-07,2.4598736728324813,0.8739319868181296,3.668951511590018,6.551529145275117,0.012300450093580655,0.5121592243883721
88,3e-05,0.0001811111111111111,160000.0,0.079576,0.0007689234213795557,2.4233742331288344e-07,2.441190602787446,0.7718112252554655,3.623010677874051,6.942355483831051,0.010535515565894675,0.4977672161834445
89,3e-05,0.0001811111111111111,180000.0,0.079576,0.0006834874856707162,2.4233742331288344e-07,2.4761810583756674,0.6774724650774278,3.62628265671407,7.488763898466698,0.009587480527200204,0.5065796694918975
90,3e-05,0.0001811111111111111,200000.0,0.079576,0.0006151387371036447,2.4233742331288344e-07,2.527874685902688,0.5982479247220298,3.661699335306279,8.101332793380935,0.008959703907101556,0.5236687253385877
91,3e-05,0.0002,20000.0,0.079576,0.005570423008216337,2.1945e-07,2.259277826903446,6.642424032901359,3.6667603765001804,3.5707434198643586,0.16842038421943312,1.8996417585407825
92,3e-05,0.0002,40000.0,0.079576,0.0027852115041081685,2.1945e-07,2.4205264836914875,3.0925075559873294,4.393470587010676,4.262450316721361,0.049772102883281925,0.8378029083513193
93,3e-05,0.0002,60000.0,0.079576,0.0018568076694054458,2.1945e-07,2.4304859891307196,2.0560706598035257,4.520384952734888,4.718642718737945,0.028547811030467832,0.6356773758608539
94,3e-05,0.0002,80000.0,0.079576,0.0013926057520540843,2.1945e-07,2.4025460854363794,1.563105191227006,4.4804496571518175,5.098010589609162,0.01971844421131291,0.5528542849237755
95,3e-05,0.0002,100000.0,0.079576,0.0011140846016432675,2.1945e-07,2.327507136077526,1.2935442328761815,4.17102768502218,5.358852430104895,0.01441503070508712,0.4911960525442285
96,3e-05,0.0002,120000.0,0.079576,0.0009284038347027229,2.1945e-07,2.3209764060819236,1.083366645739114,4.120606754177275,5.762705899132687,0.011736351306325067,0.4705974054743707
97,3e-05,0.0002,140000.0,0.079576,0.0007957747154594768,2.1945e-07,2.4248693216724746,0.8907950568706485,4.08572130463795,6.458299956569601,0.01083258940878564,0.4988470955492021
98,3e-05,0.0002,160000.0,0.079576,0.0006963028760270421,2.1945e-07,2.422024625600972,0.7821080150453178,4.05678850630743,6.887850511269067,0.009394466978457633,0.49060430681476247
99,3e-05,0.0002,180000.0,0.079576,0.0006189358898018152,2.1945e-07,2.406546287087209,0.7012450060254372,4.0078263338179845,7.278166066963589,0.008208499712947985,0.4797471375881733
100,3e-05,0.0002,200000.0,0.079576,0.0005570423008216338,2.1945e-07,2.4145527294792837,0.630538780502123,3.9337318799128265,7.738158587435208,0.007411529133773229,0.47930409201416607
101,0.0002488888888888889,3e-05,20000.0,0.179228,0.03713615338810892,1.463e-06,2.3187370388852666,0.7793664459122551,2.806727944492568,3.664717515217386,0.45936063932715865,1.01240331529988
102,0.0002488888888888889,3e-05,40000.0,0.179228,0.01856807669405446,1.463e-06,2.317547877756741,0.38844187374972877,2.416986183026955,4.08110911081451,0.22565630227749356,0.9747427812335486
103,0.0002488888888888889,3e-05,60000.0,0.179228,0.012378717796036305,1.463e-06,2.3262444860141485,0.2578517298641398,2.3754192841150727,4.516264094927308,0.15109399345731786,0.9752505272544113
104,0.0002488888888888889,3e-05,80000.0,0.179228,0.00928403834702723,1.463e-06,2.3294616905404775,0.19310763278269988,2.3785491579851445,4.94293135039165,0.11351043592109973,0.9755836233272875
105,0.0002488888888888889,3e-05,100000.0,0.179228,0.007427230677621783,1.463e-06,2.3297790658866235,0.1544748799855762,2.382781865212157,5.364083321297362,0.09078753597421335,0.9747608780781281
106,0.0002488888888888889,3e-05,120000.0,0.179228,0.006189358898018153,1.463e-06,2.3338256130898594,0.12852085958826862,2.3813873143019526,5.79460893822855,0.07589847786739369,0.9775523934209684
107,0.0002488888888888889,3e-05,140000.0,0.179228,0.005305164769729845,1.463e-06,2.3321045286404187,0.11025792458505537,2.386656829220857,6.2112339173997455,0.06494933096167635,0.9757568977320146
108,0.0002488888888888889,3e-05,160000.0,0.179228,0.004642019173513615,1.463e-06,2.3293337367097973,0.09660532683920563,2.3840982064092406,6.6242524538047896,0.05668971557182248,0.9732107972062154
109,0.0002488888888888889,3e-05,180000.0,0.179228,0.004126239265345435,1.463e-06,2.3272515568558885,0.08596186180618383,2.376970407924967,7.0383534284304,0.050297155526786735,0.9713144911072021
110,0.0002488888888888889,3e-05,200000.0,0.179228,0.0037136153388108916,1.463e-06,2.3263088709060913,0.07740945437211272,2.366376328211964,7.455354669479841,0.04522841208913871,0.9704148276071032
111,0.0002488888888888889,4.888888888888889e-05,20000.0,0.179228,0.022788094124521378,8.9775e-07,2.4302614251391073,0.7438513471318259,1.7795086354195078,3.8409795772038557,0.3090361793243544,1.1073604801763026
112,0.0002488888888888889,4.888888888888889e-05,40000.0,0.179228,0.011394047062260689,8.9775e-07,2.320905884839529,0.38864091330650036,1.5195492212056163,4.087022426967017,0.13887022752414288,0.9775819750802369
113,0.0002488888888888889,4.888888888888889e-05,60000.0,0.179228,0.0075960313748404595,8.9775e-07,2.3600061773832226,0.254765265548746,1.4925886090740714,4.581810393018884,0.09542084524033925,1.0036327183435403
114,0.0002488888888888889,4.888888888888889e-05,80000.0,0.179228,0.005697023531130344,8.9775e-07,2.316712251183842,0.1946727680363827,1.482169792719338,4.915878060032018,0.06889482469282986,0.9649825138296908
115,0.0002488888888888889,4.888888888888889e-05,100000.0,0.179228,0.004557618824904276,8.9775e-07,2.3219240817587536,0.15542430803619997,1.486203667542546,5.345998005841354,0.05533583850390091,0.9682227259163652
116,0.0002488888888888889,4.888888888888889e-05,120000.0,0.179228,0.0037980156874202298,8.9775e-07,2.3232894433393456,0.1294782302195731,1.4822323022292851,5.768448893078395,0.04615475231544737,0.9687658136577628
117,0.0002488888888888889,4.888888888888889e-05,140000.0,0.179228,0.003255442017788769,8.9775e-07,2.3223190224473482,0.11105930303101605,1.4947322645862313,6.18517159162537,0.03952165925929202,0.9675998154510138
118,0.0002488888888888889,4.888888888888889e-05,160000.0,0.179228,0.002848511765565172,8.9775e-07,2.3259628223880915,0.09705258186613551,1.4935594772774246,6.61466611282015,0.03468629463122746,0.9704030542305683
119,0.0002488888888888889,4.888888888888889e-05,180000.0,0.179228,0.002532010458280153,8.9775e-07,2.3229576034868478,0.08640566050209024,1.4898506460427376,7.025367139377343,0.0307504066988319,0.9677396670539903
120,0.0002488888888888889,4.888888888888889e-05,200000.0,0.179228,0.002278809412452138,8.9775e-07,2.3272940979981893,0.07764295311274828,1.490235175321767,7.458512125264598,0.027777306355261617,0.9712399012662873
121,0.0002488888888888889,6.777777777777778e-05,20000.0,0.179228,0.01643731379473673,6.475573770491803e-07,2.171105287861022,0.8349878855648108,1.3582315876841287,3.431388485358588,0.17880899477451045,0.8939114625643726
122,0.0002488888888888889,6.777777777777778e-05,40000.0,0.179228,0.008218656897368365,6.475573770491803e-07,2.317201700201115,0.391841799819961,1.1810492286556185,4.080499505986156,0.09985098899978055,0.9746643560661599
123,0.0002488888888888889,6.777777777777778e-05,60000.0,0.179228,0.0054791045982455775,6.475573770491803e-07,2.3562851194981747,0.2576944081175019,1.1539446326705007,4.574586182398535,0.06861179954083496,1.0005948017803925
124,0.0002488888888888889,6.777777777777778e-05,80000.0,0.179228,0.0041093284486841825,6.475573770491803e-07,2.3152566842114912,0.19734668305493291,1.1504554538274512,4.9127894633620475,0.04963228988570669,0.963854239611459
125,0.0002488888888888889,6.777777777777778e-05,100000.0,0.179228,0.0032874627589473465,6.475573770491803e-07,2.317407201440794,0.1582612898937144,1.1545708628279003,5.335598340597285,0.03975937330471358,0.9645307687014153
126,0.0002488888888888889,6.777777777777778e-05,120000.0,0.179228,0.0027395522991227887,6.475573770491803e-07,2.3192176187892555,0.13222554989740734,1.1584070313315427,5.758339041339466,0.03317543161318526,0.9654308084751596
127,0.0002488888888888889,6.777777777777778e-05,140000.0,0.179228,0.0023481876849623905,6.475573770491803e-07,2.320055193388063,0.11367729980263364,1.1503891346531074,6.1791421998620315,0.028451900004320674,0.9657615755911713
128,0.0002488888888888889,6.777777777777778e-05,160000.0,0.179228,0.0020546642243420912,6.475573770491803e-07,2.33715627486868,0.09906372220047242,1.1460501608655786,6.646498500722546,0.02526092603668807,0.979797631860267
129,0.0002488888888888889,6.777777777777778e-05,180000.0,0.179228,0.0018263681994151923,6.475573770491803e-07,2.3201289523853945,0.08900887340146577,1.149129546467517,7.016812393278196,0.022126650653810906,0.9654209941461076
130,0.0002488888888888889,6.777777777777778e-05,200000.0,0.179228,0.0016437313794736732,6.475573770491803e-07,2.3284674397971643,0.08008876964952577,1.1468820631775682,7.462272451061953,0.02005629342411782,0.9722507195524769
131,0.0002488888888888889,8.666666666666667e-05,20000.0,0.179228,0.012854822326653085,5.064230769230769e-07,2.363857882210937,0.7740019374394135,1.258279710067438,3.736030105676741,0.16512045363268232,1.0514923975170904
132,0.0002488888888888889,8.666666666666667e-05,40000.0,0.179228,0.0064274111633265425,5.064230769230769e-07,2.2858703347543883,0.4052145757337104,1.2754938951764654,4.0253262246890875,0.07600292348079649,0.9493171061356368
133,0.0002488888888888889,8.666666666666667e-05,60000.0,0.179228,0.004284940775551029,5.064230769230769e-07,2.3536216403785173,0.26588054772072606,1.1087427667960639,4.569415197496468,0.05353700050816902,0.9986886052858901
134,0.0002488888888888889,8.666666666666667e-05,80000.0,0.179228,0.0032137055816632712,5.064230769230769e-07,2.3362803523520936,0.2035751637979871,1.1176662708852851,4.957400005262955,0.03952211668544619,0.9816418257838315
135,0.0002488888888888889,8.666666666666667e-05,100000.0,0.179228,0.0025709644653306176,5.064230769230769e-07,2.336090832338908,0.165032486673544,1.126975959476448,5.378615532377102,0.0315968126053586,0.9803245652751198
136,0.0002488888888888889,8.666666666666667e-05,120000.0,0.179228,0.0021424703877755144,5.064230769230769e-07,2.317667080553595,0.140435208195918,1.1091150537021262,5.75448924096491,0.025910230616144173,0.964319928212646
137,0.0002488888888888889,8.666666666666667e-05,140000.0,0.179228,0.0018364031895218695,5.064230769230769e-07,2.316320146508767,0.12199915538106633,1.120898373742989,6.169194425405589,0.022179292311168684,0.9628116936404532
138,0.0002488888888888889,8.666666666666667e-05,160000.0,0.179228,0.0016068527908316356,5.064230769230769e-07,2.3186370115568096,0.10800485102470432,1.1238355137690503,6.5938326789457165,0.019443611454461468,0.9644802830942643
139,0.0002488888888888889,8.666666666666667e-05,180000.0,0.179228,0.0014283135918503427,5.064230769230769e-07,2.318612350627807,0.09721650110518949,1.124006072369185,7.012225704250689,0.017281566696575885,0.9642819968576488
