No,L,C,fsw,average_current
3630,0.000302,3e-05,200000,2.324608161334922
3631,0.000302,3.6e-05,20000,2.39343532216755
3632,0.000302,3.6e-05,26206,2.314437878958022
3633,0.000302,3.6e-05,32413,2.315760842268622
3634,0.000302,3.6e-05,38620,2.3149353746682273
3635,0.000302,3.6e-05,44827,2.318143596732603
3636,0.000302,3.6e-05,51034,2.316178812761364
3637,0.000302,3.6e-05,57241,2.3138141917093176
3638,0.000302,3.6e-05,63448,2.318204708892712
3639,0.000302,3.6e-05,69655,2.3225033924743443
3640,0.000302,3.6e-05,75862,2.3198914075854593
3641,0.000302,3.6e-05,82068,2.3243314655617167
3642,0.000302,3.6e-05,88275,2.3237585539776022
3643,0.000302,3.6e-05,94482,2.3261456496055053
3644,0.000302,3.6e-05,100689,2.326177356539332
3645,0.000302,3.6e-05,106896,2.324457785831836
3646,0.000302,3.6e-05,113103,2.3245798416545456
3647,0.000302,3.6e-05,119310,2.327874319730042
3648,0.000302,3.6e-05,125517,2.3270257117114297
3649,0.000302,3.6e-05,131724,2.326030319600512
3650,0.000302,3.6e-05,137931,2.3266320926274924
3651,0.000302,3.6e-05,144137,2.3260064072719135
3652,0.000302,3.6e-05,150344,2.3255071104045166
3653,0.000302,3.6e-05,156551,2.328185314746202
3654,0.000302,3.6e-05,162758,2.3284492429285897
3655,0.000302,3.6e-05,168965,2.3280198286017533
3656,0.000302,3.6e-05,175172,2.327436295083779
3657,0.000302,3.6e-05,181379,2.3269403835871953
3658,0.000302,3.6e-05,187586,2.3265282181286087
3659,0.000302,3.6e-05,193793,2.3260505674375134
3660,0.000302,3.6e-05,200000,2.325564878011479
3661,0.000302,4.2e-05,20000,2.3188847715594556
3662,0.000302,4.2e-05,26206,2.3636540842103115
3663,0.000302,4.2e-05,32413,2.3158224192604524
3664,0.000302,4.2e-05,38620,2.319312547450954
3665,0.000302,4.2e-05,44827,2.3185089298316632
3666,0.000302,4.2e-05,51034,2.319784059135518
3667,0.000302,4.2e-05,57241,2.3171730523188936
3668,0.000302,4.2e-05,63448,2.314324944445869
3669,0.000302,4.2e-05,69655,2.315877374133246
3670,0.000302,4.2e-05,75862,2.3205616561600073
3671,0.000302,4.2e-05,82068,2.321107458470663
3672,0.000302,4.2e-05,88275,2.322164630232597
3673,0.000302,4.2e-05,94482,2.3223056186935183
3674,0.000302,4.2e-05,100689,2.3242833662708566
3675,0.000302,4.2e-05,106896,2.323210790500544
3676,0.000302,4.2e-05,113103,2.3244978340230156
3677,0.000302,4.2e-05,119310,2.3239268930140984
3678,0.000302,4.2e-05,125517,2.323790658839856
3679,0.000302,4.2e-05,131724,2.3243377823433673
3680,0.000302,4.2e-05,137931,2.3255960847666506
3681,0.000302,4.2e-05,144137,2.326086021638087
3682,0.000302,4.2e-05,150344,2.3255056113817725
3683,0.000302,4.2e-05,156551,2.324882661395416
3684,0.000302,4.2e-05,162758,2.3241765468032898
3685,0.000302,4.2e-05,168965,2.3253513972634385
3686,0.000302,4.2e-05,175172,2.3268367090433815
3687,0.000302,4.2e-05,181379,2.327279788036554
3688,0.000302,4.2e-05,187586,2.3269963123376143
3689,0.000302,4.2e-05,193793,2.3263986325605344
3690,0.000302,4.2e-05,200000,2.3259204198441212
3691,0.000302,4.8e-05,20000,2.3978682935154025
3692,0.000302,4.8e-05,26206,2.361062020574282
3693,0.000302,4.8e-05,32413,2.352347780400159
3694,0.000302,4.8e-05,38620,2.3584458349389252
3695,0.000302,4.8e-05,44827,2.359912761718277
3696,0.000302,4.8e-05,51034,2.33591622264381
3697,0.000302,4.8e-05,57241,2.3191958108648065
3698,0.000302,4.8e-05,63448,2.3142742453261227
3699,0.000302,4.8e-05,69655,2.3133232555291197
3700,0.000302,4.8e-05,75862,2.316800015541379
3701,0.000302,4.8e-05,82068,2.3170676614949897
3702,0.000302,4.8e-05,88275,2.3209245133556315
3703,0.000302,4.8e-05,94482,2.3199945492646434
3704,0.000302,4.8e-05,100689,2.3208511819496116
3705,0.000302,4.8e-05,106896,2.3201198007238024
3706,0.000302,4.8e-05,113103,2.3215448590124073
3707,0.000302,4.8e-05,119310,2.3224866301435965
3708,0.000302,4.8e-05,125517,2.3363641010518212
3709,0.000302,4.8e-05,131724,2.333338902954736
3710,0.000302,4.8e-05,137931,2.3224694343738848
3711,0.000302,4.8e-05,144137,2.3231692598383598
3712,0.000302,4.8e-05,150344,2.3243850152043763
3713,0.000302,4.8e-05,156551,2.3248149148409607
3714,0.000302,4.8e-05,162758,2.324157901353719
3715,0.000302,4.8e-05,168965,2.323614953805235
3716,0.000302,4.8e-05,175172,2.3221891049637
3717,0.000302,4.8e-05,181379,2.32220404460267
3718,0.000302,4.8e-05,187586,2.3245738462445167
3719,0.000302,4.8e-05,193793,2.3259956129711488
3720,0.000302,4.8e-05,200000,2.3254610143555126
3721,0.000302,5.3e-05,20000,2.3973268218381882
3722,0.000302,5.3e-05,26206,2.351642132513839
3723,0.000302,5.3e-05,32413,2.367922659011909
3724,0.000302,5.3e-05,38620,2.3636783913311845
3725,0.000302,5.3e-05,44827,2.3197654848955165
3726,0.000302,5.3e-05,51034,2.364017410555428
3727,0.000302,5.3e-05,57241,2.358210370379138
3728,0.000302,5.3e-05,63448,2.3190563142288956
3729,0.000302,5.3e-05,69655,2.313241834141969
3730,0.000302,5.3e-05,75862,2.3156358182774195
3731,0.000302,5.3e-05,82068,2.317514533074794
3732,0.000302,5.3e-05,88275,2.3162989842492934
3733,0.000302,5.3e-05,94482,2.3196312797572407
3734,0.000302,5.3e-05,100689,2.319683524552876
3735,0.000302,5.3e-05,106896,2.320677978725612
3736,0.000302,5.3e-05,113103,2.320649912653811
3737,0.000302,5.3e-05,119310,2.320175072618178
3738,0.000302,5.3e-05,125517,2.3188027213970033
3739,0.000302,5.3e-05,131724,2.334627694445457
3740,0.000302,5.3e-05,137931,2.3357983878524706
3741,0.000302,5.3e-05,144137,2.3365718090829706
3742,0.000302,5.3e-05,150344,2.3362778596078635
3743,0.000302,5.3e-05,156551,2.3228591551197137
3744,0.000302,5.3e-05,162758,2.3228388266810267
3745,0.000302,5.3e-05,168965,2.3233259263107735
3746,0.000302,5.3e-05,175172,2.322874247541345
3747,0.000302,5.3e-05,181379,2.322474296841521
3748,0.000302,5.3e-05,187586,2.3212917844871446
3749,0.000302,5.3e-05,193793,2.32214488270616
3750,0.000302,5.3e-05,200000,2.3228833110832148
3751,0.000302,5.9e-05,20000,2.397517872625351
3752,0.000302,5.9e-05,26206,2.382217063643037
3753,0.000302,5.9e-05,32413,2.3688280212961503
3754,0.000302,5.9e-05,38620,2.3707554010412673
3755,0.000302,5.9e-05,44827,2.368006311742911
3756,0.000302,5.9e-05,51034,2.3568971794659435
3757,0.000302,5.9e-05,57241,2.345543826293814
3758,0.000302,5.9e-05,63448,2.317995091504836
3759,0.000302,5.9e-05,69655,2.3153008134302153
3760,0.000302,5.9e-05,75862,2.317890083230746
3761,0.000302,5.9e-05,82068,2.3157178760112536
3762,0.000302,5.9e-05,88275,2.3167004443818575
3763,0.000302,5.9e-05,94482,2.316540142525829
3764,0.000302,5.9e-05,100689,2.3170070209898395
3765,0.000302,5.9e-05,106896,2.319693057301452
3766,0.000302,5.9e-05,113103,2.3191726142756504
3767,0.000302,5.9e-05,119310,2.3199955255169113
3768,0.000302,5.9e-05,125517,2.319308979771006
3769,0.000302,5.9e-05,131724,2.3191282034963465
3770,0.000302,5.9e-05,137931,2.319099566104431
3771,0.000302,5.9e-05,144137,2.336595048747273
3772,0.000302,5.9e-05,150344,2.3193817939999635
3773,0.000302,5.9e-05,156551,2.3322046338062044
3774,0.000302,5.9e-05,162758,2.3307215788348365
3775,0.000302,5.9e-05,168965,2.330764352434478
3776,0.000302,5.9e-05,175172,2.321598001166729
3777,0.000302,5.9e-05,181379,2.3221273001419145
3778,0.000302,5.9e-05,187586,2.321831862621377
3779,0.000302,5.9e-05,193793,2.3206300537084235
3780,0.000302,5.9e-05,200000,2.320257877836664
3781,0.000302,6.5e-05,20000,2.1860005610376647
3782,0.000302,6.5e-05,26206,2.3783391313430737
3783,0.000302,6.5e-05,32413,2.373058114337177
3784,0.000302,6.5e-05,38620,2.317138368658808
3785,0.000302,6.5e-05,44827,2.368385144586517
3786,0.000302,6.5e-05,51034,2.348275555626215
3787,0.000302,6.5e-05,57241,2.3492087603196588
3788,0.000302,6.5e-05,63448,2.342794222628739
3789,0.000302,6.5e-05,69655,2.3397794570349544
3790,0.000302,6.5e-05,75862,2.315644025343544
3791,0.000302,6.5e-05,82068,2.3164070276273754
3792,0.000302,6.5e-05,88275,2.3161782917563127
3793,0.000302,6.5e-05,94482,2.318017550205531
3794,0.000302,6.5e-05,100689,2.3179920607120557
3795,0.000302,6.5e-05,106896,2.317138065286548
3796,0.000302,6.5e-05,113103,2.3185240326982766
3797,0.000302,6.5e-05,119310,2.3195210158383364
3798,0.000302,6.5e-05,125517,2.3188281218099496
3799,0.000302,6.5e-05,131724,2.3186646408582683
3800,0.000302,6.5e-05,137931,2.3189163467885576
3801,0.000302,6.5e-05,144137,2.3179540552636637
3802,0.000302,6.5e-05,150344,2.3350193401442536
3803,0.000302,6.5e-05,156551,2.3336763365775104
3804,0.000302,6.5e-05,162758,2.318651946865878
3805,0.000302,6.5e-05,168965,2.330036685956974
3806,0.000302,6.5e-05,175172,2.328404519103681
3807,0.000302,6.5e-05,181379,2.3284614339074454
3808,0.000302,6.5e-05,187586,2.326969387400695
3809,0.000302,6.5e-05,193793,2.3264948158723344
3810,0.000302,6.5e-05,200000,2.3201324098501237
3811,0.000302,7.1e-05,20000,2.178021299342228
3812,0.000302,7.1e-05,26206,2.23101715985697
3813,0.000302,7.1e-05,32413,2.3783564923138774
3814,0.000302,7.1e-05,38620,2.375182066754609
3815,0.000302,7.1e-05,44827,2.355584591544741
3816,0.000302,7.1e-05,51034,2.3519807619211672
3817,0.000302,7.1e-05,57241,2.3496780774099553
3818,0.000302,7.1e-05,63448,2.3433579309275747
3819,0.000302,7.1e-05,69655,2.333384441704609
3820,0.000302,7.1e-05,75862,2.3319052884203413
3821,0.000302,7.1e-05,82068,2.3166422903132218
3822,0.000302,7.1e-05,88275,2.3164260957489216
3823,0.000302,7.1e-05,94482,2.3167189461080073
3824,0.000302,7.1e-05,100689,2.317682189196828
3825,0.000302,7.1e-05,106896,2.3181947439752832
3826,0.000302,7.1e-05,113103,2.3171787659613217
3827,0.000302,7.1e-05,119310,2.3175560945493134
3828,0.000302,7.1e-05,125517,2.3179279997041435
3829,0.000302,7.1e-05,131724,2.3178658879540843
3830,0.000302,7.1e-05,137931,2.3198601877729774
3831,0.000302,7.1e-05,144137,2.319312619642985
3832,0.000302,7.1e-05,150344,2.318759664801637
3833,0.000302,7.1e-05,156551,2.320485685162305
3834,0.000302,7.1e-05,162758,2.3309222241344805
3835,0.000302,7.1e-05,168965,2.3285098773066366
3836,0.000302,7.1e-05,175172,2.327959405614809
3837,0.000302,7.1e-05,181379,2.3274689715955623
3838,0.000302,7.1e-05,187586,2.3271058822538526
3839,0.000302,7.1e-05,193793,2.326397136190501
3840,0.000302,7.1e-05,200000,2.325942816381608
3841,0.000302,7.7e-05,20000,2.1791378415651868
3842,0.000302,7.7e-05,26206,2.227299356609714
3843,0.000302,7.7e-05,32413,2.2662478723733033
3844,0.000302,7.7e-05,38620,2.3765277551612445
3845,0.000302,7.7e-05,44827,2.3536447217854617
3846,0.000302,7.7e-05,51034,2.3551327266294724
3847,0.000302,7.7e-05,57241,2.3500375833018605
3848,0.000302,7.7e-05,63448,2.34208841425835
3849,0.000302,7.7e-05,69655,2.33277995499963
3850,0.000302,7.7e-05,75862,2.3330583888098717
3851,0.000302,7.7e-05,82068,2.3357640063190854
3852,0.000302,7.7e-05,88275,2.3338222070420613
3853,0.000302,7.7e-05,94482,2.3178214058018876
3854,0.000302,7.7e-05,100689,2.3182956828771317
3855,0.000302,7.7e-05,106896,2.317446663831872
3856,0.000302,7.7e-05,113103,2.318702976891017
3857,0.000302,7.7e-05,119310,2.3173762291879787
3858,0.000302,7.7e-05,125517,2.3177692147191085
3859,0.000302,7.7e-05,131724,2.318014554449794
3860,0.000302,7.7e-05,137931,2.3185231804190205
3861,0.000302,7.7e-05,144137,2.3197362978333835
3862,0.000302,7.7e-05,150344,2.320638648647411
3863,0.000302,7.7e-05,156551,2.320619601251451
3864,0.000302,7.7e-05,162758,2.3192651971523675
3865,0.000302,7.7e-05,168965,2.3299316164036954
3866,0.000302,7.7e-05,175172,2.3285811836624126
3867,0.000302,7.7e-05,181379,2.3279192542095384
3868,0.000302,7.7e-05,187586,2.3196420529833777
3869,0.000302,7.7e-05,193793,2.3209898143884233
3870,0.000302,7.7e-05,200000,2.326221898331496
3871,0.000302,8.3e-05,20000,2.3460333206493584
3872,0.000302,8.3e-05,26206,2.2301494969622846
3873,0.000302,8.3e-05,32413,2.258381885799324
3874,0.000302,8.3e-05,38620,2.292601712000711
3875,0.000302,8.3e-05,44827,2.3021496113653743
3876,0.000302,8.3e-05,51034,2.356884713379125
3877,0.000302,8.3e-05,57241,2.3485797759043168
3878,0.000302,8.3e-05,63448,2.3404585247277603
3879,0.000302,8.3e-05,69655,2.333884898619216
3880,0.000302,8.3e-05,75862,2.333953248598088
3881,0.000302,8.3e-05,82068,2.334621327960791
3882,0.000302,8.3e-05,88275,2.3346957734635434
3883,0.000302,8.3e-05,94482,2.33421537448311
3884,0.000302,8.3e-05,100689,2.3368080898934376
3885,0.000302,8.3e-05,106896,2.3399845424757486
3886,0.000302,8.3e-05,113103,2.319307217807847
3887,0.000302,8.3e-05,119310,2.3184102493184757
3888,0.000302,8.3e-05,125517,2.317124526571069
3889,0.000302,8.3e-05,131724,2.317213235471601
3890,0.000302,8.3e-05,137931,2.3175769453815906
3891,0.000302,8.3e-05,144137,2.317972051301904
3892,0.000302,8.3e-05,150344,2.3320982544144737
3893,0.000302,8.3e-05,156551,2.3200395179666664
3894,0.000302,8.3e-05,162758,2.3304417986883377
3895,0.000302,8.3e-05,168965,2.329722044684038
3896,0.000302,8.3e-05,175172,2.3290583012130277
3897,0.000302,8.3e-05,181379,2.3277571844203355
3898,0.000302,8.3e-05,187586,2.3272866387052216
3899,0.000302,8.3e-05,193793,2.3267949794959577
3900,0.000302,8.3e-05,200000,2.319659522311157
3901,0.000302,8.9e-05,20000,2.346079963147347
3902,0.000302,8.9e-05,26206,2.2888368645814317
3903,0.000302,8.9e-05,32413,2.2600910611916643
3904,0.000302,8.9e-05,38620,2.285439064332817
3905,0.000302,8.9e-05,44827,2.2958804248322044
3906,0.000302,8.9e-05,51034,2.3056363928518224
3907,0.000302,8.9e-05,57241,2.316805089968895
3908,0.000302,8.9e-05,63448,2.3449451720636523
3909,0.000302,8.9e-05,69655,2.333907188352162
3910,0.000302,8.9e-05,75862,2.3337231827241958
3911,0.000302,8.9e-05,82068,2.3342134983196794
3912,0.000302,8.9e-05,88275,2.334781240769989
3913,0.000302,8.9e-05,94482,2.3329807799196165
3914,0.000302,8.9e-05,100689,2.3429163368947328
3915,0.000302,8.9e-05,106896,2.346128306791585
3916,0.000302,8.9e-05,113103,2.3427376617023974
3917,0.000302,8.9e-05,119310,2.318575796691664
3918,0.000302,8.9e-05,125517,2.340607568836756
3919,0.000302,8.9e-05,131724,2.3155709689771453
3920,0.000302,8.9e-05,137931,2.3367519069422378
3921,0.000302,8.9e-05,144137,2.335397356861129
3922,0.000302,8.9e-05,150344,2.333693737606762
3923,0.000302,8.9e-05,156551,2.3292802315124845
3924,0.000302,8.9e-05,162758,2.3180035706181465
3925,0.000302,8.9e-05,168965,2.318995621131204
3926,0.000302,8.9e-05,175172,2.3277308360994016
3927,0.000302,8.9e-05,181379,2.3271073399754463
3928,0.000302,8.9e-05,187586,2.326201060523296
3929,0.000302,8.9e-05,193793,2.3255990723573867
3930,0.000302,8.9e-05,200000,2.3250240417393524
3931,0.000302,9.4e-05,20000,2.3318919067739903
3932,0.000302,9.4e-05,26206,2.319085610975375
3933,0.000302,9.4e-05,32413,2.322389417487515
3934,0.000302,9.4e-05,38620,2.278546895295774
3935,0.000302,9.4e-05,44827,2.2912821964185914
3936,0.000302,9.4e-05,51034,2.300623583427551
3937,0.000302,9.4e-05,57241,2.2993791385985993
3938,0.000302,9.4e-05,63448,2.2931076074480217
3939,0.000302,9.4e-05,69655,2.2985356727918944
3940,0.000302,9.4e-05,75862,2.3328341201975173
3941,0.000302,9.4e-05,82068,2.335777201576302
3942,0.000302,9.4e-05,88275,2.335801675199806
3943,0.000302,9.4e-05,94482,2.3474684556176486
3944,0.000302,9.4e-05,100689,2.3491688742355543
3945,0.000302,9.4e-05,106896,2.3477876697020075
3946,0.000302,9.4e-05,113103,2.3449464585830246
3947,0.000302,9.4e-05,119310,2.315924749306894
3948,0.000302,9.4e-05,125517,2.316256538872504
3949,0.000302,9.4e-05,131724,2.3151261488521917
3950,0.000302,9.4e-05,137931,2.313118061707461
3951,0.000302,9.4e-05,144137,2.333708362161656
3952,0.000302,9.4e-05,150344,2.3323447157186505
3953,0.000302,9.4e-05,156551,2.330635693529637
3954,0.000302,9.4e-05,162758,2.314816958344159
3955,0.000302,9.4e-05,168965,2.315698004314975
3956,0.000302,9.4e-05,175172,2.31722801797872
3957,0.000302,9.4e-05,181379,2.3249272892005037
3958,0.000302,9.4e-05,187586,2.3244382460877193
3959,0.000302,9.4e-05,193793,2.3238238364395123
3960,0.000302,9.4e-05,200000,2.3231311263837653
3961,0.000302,0.0001,20000,2.3236472534193107
3962,0.000302,0.0001,26206,2.3241115302684894
3963,0.000302,0.0001,32413,2.3259730181787743
3964,0.000302,0.0001,38620,2.324936234104593
3965,0.000302,0.0001,44827,2.3145423835000085
3966,0.000302,0.0001,51034,2.3066599746416845
3967,0.000302,0.0001,57241,2.299746964424122
3968,0.000302,0.0001,63448,2.297492914193729
3969,0.000302,0.0001,69655,2.3184681981615043
3970,0.000302,0.0001,75862,2.325408264123167
3971,0.000302,0.0001,82068,2.324479031771989
3972,0.000302,0.0001,88275,2.320371908073821
3973,0.000302,0.0001,94482,2.3211090513869763
3974,0.000302,0.0001,100689,2.3351279782920513
3975,0.000302,0.0001,106896,2.344482192900249
3976,0.000302,0.0001,113103,2.3411911513249333
3977,0.000302,0.0001,119310,2.338971172043227
3978,0.000302,0.0001,125517,2.336156082274765
3979,0.000302,0.0001,131724,2.314028368219149
3980,0.000302,0.0001,137931,2.3124302446940574
3981,0.000302,0.0001,144137,2.3105037775249198
3982,0.000302,0.0001,150344,2.3100358990145033
3983,0.000302,0.0001,156551,2.311199423866702
3984,0.000302,0.0001,162758,2.3266407809125953
3985,0.000302,0.0001,168965,2.3231123781106007
3986,0.000302,0.0001,175172,2.3124274911457903
3987,0.000302,0.0001,181379,2.3128327944852543
3988,0.000302,0.0001,187586,2.314119895362599
3989,0.000302,0.0001,193793,2.320723009638765
3990,0.000302,0.0001,200000,2.3202585920545733
3991,0.000302,0.000106,20000,2.3059914752420987
3992,0.000302,0.000106,26206,2.3166710116378044
3993,0.000302,0.000106,32413,2.3172028427593876
3994,0.000302,0.000106,38620,2.319198511281219
3995,0.000302,0.000106,44827,2.311900105714748
3996,0.000302,0.000106,51034,2.3158742332852107
3997,0.000302,0.000106,57241,2.316826635346051
3998,0.000302,0.000106,63448,2.3169333942633727
3999,0.000302,0.000106,69655,2.316176010454536
4000,0.000302,0.000106,75862,2.3174555591699457
4001,0.000302,0.000106,82068,2.3178254842451205
4002,0.000302,0.000106,88275,2.3176489630343853
4003,0.000302,0.000106,94482,2.3174606275484937
4004,0.000302,0.000106,100689,2.310270215508022
4005,0.000302,0.000106,106896,2.3172228447938177
4006,0.000302,0.000106,113103,2.316305117839878
4007,0.000302,0.000106,119310,2.3155564118901317
4008,0.000302,0.000106,125517,2.314364613025175
4009,0.000302,0.000106,131724,2.3141235511735037
4010,0.000302,0.000106,137931,2.310237764532426
4011,0.000302,0.000106,144137,2.309669849156905
4012,0.000302,0.000106,150344,2.3084943095990322
4013,0.000302,0.000106,156551,2.320579248090941
4014,0.000302,0.000106,162758,2.3185592981857845
4015,0.000302,0.000106,168965,2.3175814972059197
4016,0.000302,0.000106,175172,2.316845230971379
4017,0.000302,0.000106,181379,2.3095053255132014
4018,0.000302,0.000106,187586,2.3097302761208103
4019,0.000302,0.000106,193793,2.3112366731096423
4020,0.000302,0.000106,200000,2.3112905753524013
4021,0.000302,0.000112,20000,2.30025182285311
4022,0.000302,0.000112,26206,2.3050850801723572
4023,0.000302,0.000112,32413,2.3129260994528344
4024,0.000302,0.000112,38620,2.318749629706866
4025,0.000302,0.000112,44827,2.3144436607316545
4026,0.000302,0.000112,51034,2.3048510214520865
4027,0.000302,0.000112,57241,2.3104729353164233
4028,0.000302,0.000112,63448,2.311959182499692
4029,0.000302,0.000112,69655,2.31396620112119
4030,0.000302,0.000112,75862,2.3152047435769525
4031,0.000302,0.000112,82068,2.316023093283461
4032,0.000302,0.000112,88275,2.3161674088734
4033,0.000302,0.000112,94482,2.316185958645338
4034,0.000302,0.000112,100689,2.3161044524493772
4035,0.000302,0.000112,106896,2.316220080268563
4036,0.000302,0.000112,113103,2.315039931643851
4037,0.000302,0.000112,119310,2.313825251807814
4038,0.000302,0.000112,125517,2.3133126391481595
4039,0.000302,0.000112,131724,2.3132612432580126
4040,0.000302,0.000112,137931,2.312979045678084
4041,0.000302,0.000112,144137,2.3097910517451967
4042,0.000302,0.000112,150344,2.3082320588211576
4043,0.000302,0.000112,156551,2.3087278674763394
4044,0.000302,0.000112,162758,2.312388604645146
4045,0.000302,0.000112,168965,2.3126266378704097
4046,0.000302,0.000112,175172,2.3128061770692128
4047,0.000302,0.000112,181379,2.312876799296497
4048,0.000302,0.000112,187586,2.308502481731509
4049,0.000302,0.000112,193793,2.312904231097346
4050,0.000302,0.000112,200000,2.3098686167641422
4051,0.000302,0.000118,20000,2.30295136632465
4052,0.000302,0.000118,26206,2.3023507600262807
4053,0.000302,0.000118,32413,2.311242596522163
4054,0.000302,0.000118,38620,2.3137987047576503
4055,0.000302,0.000118,44827,2.3163549078547447
4056,0.000302,0.000118,51034,2.3097154897695553
4057,0.000302,0.000118,57241,2.3074279634345456
4058,0.000302,0.000118,63448,2.311473614841072
4059,0.000302,0.000118,69655,2.313861777510317
4060,0.000302,0.000118,75862,2.315755351150822
4061,0.000302,0.000118,82068,2.3168713693139575
4062,0.000302,0.000118,88275,2.3172664301220145
4063,0.000302,0.000118,94482,2.3175133463697972
4064,0.000302,0.000118,100689,2.3175714590420946
4065,0.000302,0.000118,106896,2.3119526396001557
4066,0.000302,0.000118,113103,2.3160737629870654
4067,0.000302,0.000118,119310,2.3152165921540426
4068,0.000302,0.000118,125517,2.3152276332697985
4069,0.000302,0.000118,131724,2.3149349883748243
4070,0.000302,0.000118,137931,2.314940542408067
4071,0.000302,0.000118,144137,2.312227335626012
4072,0.000302,0.000118,150344,2.312365616403318
4073,0.000302,0.000118,156551,2.311046824473237
4074,0.000302,0.000118,162758,2.315056985975857
4075,0.000302,0.000118,168965,2.3108452573019935
4076,0.000302,0.000118,175172,2.3148286299504406
4077,0.000302,0.000118,181379,2.315124893908931
4078,0.000302,0.000118,187586,2.3151913845209164
4079,0.000302,0.000118,193793,2.3149084851620345
4080,0.000302,0.000118,200000,2.311333483333441
4081,0.000302,0.000124,20000,2.3033996599795015
4082,0.000302,0.000124,26206,2.3077664154336612
4083,0.000302,0.000124,32413,2.3127246167075124
4084,0.000302,0.000124,38620,2.3173783017931964
4085,0.000302,0.000124,44827,2.3203115445961515
4086,0.000302,0.000124,51034,2.3214442100108443
4087,0.000302,0.000124,57241,2.3157022312516986
4088,0.000302,0.000124,63448,2.3140781369826415
4089,0.000302,0.000124,69655,2.318175767278702
4090,0.000302,0.000124,75862,2.319368303032688
4091,0.000302,0.000124,82068,2.3210969293789696
4092,0.000302,0.000124,88275,2.3218647465742435
4093,0.000302,0.000124,94482,2.322378124472567
4094,0.000302,0.000124,100689,2.3225058995061474
4095,0.000302,0.000124,106896,2.3221038857412095
4096,0.000302,0.000124,113103,2.3175229157634254
4097,0.000302,0.000124,119310,2.32059022347173
4098,0.000302,0.000124,125517,2.320431599684025
4099,0.000302,0.000124,131724,2.3201707006595513
4100,0.000302,0.000124,137931,2.3201700614348297
4101,0.000302,0.000124,144137,2.3207705152296447
4102,0.000302,0.000124,150344,2.3182644061729003
4103,0.000302,0.000124,156551,2.320868309979066
4104,0.000302,0.000124,162758,2.3206950206601973
4105,0.000302,0.000124,168965,2.320765852597347
4106,0.000302,0.000124,175172,2.316831589062576
4107,0.000302,0.000124,181379,2.32081724779358
4108,0.000302,0.000124,187586,2.3204549024875027
4109,0.000302,0.000124,193793,2.320253161109811
4110,0.000302,0.000124,200000,2.3199058746929913
4111,0.000302,0.00013,20000,2.308785314500522
4112,0.000302,0.00013,26206,2.315200931255019
4113,0.000302,0.00013,32413,2.3182407417255337
4114,0.000302,0.00013,38620,2.323810486880994
4115,0.000302,0.00013,44827,2.3270465392298267
4116,0.000302,0.00013,51034,2.3291522584871562
4117,0.000302,0.00013,57241,2.3296484706042198
4118,0.000302,0.00013,63448,2.3245417813400024
4119,0.000302,0.00013,69655,2.324257015001712
4120,0.000302,0.00013,75862,2.3264793450619
4121,0.000302,0.00013,82068,2.3278210116750917
4122,0.000302,0.00013,88275,2.3291636415853727
4123,0.000302,0.00013,94482,2.329962910057336
4124,0.000302,0.00013,100689,2.329740798524599
4125,0.000302,0.00013,106896,2.329387984097781
4126,0.000302,0.00013,113103,2.3272356117810515
4127,0.000302,0.00013,119310,2.3287816928056913
4128,0.000302,0.00013,125517,2.3288251279918875
4129,0.000302,0.00013,131724,2.328599772213801
4130,0.000302,0.00013,137931,2.3259031091985527
4131,0.000302,0.00013,144137,2.3292459561540557
4132,0.000302,0.00013,150344,2.329512278340964
4133,0.000302,0.00013,156551,2.34957953707907
4134,0.000302,0.00013,162758,2.326712689181839
4135,0.000302,0.00013,168965,2.3256391262870646
4136,0.000302,0.00013,175172,2.326557923225899
4137,0.000302,0.00013,181379,2.3291174601937965
4138,0.000302,0.00013,187586,2.328831290993484
4139,0.000302,0.00013,193793,2.328615584841161
4140,0.000302,0.00013,200000,2.328303816848037
4141,0.000302,0.000136,20000,2.3211908427541577
4142,0.000302,0.000136,26206,2.3222690129708243
4143,0.000302,0.000136,32413,2.325369837418777
4144,0.000302,0.000136,38620,2.3308140810262
4145,0.000302,0.000136,44827,2.335217919244935
4146,0.000302,0.000136,51034,2.3377013891307086
4147,0.000302,0.000136,57241,2.3386061526636976
4148,0.000302,0.000136,63448,2.339984515280469
4149,0.000302,0.000136,69655,2.337794892029607
4150,0.000302,0.000136,75862,2.3357735888208984
4151,0.000302,0.000136,82068,2.3352642713394296
4152,0.000302,0.000136,88275,2.3380841110440387
4153,0.000302,0.000136,94482,2.338180678309948
4154,0.000302,0.000136,100689,2.3380067458181015
4155,0.000302,0.000136,106896,2.3385354649181704
4156,0.000302,0.000136,113103,2.33825444306685
4157,0.000302,0.000136,119310,2.338531202742937
4158,0.000302,0.000136,125517,2.3385728343153045
4159,0.000302,0.000136,131724,2.338619047383017
4160,0.000302,0.000136,137931,2.338515162850725
4161,0.000302,0.000136,144137,2.3391518315048225
4162,0.000302,0.000136,150344,2.3396163317981866
4163,0.000302,0.000136,156551,2.358358017496428
4164,0.000302,0.000136,162758,2.336851285052264
4165,0.000302,0.000136,168965,2.3394429808423
4166,0.000302,0.000136,175172,2.3393586166565794
4167,0.000302,0.000136,181379,2.3367987772058267
4168,0.000302,0.000136,187586,2.3389141665454942
4169,0.000302,0.000136,193793,2.3365383282481793
4170,0.000302,0.000136,200000,2.3383698013167886
4171,0.000302,0.000141,20000,2.335935015531213
