Combination,Capacitance,Total Volume
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.00047, 0.00068]",0.000220539,3.478e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.00047, 0.00082]",0.000221922,3.871e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.00047, 0.001]",0.000223175,4.362e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.00068, 0.00082]",0.000225802,4.436e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.00068, 0.001]",0.000227189,4.927e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.00082, 0.001]",0.000228836,5.32e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0022, 0.00033, 0.00047]",0.000325173,2.896e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0022, 0.00033, 0.00068]",0.000348799,3.462e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0022, 0.00033, 0.00082]",0.000359569,3.855e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0022, 0.00033, 0.001]",0.000369973,4.345e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0022, 0.00047, 0.00068]",0.000393743,3.713e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0022, 0.00047, 0.00082]",0.000410039,4.106e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0022, 0.00047, 0.001]",0.000426158,4.597e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0022, 0.00068, 0.00082]",0.000465001,4.671e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0022, 0.00068, 0.001]",0.000488865,5.162e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0022, 0.00082, 0.001]",0.000520964,5.555e-06
"parallel:[4.7e-05, 0.0001] and series:[0.00033, 0.00047, 0.00068]",0.000297863,3.889e-06
"parallel:[4.7e-05, 0.0001] and series:[0.00033, 0.00047, 0.00082]",0.000303802,4.282e-06
"parallel:[4.7e-05, 0.0001] and series:[0.00033, 0.00047, 0.001]",0.000309391,4.773e-06
"parallel:[4.7e-05, 0.0001] and series:[0.00033, 0.00068, 0.00082]",0.000321813,4.847e-06
"parallel:[4.7e-05, 0.0001] and series:[0.00033, 0.00068, 0.001]",0.000328789,5.338e-06
"parallel:[4.7e-05, 0.0001] and series:[0.00033, 0.00082, 0.001]",0.000337483,5.731e-06
"parallel:[4.7e-05, 0.0001] and series:[0.00047, 0.00068, 0.00082]",0.000354565,5.099e-06
"parallel:[4.7e-05, 0.0001] and series:[0.00047, 0.00068, 0.001]",0.000364474,5.589e-06
"parallel:[4.7e-05, 0.0001] and series:[0.00047, 0.00082, 0.001]",0.000377035,5.982e-06
"parallel:[4.7e-05, 0.0001] and series:[0.00068, 0.00082, 0.001]",0.000417995,6.548e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.0022, 0.00033]",0.000175768,2.45e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.0022, 0.00047]",0.000176534,2.701e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.0022, 0.00068]",0.000177119,3.267e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.0022, 0.00082]",0.000177348,3.659e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.0022, 0.001]",0.000177552,4.15e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.00033, 0.00047]",0.000174446,2.877e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.00033, 0.00068]",0.000174951,3.443e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.00033, 0.00082]",0.000175148,3.835e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.00033, 0.001]",0.000175323,4.326e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.00047, 0.00068]",0.000175674,3.694e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.00047, 0.00082]",0.000175882,4.087e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.00047, 0.001]",0.000176066,4.578e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.00068, 0.00082]",0.000176441,4.652e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.00068, 0.001]",0.000176632,5.143e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.00082, 0.001]",0.000176854,5.536e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0022, 0.00033, 0.00047]",0.00018419,3.112e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0022, 0.00033, 0.00068]",0.000185121,3.678e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0022, 0.00033, 0.00082]",0.00018549,4.071e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0022, 0.00033, 0.001]",0.000185818,4.561e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0022, 0.00047, 0.00068]",0.00018648,3.929e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0022, 0.00047, 0.00082]",0.000186875,4.322e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0022, 0.00047, 0.001]",0.000187227,4.813e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0022, 0.00068, 0.00082]",0.000187948,4.887e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0022, 0.00068, 0.001]",0.000188319,5.378e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0022, 0.00082, 0.001]",0.000188753,5.771e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.00033, 0.00047, 0.00068]",0.000182836,4.105e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.00033, 0.00047, 0.00082]",0.000183161,4.498e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.00033, 0.00047, 0.001]",0.00018345,4.989e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.00033, 0.00068, 0.00082]",0.000184041,5.063e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.00033, 0.00068, 0.001]",0.000184345,5.554e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.00033, 0.00082, 0.001]",0.000184698,5.947e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.00047, 0.00068, 0.00082]",0.000185322,5.315e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.00047, 0.00068, 0.001]",0.000185648,5.805e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.00047, 0.00082, 0.001]",0.000186026,6.198e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.00068, 0.00082, 0.001]",0.000187053,6.764e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.0022, 0.00033, 0.00047]",0.000211051,3.239e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.0022, 0.00033, 0.00068]",0.000213865,3.805e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.0022, 0.00033, 0.00082]",0.000215007,4.197e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.0022, 0.00033, 0.001]",0.000216038,4.688e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.0022, 0.00047, 0.00068]",0.00021816,4.056e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.0022, 0.00047, 0.00082]",0.000219455,4.449e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.0022, 0.00047, 0.001]",0.000220626,4.94e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.0022, 0.00068, 0.00082]",0.000223077,5.014e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.0022, 0.00068, 0.001]",0.000224369,5.505e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.0022, 0.00082, 0.001]",0.000225901,5.898e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.00033, 0.00047, 0.00068]",0.000207138,4.232e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.00033, 0.00047, 0.00082]",0.000208059,4.625e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.00033, 0.00047, 0.001]",0.000208889,5.116e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.00033, 0.00068, 0.00082]",0.000210612,5.19e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.00033, 0.00068, 0.001]",0.000211512,5.681e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.00033, 0.00082, 0.001]",0.000212575,6.074e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.00047, 0.00068, 0.00082]",0.000214487,5.441e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.00047, 0.00068, 0.001]",0.000215501,5.932e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.00047, 0.00082, 0.001]",0.0002167,6.325e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.00068, 0.00082, 0.001]",0.000220045,6.891e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0022, 0.00033, 0.00047, 0.00068]",0.000288181,4.467e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0022, 0.00033, 0.00047, 0.00082]",0.00029337,4.86e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0022, 0.00033, 0.00047, 0.001]",0.000298229,5.351e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0022, 0.00033, 0.00068, 0.00082]",0.000308945,5.425e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0022, 0.00033, 0.00068, 0.001]",0.000314914,5.916e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0022, 0.00033, 0.00082, 0.001]",0.000322304,6.309e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0022, 0.00047, 0.00068, 0.00082]",0.00033667,5.677e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0022, 0.00047, 0.00068, 0.001]",0.00034491,6.168e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0022, 0.00047, 0.00082, 0.001]",0.000355259,6.56e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0022, 0.00068, 0.00082, 0.001]",0.000388275,7.126e-06
"parallel:[4.7e-05, 0.0001] and series:[0.00033, 0.00047, 0.00068, 0.00082]",0.00027442,5.853e-06
"parallel:[4.7e-05, 0.0001] and series:[0.00033, 0.00047, 0.00068, 0.001]",0.000278086,6.343e-06
"parallel:[4.7e-05, 0.0001] and series:[0.00033, 0.00047, 0.00082, 0.001]",0.000282548,6.736e-06
"parallel:[4.7e-05, 0.0001] and series:[0.00033, 0.00068, 0.00082, 0.001]",0.000295801,7.302e-06
"parallel:[4.7e-05, 0.0001] and series:[0.00047, 0.00068, 0.00082, 0.001]",0.000318887,7.553e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.0022, 0.00033, 0.00047]",0.000174108,3.455e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.0022, 0.00033, 0.00068]",0.0001746,4.021e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.0022, 0.00033, 0.00082]",0.000174792,4.413e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.0022, 0.00033, 0.001]",0.000174963,4.904e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.0022, 0.00047, 0.00068]",0.000175305,4.272e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.0022, 0.00047, 0.00082]",0.000175508,4.665e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.0022, 0.00047, 0.001]",0.000175687,5.156e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.0022, 0.00068, 0.00082]",0.000176052,5.23e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.0022, 0.00068, 0.001]",0.000176238,5.721e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.0022, 0.00082, 0.001]",0.000176455,6.114e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.00033, 0.00047, 0.00068]",0.000173382,4.448e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.00033, 0.00047, 0.00082]",0.000173558,4.841e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.00033, 0.00047, 0.001]",0.000173713,5.332e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.00033, 0.00068, 0.00082]",0.000174029,5.406e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.00033, 0.00068, 0.001]",0.000174191,5.897e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.00033, 0.00082, 0.001]",0.000174377,6.29e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.00047, 0.00068, 0.00082]",0.000174705,5.657e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.00047, 0.00068, 0.001]",0.000174875,6.148e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.00047, 0.00082, 0.001]",0.000175071,6.541e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0001, 0.00068, 0.00082, 0.001]",0.000175599,7.107e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0022, 0.00033, 0.00047, 0.00068]",0.000182261,4.683e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0022, 0.00033, 0.00047, 0.00082]",0.000182576,5.076e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0022, 0.00033, 0.00047, 0.001]",0.000182856,5.567e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0022, 0.00033, 0.00068, 0.00082]",0.000183428,5.641e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0022, 0.00033, 0.00068, 0.001]",0.000183721,6.132e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0022, 0.00033, 0.00082, 0.001]",0.000184063,6.525e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0022, 0.00047, 0.00068, 0.00082]",0.000184666,5.893e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0022, 0.00047, 0.00068, 0.001]",0.00018498,6.384e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0022, 0.00047, 0.00082, 0.001]",0.000185346,6.776e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.0022, 0.00068, 0.00082, 0.001]",0.000186337,7.342e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.00033, 0.00047, 0.00068, 0.00082]",0.000181335,6.069e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.00033, 0.00047, 0.00068, 0.001]",0.000181596,6.559e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.00033, 0.00047, 0.00082, 0.001]",0.000181899,6.952e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.00033, 0.00068, 0.00082, 0.001]",0.000182718,7.518e-06
"parallel:[4.7e-05, 0.0001] and series:[4.7e-05, 0.00047, 0.00068, 0.00082, 0.001]",0.000183908,7.769e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.0022, 0.00033, 0.00047, 0.00068]",0.000205537,4.81e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.0022, 0.00033, 0.00047, 0.00082]",0.000206411,5.203e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.0022, 0.00033, 0.00047, 0.001]",0.000207196,5.694e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.0022, 0.00033, 0.00068, 0.00082]",0.000208824,5.768e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.0022, 0.00033, 0.00068, 0.001]",0.000209675,6.259e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.0022, 0.00033, 0.00082, 0.001]",0.000210677,6.652e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.0022, 0.00047, 0.00068, 0.00082]",0.000212478,6.02e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.0022, 0.00047, 0.00068, 0.001]",0.000213433,6.51e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.0022, 0.00047, 0.00082, 0.001]",0.00021456,6.903e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.0022, 0.00068, 0.00082, 0.001]",0.000217698,7.469e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.00033, 0.00047, 0.00068, 0.00082]",0.000203028,6.195e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.00033, 0.00047, 0.00068, 0.001]",0.000203726,6.686e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.00033, 0.00047, 0.00082, 0.001]",0.000204546,7.079e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.00033, 0.00068, 0.00082, 0.001]",0.000206807,7.645e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0001, 0.00047, 0.00068, 0.00082, 0.001]",0.00021022,7.896e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0022, 0.00033, 0.00047, 0.00068, 0.00082]",0.000267444,6.431e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0022, 0.00033, 0.00047, 0.00068, 0.001]",0.000270715,6.922e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0022, 0.00033, 0.00047, 0.00082, 0.001]",0.000274681,7.314e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0022, 0.00033, 0.00068, 0.00082, 0.001]",0.000286374,7.88e-06
"parallel:[4.7e-05, 0.0001] and series:[0.0022, 0.00047, 0.00068, 0.00082, 0.001]",0.000306431,8.131e-06
"parallel:[4.7e-05, 0.0001] and series:[0.00033, 0.00047, 0.00068, 0.00082, 0.001]",0.000260019,8.307e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05]",0.000424,1.186e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0001]",0.000477,1.313e-06
"parallel:[4.7e-05, 0.00033] and series:[0.00033]",0.000707,1.724e-06
"parallel:[4.7e-05, 0.00033] and series:[0.00047]",0.000847,1.975e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.0001]",0.000408973,1.529e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.0022]",0.000423017,1.764e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.00033]",0.000418141,1.94e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.00047]",0.000419727,2.191e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.00068]",0.000420961,2.757e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.00082]",0.000421452,3.149e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.001]",0.00042189,3.64e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0001, 0.0022]",0.000472652,1.891e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0001, 0.00033]",0.000453744,2.067e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0001, 0.00047]",0.000459456,2.318e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0001, 0.00068]",0.000464179,2.884e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0001, 0.00082]",0.00046613,3.276e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0001, 0.001]",0.000467909,3.767e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0022, 0.00033]",0.000663957,2.302e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0022, 0.00047]",0.000764266,2.553e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0022, 0.00068]",0.000896444,3.119e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0022, 0.00082]",0.000974351,3.512e-06
"parallel:[4.7e-05, 0.00033] and series:[0.00033, 0.00047]",0.000570875,2.729e-06
"parallel:[4.7e-05, 0.00033] and series:[0.00033, 0.00068]",0.000599178,3.295e-06
"parallel:[4.7e-05, 0.00033] and series:[0.00033, 0.00082]",0.000612304,3.687e-06
"parallel:[4.7e-05, 0.00033] and series:[0.00033, 0.001]",0.00062512,4.178e-06
"parallel:[4.7e-05, 0.00033] and series:[0.00047, 0.00068]",0.000654913,3.546e-06
"parallel:[4.7e-05, 0.00033] and series:[0.00047, 0.00082]",0.00067576,3.939e-06
"parallel:[4.7e-05, 0.00033] and series:[0.00047, 0.001]",0.000696728,4.43e-06
"parallel:[4.7e-05, 0.00033] and series:[0.00068, 0.00082]",0.000748733,4.504e-06
"parallel:[4.7e-05, 0.00033] and series:[0.00068, 0.001]",0.000781762,4.995e-06
"parallel:[4.7e-05, 0.00033] and series:[0.00082, 0.001]",0.000827549,5.388e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.0001, 0.0022]",0.000408515,2.107e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.0001, 0.00033]",0.000406149,2.283e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.0001, 0.00047]",0.000406936,2.534e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.0001, 0.00068]",0.000407537,3.1e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.0001, 0.00082]",0.000407773,3.492e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.0001, 0.001]",0.000407982,3.983e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.0022, 0.00033]",0.000417385,2.518e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.0022, 0.00047]",0.000418913,2.769e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.0022, 0.00068]",0.0004201,3.335e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.0022, 0.00082]",0.000420572,3.728e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.0022, 0.001]",0.000420993,4.218e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.00033, 0.00047]",0.000414829,2.945e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.00033, 0.00068]",0.000415794,3.511e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.00033, 0.00082]",0.000416175,3.903e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.00033, 0.001]",0.000416515,4.394e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.00047, 0.00068]",0.000417201,3.762e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.00047, 0.00082]",0.000417611,4.155e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.00047, 0.001]",0.000417976,4.646e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.00068, 0.00082]",0.000418725,4.72e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.00068, 0.001]",0.00041911,5.211e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.00082, 0.001]",0.00041956,5.604e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0001, 0.0022, 0.00033]",0.000451157,2.645e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0001, 0.0022, 0.00047]",0.000456477,2.896e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0001, 0.0022, 0.00068]",0.000460857,3.462e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0001, 0.0022, 0.00082]",0.00046266,3.854e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0001, 0.0022, 0.001]",0.000464302,4.345e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0001, 0.00033, 0.00047]",0.000442972,3.072e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0001, 0.00033, 0.00068]",0.000445961,3.638e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0001, 0.00033, 0.00082]",0.000447176,4.03e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0001, 0.00033, 0.001]",0.000448274,4.521e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0001, 0.00047, 0.00068]",0.000450539,3.889e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0001, 0.00047, 0.00082]",0.000451922,4.282e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0001, 0.00047, 0.001]",0.000453175,4.773e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0001, 0.00068, 0.00082]",0.000455802,4.847e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0001, 0.00068, 0.001]",0.000457189,5.338e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0001, 0.00082, 0.001]",0.000458836,5.731e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0022, 0.00033, 0.00047]",0.000555173,3.307e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0022, 0.00033, 0.00068]",0.000578799,3.873e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0022, 0.00033, 0.00082]",0.000589569,4.266e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0022, 0.00033, 0.001]",0.000599973,4.756e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0022, 0.00047, 0.00068]",0.000623743,4.124e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0022, 0.00047, 0.00082]",0.000640039,4.517e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0022, 0.00047, 0.001]",0.000656158,5.008e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0022, 0.00068, 0.00082]",0.000695001,5.082e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0022, 0.00068, 0.001]",0.000718865,5.573e-06
"parallel:[4.7e-05, 0.00033] and series:[0.0022, 0.00082, 0.001]",0.000750964,5.966e-06
"parallel:[4.7e-05, 0.00033] and series:[0.00033, 0.00047, 0.00068]",0.000527863,4.3e-06
"parallel:[4.7e-05, 0.00033] and series:[0.00033, 0.00047, 0.00082]",0.000533802,4.693e-06
"parallel:[4.7e-05, 0.00033] and series:[0.00033, 0.00047, 0.001]",0.000539391,5.184e-06
"parallel:[4.7e-05, 0.00033] and series:[0.00033, 0.00068, 0.00082]",0.000551813,5.258e-06
"parallel:[4.7e-05, 0.00033] and series:[0.00033, 0.00068, 0.001]",0.000558789,5.749e-06
"parallel:[4.7e-05, 0.00033] and series:[0.00033, 0.00082, 0.001]",0.000567483,6.142e-06
"parallel:[4.7e-05, 0.00033] and series:[0.00047, 0.00068, 0.00082]",0.000584565,5.51e-06
"parallel:[4.7e-05, 0.00033] and series:[0.00047, 0.00068, 0.001]",0.000594474,6e-06
"parallel:[4.7e-05, 0.00033] and series:[0.00047, 0.00082, 0.001]",0.000607035,6.393e-06
"parallel:[4.7e-05, 0.00033] and series:[0.00068, 0.00082, 0.001]",0.000647995,6.959e-06
"parallel:[4.7e-05, 0.00033] and series:[4.7e-05, 0.0001, 0.0022, 0.00033]",0.000405768,2.861e-06
