No,L,C,fsw,t_d,d_cycle,average_current,delta_current,delta_current_percentage,average_voltage,delta_voltage,delta_voltage_percentage,DCR,ESR,P_ON_H,P_ON_L,P_COSS,P_L_DCR,P_D,P_G,P_CAP_ESR,P_total
1,0.000030000000000,0.000024402139711,20000,1.752e-07,0.2,3.3455169310581065,10.353157580745021,309.4636133696256,2.52982226864813,2.6007162631451237,102.80233103232494,2.703254400000000,0.045655201341358,0.0033034159772648286,0.0593744918243153,0.0124416,30.256130365609962,0.008205883928499323,0.06799999999999999,0.4078069893807481,30.81526274672079
2,0.000030000000000,0.000024402139711,20000,1.752e-07,0.2375,3.692257641674289,11.377186856313045,308.13632093003,3.0482016103886935,2.974881308874771,97.59463739983481,2.703254400000000,0.045655201341358,0.0048481324239247866,0.07149535993408743,0.0124416,36.85283600502908,0.009056369543498697,0.06799999999999999,0.4924688871214916,37.51114635405208
3,0.000030000000000,0.000024402139711,20000,1.752e-07,0.275,4.162106020885241,12.205403965776657,293.250674166649,3.4588934844304697,3.3041106375680025,95.52507622570073,2.703254400000000,0.045655201341358,0.0069905324395003006,0.09001897612339906,0.0124416,46.82881801151703,0.010208813648027318,0.06799999999999999,0.5667784540051298,47.58325638773309
4,0.000030000000000,0.000024402139711,20000,1.752e-07,0.3125,4.814407196347749,12.86409018225011,267.19987856467395,3.942551611501734,3.585641221998497,90.9472234057251,2.703254400000000,0.045655201341358,0.010661291454278297,0.11913840179829366,0.0124416,62.65742712565453,0.011808777971201757,0.06799999999999999,0.6296035502773039,63.50908074715561
5,0.000030000000000,0.000024402139711,20000,1.752e-07,0.35,5.097541961225759,13.37485920966471,262.37859955641403,4.451543996676537,3.826585305834019,85.9608555748499,2.703254400000000,0.045655201341358,0.01349519233516335,0.13202043832499785,0.0124416,70.24388729479564,0.012503250922494541,0.06799999999999999,0.6805929632845229,71.16294073966282
6,0.000030000000000,0.000024402139711,20000,1.971e-07,0.2,3.3444360231362094,10.353157786305248,309.5636368788028,2.5301084331535186,2.6005884180121592,102.78565076243767,2.703254400000000,0.045655201341358,0.0033016551404310346,0.059335757811535376,0.0124416,30.23658252982503,0.009228636762242056,0.06799999999999999,0.4078070055746286,30.796697185113867
7,0.000030000000000,0.000024402139711,20000,1.971e-07,0.2375,3.690679042365495,11.377187349185125,308.2681321942603,3.048328897779072,2.974770397040822,97.58692374724254,2.703254400000000,0.045655201341358,0.004844190015091631,0.07143403602994133,0.0124416,36.82133038936249,0.010184059749503347,0.06799999999999999,0.49246892979006557,37.48070320494709
8,0.000030000000000,0.000024402139711,20000,1.971e-07,0.275,4.162300242936506,12.205403927270787,293.2369895224057,3.459179511286092,3.30443922877238,95.52667671600018,2.703254400000000,0.045655201341358,0.006991762995509765,0.09002679955364627,0.0124416,46.833188587978796,0.011485451290358994,0.06799999999999999,0.5667784504289601,47.588912652247274
9,0.000030000000000,0.000024402139711,20000,1.971e-07,0.3125,4.814860214423944,12.864090245317287,267.17473971061827,3.9429910177080405,3.585394762591663,90.93083769376074,2.703254400000000,0.045655201341358,0.010664486374029895,0.1191596353788486,0.0124416,62.66921934903651,0.013286125275681432,0.06799999999999999,0.6296035564506621,63.52237475251573
10,0.000030000000000,0.000024402139711,20000,1.971e-07,0.35,5.097692439168422,13.374859251608074,262.3708552685829,4.451799234811408,3.8261893410185874,85.9470326311936,2.703254400000000,0.045655201341358,0.013496762914553113,0.1320274590298343,0.0124416,70.24803451388246,0.014066572516641342,0.06799999999999999,0.6805929675531822,71.16865987589667
11,0.000030000000000,0.000024402139711,20000,2.19e-07,0.2,3.343358279820697,10.353157986962223,309.6634318089732,2.530393236694578,2.6004517455044374,102.76868068543274,2.703254400000000,0.045655201341358,0.0032998989826876182,0.0592971507058878,0.0124416,30.217098213867875,0.010250736485930256,0.06799999999999999,0.40780702138223485,30.778194621424618
12,0.000030000000000,0.000024402139711,20000,2.19e-07,0.2375,3.6891047877692857,11.37718783241847,308.39969279641923,3.04845462134474,2.9746587886089872,97.57923794505427,2.703254400000000,0.045655201341358,0.004840257950551168,0.07137290920624553,0.0124416,36.78992490259752,0.011310795279300628,0.06799999999999999,0.49246897162420367,37.45035943665782
13,0.000030000000000,0.000024402139711,20000,2.19e-07,0.275,4.162494701844529,12.205403888190132,293.22328945623747,3.459465366506884,3.304728811974935,95.52715410797158,2.703254400000000,0.045655201341358,0.006992994138767282,0.09003463386138186,0.0124416,46.83756469874398,0.012762208755855325,0.06799999999999999,0.5667784467994084,47.594574582299394
14,0.000030000000000,0.000024402139711,20000,2.19e-07,0.3125,4.81531250643081,12.86409030615477,267.14964582204965,3.9434303302848916,3.5851094097422878,90.91347150751571,2.703254400000000,0.045655201341358,0.010667678459564865,0.11918083493413335,0.0124416,62.68099377945957,0.01476374814471686,0.06799999999999999,0.6296035624057659,63.535651203403745
15,0.000030000000000,0.000024402139711,20000,2.19e-07,0.35,5.0978430196656745,13.374859291842634,262.3631061263981,4.452054342416491,3.8257549117315035,85.93234982066629,2.703254400000000,0.045655201341358,0.013498333756174076,0.13203448558148856,0.0124416,70.25218468195385,0.015629986698294955,0.06799999999999999,0.6805929716479332,71.17438205963775
16,0.000030000000000,0.000024402139711,20000,2.409e-07,0.2,3.342283693957166,10.353158182814377,309.76299832156207,2.530676683463558,2.6003062724206845,102.75142176051621,2.703254400000000,0.045655201341358,0.003298147495112075,0.05925867013388289,0.0124416,30.197677233138965,0.011272185986239937,0.06799999999999999,0.4078070368113212,30.75975487356552
