No,L,C,fsw,t_d,d_cycle,average_current,delta_current,delta_current_percentage,average_voltage,delta_voltage,delta_voltage_percentage,DCR,ESR,P_ON_H,P_ON_L,P_COSS,P_L_DCR,P_D,P_G,P_CAP_ESR,P_total
1,3e-05,2.44e-05,20000,1.752e-07,0.2,3.021606643236473,10.385012148195544,343.69173007483374,3.245545502613356,2.7061376371092014,83.3800553691262,2.703254400000000,0.045659204985380,0.003457087288608496,0.04767151026751591,0.0124416,24.681001126682595,0.0074113967745304205,0.06799999999999999,0.4103563111026139,25.230339032115864
2,3e-05,2.44e-05,20000,1.752e-07,0.35,4.562087583099339,13.434977793230068,294.491886631049,5.720795201697687,3.9634858844265786,69.28207958310387,2.703254400000000,0.045659204985380,0.013890901368389582,0.10265990008047773,0.0124416,56.26186907860302,0.011189888423826056,0.06799999999999999,0.6867853224449109,57.15683669092063
3,3e-05,2.44e-05,20000,2.628e-07,0.2,3.017196215692904,10.385002980022367,344.19382226480207,3.246905037942966,2.70690627224956,83.36881555256339,2.703254400000000,0.045659204985380,0.0034484464419344395,0.04753100238041842,0.0124416,24.609003453321456,0.011100868316777332,0.06799999999999999,0.4103555865553509,25.16188095701594
4,3e-05,2.44e-05,20000,2.628e-07,0.35,4.563194221564115,13.43497738894968,294.42045936726765,5.721938308803548,3.964038487691911,69.27789629596317,2.703254400000000,0.045659204985380,0.013900418268849806,0.10270693415196051,0.0124416,56.28916758998323,0.01678890417997869,0.06799999999999999,0.6867852811119312,57.18979072769595
5,3e-05,2.44e-05,200000,1.752e-07,0.2,1.885028040592121,1.099833040957327,58.34571249199294,2.7414129324247294,0.028380893467571777,1.0352651777442883,2.703254400000000,0.004565920498538,0.0011364671234051595,0.018762184873978835,0.124416,9.605556886785191,0.04623596777964354,0.6799999999999999,0.00046025723522780636,10.476567763797446
6,3e-05,2.44e-05,200000,1.752e-07,0.35,3.614417766517233,1.7208011641280394,47.60935993810595,5.241926399517438,0.04417749038680263,0.8427720463772541,2.703254400000000,0.004565920498538,0.007989404413446427,0.06516908401567993,0.124416,35.315358168461586,0.08865443897713468,0.6799999999999999,0.0011267004859561553,36.282713796353804
7,3e-05,2.44e-05,200000,2.628e-07,0.2,1.6761450697199431,1.0038191204216718,59.88855848792335,2.4502363045598554,0.025979986927263,1.0603053623405467,2.703254400000000,0.004565920498538,0.0008031154262693157,0.014929873424310933,0.124416,7.594691309907499,0.061668729405136145,0.6799999999999999,0.0003834052246696919,8.476892433387885
8,3e-05,2.44e-05,200000,2.628e-07,0.35,3.4076477154888822,1.6668022709881525,48.913573530854926,4.950377476304329,0.042907871188019975,0.866759583353077,2.703254400000000,0.004565920498538,0.0067064777377906296,0.05832107479831832,0.124416,31.390360270440652,0.12537417474826695,0.6799999999999999,0.0010570980368113851,32.38623509576184
9,3e-05,0.001,20000,1.752e-07,0.2,3.0319383914460367,10.379165338637332,342.32771246011856,3.299622800643293,0.09725060103755423,2.9473247978100496,2.703254400000000,0.001114084601643,0.003538765870454448,0.04794007642288208,0.0124416,24.850072667208583,0.007436738486538839,0.06799999999999999,0.01000142277921945,24.999431270767676
10,3e-05,0.001,20000,1.752e-07,0.35,4.510182976206018,13.493111773109824,299.1699415366132,5.776131531213195,0.14889798137721488,2.5778149367374428,2.703254400000000,0.001114084601643,0.013707939739784044,0.10020586294182396,0.0124416,54.98892648567654,0.01106257680403812,0.06799999999999999,0.016902897640617295,55.2112473628028
11,3e-05,0.001,20000,2.628e-07,0.2,3.028528946109683,10.379276728761665,342.7167748254291,3.29938430936277,0.09752746438257365,2.9559292049070125,2.703254400000000,0.001114084601643,0.0035305563881727706,0.04783257404540291,0.0124416,24.794215775417385,0.011142563698526745,0.06799999999999999,0.010001637452686656,24.947164707002173
12,3e-05,0.001,20000,2.628e-07,0.35,4.5121149858021115,13.493213441696021,299.04409537775456,5.775891009033784,0.14912914455684056,2.5819244913658355,2.703254400000000,0.001114084601643,0.01371911499177551,0.10029230222078442,0.0124416,55.036047362515774,0.016600973455763127,0.06799999999999999,0.01690315236320597,55.264004505547305
13,3e-05,0.001,200000,1.752e-07,0.2,1.8938947762572278,1.1088872149365157,58.55062429222875,2.7242245180375315,0.026073665267636326,0.9571041261466654,2.703254400000000,0.000111408460164,0.0011399908859974861,0.01894629868579524,0.124416,9.69613404725407,0.046453451072037286,0.6799999999999999,1.1415940014682564e-05,10.567101203837915
14,3e-05,0.001,200000,1.752e-07,0.35,3.6314042021346835,1.7378551278020349,47.85628454085212,5.201582372883929,0.04954241506360724,0.9524489186574062,2.703254400000000,0.000111408460164,0.008002606336217506,0.06584513394775854,0.124416,35.64807658084205,0.08907108226995952,0.6799999999999999,2.8039099706903043e-05,36.61543944249569
