Combination,Cap(uF),Total_Volume(mm^2)
100.0 and 220.0 + 330.0 + 680.0 + 820.0,197.410269984,5209.224004568
100.0 and 220.0 + 330.0 + 680.0 + 1000.0,199.538679915,5700.097856692
100.0 and 220.0 + 330.0 + 820.0 + 1000.0,202.090092809,6092.79693839
100.0 and 220.0 + 470.0 + 680.0 + 820.0,206.800927675,5460.551416855
100.0 and 220.0 + 470.0 + 680.0 + 1000.0,209.364889752,5951.425268979
100.0 and 220.0 + 470.0 + 820.0 + 1000.0,212.45271808,6344.124350678
100.0 and 220.0 + 680.0 + 820.0 + 1000.0,221.424725223,6909.611028324
100.0 and 330.0 + 470.0 + 680.0 + 820.0,227.419975543,5636.480605456
100.0 and 330.0 + 470.0 + 680.0 + 1000.0,231.086496107,6127.35445758
100.0 and 330.0 + 470.0 + 820.0 + 1000.0,235.547735116,6520.053539279
100.0 and 330.0 + 680.0 + 820.0 + 1000.0,248.800590001,7085.540216925
100.0 and 470.0 + 680.0 + 820.0 + 1000.0,271.887461697,7336.867629212
100.0 and 47.0 + 100.0 + 220.0 + 330.0 + 470.0,124.402139711,3239.12339752
100.0 and 47.0 + 100.0 + 220.0 + 330.0 + 680.0,124.799778028,3804.610075167
100.0 and 47.0 + 100.0 + 220.0 + 330.0 + 820.0,124.955164606,4197.309156865
100.0 and 47.0 + 100.0 + 220.0 + 330.0 + 1000.0,125.092621055,4688.183008989
100.0 and 47.0 + 100.0 + 220.0 + 470.0 + 680.0,125.367641753,4055.937487454
100.0 and 47.0 + 100.0 + 220.0 + 470.0 + 820.0,125.530249196,4448.636569153
100.0 and 47.0 + 100.0 + 220.0 + 470.0 + 1000.0,125.674132194,4939.510421276
100.0 and 47.0 + 100.0 + 220.0 + 680.0 + 820.0,125.965831076,5014.123246799
100.0 and 47.0 + 100.0 + 220.0 + 680.0 + 1000.0,126.114679962,5504.997098922
100.0 and 47.0 + 100.0 + 220.0 + 820.0 + 1000.0,126.287038036,5897.696180621
100.0 and 47.0 + 100.0 + 330.0 + 470.0 + 680.0,126.381641811,4231.866676055
100.0 and 47.0 + 100.0 + 330.0 + 470.0 + 820.0,126.557553686,4624.565757754
100.0 and 47.0 + 100.0 + 330.0 + 470.0 + 1000.0,126.713284304,5115.439609877
100.0 and 47.0 + 100.0 + 330.0 + 680.0 + 820.0,127.029219166,5190.0524354
100.0 and 47.0 + 100.0 + 330.0 + 680.0 + 1000.0,127.190547297,5680.926287523
100.0 and 47.0 + 100.0 + 330.0 + 820.0 + 1000.0,127.377450273,6073.625369222
100.0 and 47.0 + 100.0 + 470.0 + 680.0 + 820.0,127.705162739,5441.379847687
100.0 and 47.0 + 100.0 + 470.0 + 680.0 + 1000.0,127.874686017,5932.25369981
100.0 and 47.0 + 100.0 + 470.0 + 820.0 + 1000.0,128.071146591,6324.952781509
100.0 and 47.0 + 100.0 + 680.0 + 820.0 + 1000.0,128.598641261,6890.439459155
100.0 and 47.0 + 220.0 + 330.0 + 470.0 + 680.0,130.816070124,4467.022740158
100.0 and 47.0 + 220.0 + 330.0 + 470.0 + 820.0,131.056358664,4859.721821856
100.0 and 47.0 + 220.0 + 330.0 + 470.0 + 1000.0,131.269530856,5350.59567398
100.0 and 47.0 + 220.0 + 330.0 + 680.0 + 820.0,131.703303995,5425.208499503
100.0 and 47.0 + 220.0 + 330.0 + 680.0 + 1000.0,131.925481782,5916.082351626
100.0 and 47.0 + 220.0 + 330.0 + 820.0 + 1000.0,132.183455464,6308.781433325
100.0 and 47.0 + 220.0 + 470.0 + 680.0 + 820.0,132.637277789,5676.53591179
100.0 and 47.0 + 220.0 + 470.0 + 680.0 + 1000.0,132.87278766,6167.409763913
100.0 and 47.0 + 220.0 + 470.0 + 820.0 + 1000.0,133.14636347,6560.108845612
100.0 and 47.0 + 220.0 + 680.0 + 820.0 + 1000.0,133.8843485,7125.595523258
100.0 and 47.0 + 330.0 + 470.0 + 680.0 + 820.0,134.335166209,5852.465100391
100.0 and 47.0 + 330.0 + 470.0 + 680.0 + 1000.0,134.595915197,6343.338952514
100.0 and 47.0 + 330.0 + 470.0 + 820.0 + 1000.0,134.899055562,6736.038034213
100.0 and 47.0 + 330.0 + 680.0 + 820.0 + 1000.0,135.718113669,7301.524711859
100.0 and 47.0 + 470.0 + 680.0 + 820.0 + 1000.0,136.908056026,7552.852124146
100.0 and 100.0 + 220.0 + 330.0 + 470.0 + 680.0,147.227720112,4593.935229381
100.0 and 100.0 + 220.0 + 330.0 + 470.0 + 820.0,147.794454758,4986.63431108
100.0 and 100.0 + 220.0 + 330.0 + 470.0 + 1000.0,148.301205194,5477.508163203
100.0 and 100.0 + 220.0 + 330.0 + 680.0 + 820.0,149.344074142,5552.120988726
100.0 and 100.0 + 220.0 + 330.0 + 680.0 + 1000.0,149.884403343,6042.994840849
100.0 and 100.0 + 220.0 + 330.0 + 820.0 + 1000.0,150.517119068,6435.693922548
100.0 and 100.0 + 220.0 + 470.0 + 680.0 + 820.0,151.644317497,5803.448401013
100.0 and 100.0 + 220.0 + 470.0 + 680.0 + 1000.0,152.236499578,6294.322253137
100.0 and 100.0 + 220.0 + 470.0 + 820.0 + 1000.0,152.930703404,6687.021334835
100.0 and 100.0 + 220.0 + 680.0 + 820.0 + 1000.0,154.837925214,7252.508012481
100.0 and 100.0 + 330.0 + 470.0 + 680.0 + 820.0,156.028488807,5979.377589614
100.0 and 100.0 + 330.0 + 470.0 + 680.0 + 1000.0,156.726160254,6470.251441738
100.0 and 100.0 + 330.0 + 470.0 + 820.0 + 1000.0,157.545760331,6862.950523436
100.0 and 100.0 + 330.0 + 680.0 + 820.0 + 1000.0,159.807169268,7428.437201082
100.0 and 100.0 + 470.0 + 680.0 + 820.0 + 1000.0,163.220076654,7679.76461337
100.0 and 220.0 + 330.0 + 470.0 + 680.0 + 820.0,180.687342677,6214.533653717
100.0 and 220.0 + 330.0 + 470.0 + 680.0 + 1000.0,182.142234074,6705.40750584
100.0 and 220.0 + 330.0 + 470.0 + 820.0 + 1000.0,183.872005867,7098.106587539
100.0 and 220.0 + 330.0 + 680.0 + 820.0 + 1000.0,188.763767434,7663.593265185
100.0 and 220.0 + 470.0 + 680.0 + 820.0 + 1000.0,196.495155547,7914.920677472
100.0 and 330.0 + 470.0 + 680.0 + 820.0 + 1000.0,213.019086327,8090.849866074
220.0 and 47.0,267.0,794.037543195
220.0 and 100.0,320.0,920.950032418
220.0 and 220.0,440.0,1156.106096521
220.0 and 330.0,550.0,1332.035285122
220.0 and 470.0,690.0,1583.362697409
220.0 and 680.0,900.0,2148.849375055
220.0 and 47.0 + 100.0,251.972789116,1136.934527353
220.0 and 47.0 + 220.0,258.72659176,1372.090591455
220.0 and 47.0 + 330.0,261.140583554,1548.019780056
220.0 and 47.0 + 470.0,262.727272727,1799.347192344
220.0 and 47.0 + 680.0,263.961485557,2364.83386999
220.0 and 47.0 + 820.0,264.452133795,2757.532951688
220.0 and 47.0 + 1000.0,264.890162369,3248.406803812
220.0 and 100.0 + 220.0,288.75,1499.003080679
220.0 and 100.0 + 330.0,296.744186047,1674.93226928
220.0 and 100.0 + 470.0,302.456140351,1926.259681567
220.0 and 100.0 + 680.0,307.179487179,2491.746359213
220.0 and 100.0 + 820.0,309.130434783,2884.445440912
220.0 and 100.0 + 1000.0,310.909090909,3375.319293035
220.0 and 220.0 + 330.0,352.0,1910.088333383
220.0 and 220.0 + 470.0,369.855072464,2161.41574567
220.0 and 220.0 + 680.0,386.222222222,2726.902423316
220.0 and 220.0 + 820.0,393.461538462,3119.601505015
220.0 and 220.0 + 1000.0,400.327868852,3610.475357138
220.0 and 330.0 + 470.0,413.875,2337.344934271
220.0 and 330.0 + 680.0,442.178217822,2902.831611917
220.0 and 330.0 + 820.0,455.304347826,3295.530693616
220.0 and 330.0 + 1000.0,468.120300752,3786.404545739
220.0 and 470.0 + 680.0,497.913043478,3154.159024204
220.0 and 470.0 + 820.0,518.759689922,3546.858105903
220.0 and 470.0 + 1000.0,539.727891156,4037.731958026
220.0 and 680.0 + 820.0,591.733333333,4112.344783549
220.0 and 680.0 + 1000.0,624.761904762,4603.218635672
220.0 and 820.0 + 1000.0,670.549450549,4995.917717371
220.0 and 47.0 + 100.0 + 220.0,247.915766739,1714.987575613
220.0 and 47.0 + 100.0 + 330.0,249.148656268,1890.916764214
220.0 and 47.0 + 100.0 + 470.0,249.936305732,2142.244176501
220.0 and 47.0 + 100.0 + 680.0,250.536976878,2707.730854147
220.0 and 47.0 + 100.0 + 820.0,250.772916001,3100.429935846
220.0 and 47.0 + 100.0 + 1000.0,250.982201714,3591.30378797
220.0 and 47.0 + 220.0 + 330.0,254.659217877,2126.072828317
220.0 and 47.0 + 220.0 + 470.0,255.778546713,2377.400240604
220.0 and 47.0 + 220.0 + 680.0,256.639916623,2942.88691825
220.0 and 47.0 + 220.0 + 820.0,256.980111654,3335.585999949
220.0 and 47.0 + 220.0 + 1000.0,257.282757626,3826.459852072
220.0 and 47.0 + 330.0 + 470.0,257.829268293,2553.329429205
220.0 and 47.0 + 330.0 + 680.0,258.793541031,3118.816106851
220.0 and 47.0 + 330.0 + 820.0,259.175111659,3511.51518855
220.0 and 47.0 + 330.0 + 1000.0,259.514916817,4002.389040673
220.0 and 47.0 + 470.0 + 680.0,260.201257862,3370.143519138
220.0 and 47.0 + 470.0 + 820.0,260.611169652,3762.842600837
220.0 and 47.0 + 470.0 + 1000.0,260.976460331,4253.716452961
220.0 and 47.0 + 680.0 + 820.0,261.724566152,4328.329278483
220.0 and 47.0 + 680.0 + 1000.0,262.11025614,4819.203130607
220.0 and 47.0 + 820.0 + 1000.0,262.560240299,5211.902212305
220.0 and 100.0 + 220.0 + 330.0,276.896551724,2252.98531754
220.0 and 100.0 + 220.0 + 470.0,279.976798144,2504.312729827
220.0 and 100.0 + 220.0 + 680.0,282.437395659,3069.799407474
220.0 and 100.0 + 220.0 + 820.0,283.431786217,3462.498489172
220.0 and 100.0 + 220.0 + 1000.0,284.32748538,3953.372341296
220.0 and 100.0 + 330.0 + 470.0,285.97192684,2680.241918428
220.0 and 100.0 + 330.0 + 680.0,288.961278427,3245.728596075
220.0 and 100.0 + 330.0 + 820.0,290.176348548,3638.427677773
220.0 and 100.0 + 330.0 + 1000.0,291.274298056,4129.301529897
220.0 and 100.0 + 470.0 + 680.0,293.538886332,3497.056008362
220.0 and 100.0 + 470.0 + 820.0,294.922239502,3889.755090061
220.0 and 100.0 + 470.0 + 1000.0,296.175040519,4380.628942184
220.0 and 100.0 + 680.0 + 820.0,298.801582815,4455.241767707
220.0 and 100.0 + 680.0 + 1000.0,300.188679245,4946.11561983
220.0 and 100.0 + 820.0 + 1000.0,301.836327345,5338.814701529
220.0 and 220.0 + 330.0 + 470.0,323.056478405,2915.397982531
220.0 and 220.0 + 330.0 + 680.0,330.541871921,3480.884660177
220.0 and 220.0 + 330.0 + 820.0,333.697478992,3873.583741876
220.0 and 220.0 + 330.0 + 1000.0,336.607773852,4364.457594
220.0 and 220.0 + 470.0 + 680.0,342.794271743,3732.212072465
220.0 and 220.0 + 470.0 + 820.0,346.700537956,4124.911154163
220.0 and 220.0 + 470.0 + 1000.0,350.325182758,4615.785006287
220.0 and 220.0 + 680.0 + 820.0,358.206399279,4690.39783181
220.0 and 220.0 + 680.0 + 1000.0,362.530487805,5181.271683933
220.0 and 220.0 + 820.0 + 1000.0,367.820386758,5573.970765632
220.0 and 330.0 + 470.0 + 680.0,370.862537548,3908.141261066
220.0 and 330.0 + 470.0 + 820.0,376.801873998,4300.840342764
220.0 and 330.0 + 470.0 + 1000.0,382.391372631,4791.714194888
220.0 and 330.0 + 680.0 + 820.0,394.812844385,4866.327020411
220.0 and 330.0 + 680.0 + 1000.0,401.788723266,5357.200872534
220.0 and 330.0 + 820.0 + 1000.0,410.482894552,5749.899954233
220.0 and 470.0 + 680.0 + 820.0,427.565341359,5117.654432698
220.0 and 470.0 + 680.0 + 1000.0,437.474142624,5608.528284821
220.0 and 470.0 + 820.0 + 1000.0,450.034618599,6001.22736652
220.0 and 680.0 + 820.0 + 1000.0,490.99533437,6566.714044166
220.0 and 47.0 + 100.0 + 220.0 + 330.0,245.738466645,2468.969812475
220.0 and 47.0 + 100.0 + 220.0 + 470.0,246.350662589,2720.297224762
220.0 and 47.0 + 100.0 + 220.0 + 680.0,246.814943633,3285.783902408
220.0 and 47.0 + 100.0 + 220.0 + 820.0,246.996701351,3678.482984107
220.0 and 47.0 + 100.0 + 220.0 + 1000.0,247.157640385,4169.35683623
220.0 and 47.0 + 100.0 + 330.0 + 470.0,247.446469651,2896.226413363
220.0 and 47.0 + 100.0 + 330.0 + 680.0,247.950537714,3461.713091009
220.0 and 47.0 + 100.0 + 330.0 + 820.0,248.148072735,3854.412172708
220.0 and 47.0 + 100.0 + 330.0 + 1000.0,248.323076642,4345.286024831
220.0 and 47.0 + 100.0 + 470.0 + 680.0,248.673963754,3713.040503296
220.0 and 47.0 + 100.0 + 470.0 + 820.0,248.881894484,4105.739584995
220.0 and 47.0 + 100.0 + 470.0 + 1000.0,249.066171923,4596.613437118
220.0 and 47.0 + 100.0 + 680.0 + 820.0,249.44060249,4671.226262641
220.0 and 47.0 + 100.0 + 680.0 + 1000.0,249.632102062,5162.100114764
220.0 and 47.0 + 100.0 + 820.0 + 1000.0,249.854214758,5554.799196463
220.0 and 47.0 + 220.0 + 330.0 + 470.0,252.278876171,3131.382477466
220.0 and 47.0 + 220.0 + 330.0 + 680.0,252.978330884,3696.869155112
220.0 and 47.0 + 220.0 + 330.0 + 820.0,253.253673587,4089.568236811
220.0 and 47.0 + 220.0 + 330.0 + 1000.0,253.498196583,4580.442088934
220.0 and 47.0 + 220.0 + 470.0 + 680.0,253.990138258,3948.196567399
220.0 and 47.0 + 220.0 + 470.0 + 820.0,254.282710658,4340.895649098
220.0 and 47.0 + 220.0 + 470.0 + 1000.0,254.54266052,4831.769501221
220.0 and 47.0 + 220.0 + 680.0 + 820.0,255.072766337,4906.382326744
220.0 and 47.0 + 220.0 + 680.0 + 1000.0,255.344883055,5397.256178867
220.0 and 47.0 + 220.0 + 820.0 + 1000.0,255.661350915,5789.955260566
220.0 and 47.0 + 330.0 + 470.0 + 680.0,255.835683463,4124.125756
220.0 and 47.0 + 330.0 + 470.0 + 820.0,256.161041767,4516.824837699
220.0 and 47.0 + 330.0 + 470.0 + 1000.0,256.450377194,5007.698689822
220.0 and 47.0 + 330.0 + 680.0 + 820.0,257.041153811,5082.311515345
220.0 and 47.0 + 330.0 + 680.0 + 1000.0,257.34480385,5573.185367468
220.0 and 47.0 + 330.0 + 820.0 + 1000.0,257.698277431,5965.884449167
220.0 and 47.0 + 470.0 + 680.0 + 820.0,258.322463662,5333.638927632
220.0 and 47.0 + 470.0 + 680.0 + 1000.0,258.647576666,5824.512779755
220.0 and 47.0 + 470.0 + 820.0 + 1000.0,259.02626729,6217.211861454
220.0 and 47.0 + 680.0 + 820.0 + 1000.0,260.0533572,6782.6985391
220.0 and 100.0 + 220.0 + 330.0 + 470.0,270.752617801,3258.294966689
220.0 and 100.0 + 220.0 + 330.0 + 680.0,272.503509593,3823.781644335
220.0 and 100.0 + 220.0 + 330.0 + 820.0,273.204876131,4216.480726034
220.0 and 100.0 + 220.0 + 330.0 + 1000.0,273.83360522,4707.354578157
220.0 and 100.0 + 220.0 + 470.0 + 680.0,275.115542596,4075.109056622
220.0 and 100.0 + 220.0 + 470.0 + 820.0,275.888944551,4467.808138321
220.0 and 100.0 + 220.0 + 470.0 + 1000.0,276.583123564,4958.681990444
220.0 and 100.0 + 220.0 + 680.0 + 820.0,278.019599682,5033.294815967
220.0 and 100.0 + 220.0 + 680.0 + 1000.0,278.768070396,5524.168668091
220.0 and 100.0 + 220.0 + 820.0 + 1000.0,279.648194683,5916.867749789
220.0 and 100.0 + 330.0 + 470.0 + 680.0,280.137531503,4251.038245223
220.0 and 100.0 + 330.0 + 470.0 + 820.0,281.0594742,4643.737326922
220.0 and 100.0 + 330.0 + 470.0 + 1000.0,281.888990862,5134.611179046
220.0 and 100.0 + 330.0 + 680.0 + 820.0,283.611598932,5209.224004568
220.0 and 100.0 + 330.0 + 680.0 + 1000.0,284.512419503,5700.097856692
220.0 and 100.0 + 330.0 + 820.0 + 1000.0,285.574565017,6092.79693839
220.0 and 100.0 + 470.0 + 680.0 + 820.0,287.486583645,5460.551416855
220.0 and 100.0 + 470.0 + 680.0 + 1000.0,288.501371742,5951.425268979
220.0 and 100.0 + 470.0 + 820.0 + 1000.0,289.700148298,6344.124350678
220.0 and 100.0 + 680.0 + 820.0 + 1000.0,293.045483127,6909.611028324
220.0 and 220.0 + 330.0 + 470.0 + 680.0,309.493423844,4486.194309326
220.0 and 220.0 + 330.0 + 470.0 + 820.0,311.550532681,4878.893391025
220.0 and 220.0 + 330.0 + 470.0 + 1000.0,313.428106741,5369.767243148
220.0 and 220.0 + 330.0 + 680.0 + 820.0,317.410269984,5444.380068671
220.0 and 220.0 + 330.0 + 680.0 + 1000.0,319.538679915,5935.253920795
220.0 and 220.0 + 330.0 + 820.0 + 1000.0,322.090092809,6327.953002493
220.0 and 220.0 + 470.0 + 680.0 + 820.0,326.800927675,5695.707480958
220.0 and 220.0 + 470.0 + 680.0 + 1000.0,329.364889752,6186.581333082
220.0 and 220.0 + 470.0 + 820.0 + 1000.0,332.45271808,6579.28041478
220.0 and 220.0 + 680.0 + 820.0 + 1000.0,341.424725223,7144.767092427
220.0 and 330.0 + 470.0 + 680.0 + 820.0,347.419975543,5871.636669559
220.0 and 330.0 + 470.0 + 680.0 + 1000.0,351.086496107,6362.510521683
220.0 and 330.0 + 470.0 + 820.0 + 1000.0,355.547735116,6755.209603381
220.0 and 330.0 + 680.0 + 820.0 + 1000.0,368.800590001,7320.696281028
220.0 and 470.0 + 680.0 + 820.0 + 1000.0,391.887461697,7572.023693315
220.0 and 47.0 + 100.0 + 220.0 + 330.0 + 470.0,244.402139711,3474.279461623
220.0 and 47.0 + 100.0 + 220.0 + 330.0 + 680.0,244.799778028,4039.766139269
220.0 and 47.0 + 100.0 + 220.0 + 330.0 + 820.0,244.955164606,4432.465220968
220.0 and 47.0 + 100.0 + 220.0 + 330.0 + 1000.0,245.092621055,4923.339073092
220.0 and 47.0 + 100.0 + 220.0 + 470.0 + 680.0,245.367641753,4291.093551557
220.0 and 47.0 + 100.0 + 220.0 + 470.0 + 820.0,245.530249196,4683.792633255
220.0 and 47.0 + 100.0 + 220.0 + 470.0 + 1000.0,245.674132194,5174.666485379
220.0 and 47.0 + 100.0 + 220.0 + 680.0 + 820.0,245.965831076,5249.279310902
220.0 and 47.0 + 100.0 + 220.0 + 680.0 + 1000.0,246.114679962,5740.153163025
220.0 and 47.0 + 100.0 + 220.0 + 820.0 + 1000.0,246.287038036,6132.852244724
220.0 and 47.0 + 100.0 + 330.0 + 470.0 + 680.0,246.381641811,4467.022740158
220.0 and 47.0 + 100.0 + 330.0 + 470.0 + 820.0,246.557553686,4859.721821856
220.0 and 47.0 + 100.0 + 330.0 + 470.0 + 1000.0,246.713284304,5350.59567398
220.0 and 47.0 + 100.0 + 330.0 + 680.0 + 820.0,247.029219166,5425.208499503
220.0 and 47.0 + 100.0 + 330.0 + 680.0 + 1000.0,247.190547297,5916.082351626
220.0 and 47.0 + 100.0 + 330.0 + 820.0 + 1000.0,247.377450273,6308.781433325
220.0 and 47.0 + 100.0 + 470.0 + 680.0 + 820.0,247.705162739,5676.53591179
220.0 and 47.0 + 100.0 + 470.0 + 680.0 + 1000.0,247.874686017,6167.409763913
220.0 and 47.0 + 100.0 + 470.0 + 820.0 + 1000.0,248.071146591,6560.108845612
220.0 and 47.0 + 100.0 + 680.0 + 820.0 + 1000.0,248.598641261,7125.595523258
220.0 and 47.0 + 220.0 + 330.0 + 470.0 + 680.0,250.816070124,4702.178804261
220.0 and 47.0 + 220.0 + 330.0 + 470.0 + 820.0,251.056358664,5094.877885959
220.0 and 47.0 + 220.0 + 330.0 + 470.0 + 1000.0,251.269530856,5585.751738083
220.0 and 47.0 + 220.0 + 330.0 + 680.0 + 820.0,251.703303995,5660.364563605
220.0 and 47.0 + 220.0 + 330.0 + 680.0 + 1000.0,251.925481782,6151.238415729
220.0 and 47.0 + 220.0 + 330.0 + 820.0 + 1000.0,252.183455464,6543.937497428
220.0 and 47.0 + 220.0 + 470.0 + 680.0 + 820.0,252.637277789,5911.691975893
220.0 and 47.0 + 220.0 + 470.0 + 680.0 + 1000.0,252.87278766,6402.565828016
220.0 and 47.0 + 220.0 + 470.0 + 820.0 + 1000.0,253.14636347,6795.264909715
220.0 and 47.0 + 220.0 + 680.0 + 820.0 + 1000.0,253.8843485,7360.751587361
220.0 and 47.0 + 330.0 + 470.0 + 680.0 + 820.0,254.335166209,6087.621164494
220.0 and 47.0 + 330.0 + 470.0 + 680.0 + 1000.0,254.595915197,6578.495016617
220.0 and 47.0 + 330.0 + 470.0 + 820.0 + 1000.0,254.899055562,6971.194098316
220.0 and 47.0 + 330.0 + 680.0 + 820.0 + 1000.0,255.718113669,7536.680775962
220.0 and 47.0 + 470.0 + 680.0 + 820.0 + 1000.0,256.908056026,7788.008188249
220.0 and 100.0 + 220.0 + 330.0 + 470.0 + 680.0,267.227720112,4829.091293484
220.0 and 100.0 + 220.0 + 330.0 + 470.0 + 820.0,267.794454758,5221.790375183
220.0 and 100.0 + 220.0 + 330.0 + 470.0 + 1000.0,268.301205194,5712.664227306
220.0 and 100.0 + 220.0 + 330.0 + 680.0 + 820.0,269.344074142,5787.277052829
220.0 and 100.0 + 220.0 + 330.0 + 680.0 + 1000.0,269.884403343,6278.150904952
220.0 and 100.0 + 220.0 + 330.0 + 820.0 + 1000.0,270.517119068,6670.849986651
220.0 and 100.0 + 220.0 + 470.0 + 680.0 + 820.0,271.644317497,6038.604465116
220.0 and 100.0 + 220.0 + 470.0 + 680.0 + 1000.0,272.236499578,6529.478317239
220.0 and 100.0 + 220.0 + 470.0 + 820.0 + 1000.0,272.930703404,6922.177398938
220.0 and 100.0 + 220.0 + 680.0 + 820.0 + 1000.0,274.837925214,7487.664076584
220.0 and 100.0 + 330.0 + 470.0 + 680.0 + 820.0,276.028488807,6214.533653717
220.0 and 100.0 + 330.0 + 470.0 + 680.0 + 1000.0,276.726160254,6705.40750584
220.0 and 100.0 + 330.0 + 470.0 + 820.0 + 1000.0,277.545760331,7098.106587539
220.0 and 100.0 + 330.0 + 680.0 + 820.0 + 1000.0,279.807169268,7663.593265185
220.0 and 100.0 + 470.0 + 680.0 + 820.0 + 1000.0,283.220076654,7914.920677472
220.0 and 220.0 + 330.0 + 470.0 + 680.0 + 820.0,300.687342677,6449.68971782
220.0 and 220.0 + 330.0 + 470.0 + 680.0 + 1000.0,302.142234074,6940.563569943
220.0 and 220.0 + 330.0 + 470.0 + 820.0 + 1000.0,303.872005867,7333.262651642
220.0 and 220.0 + 330.0 + 680.0 + 820.0 + 1000.0,308.763767434,7898.749329288
220.0 and 220.0 + 470.0 + 680.0 + 820.0 + 1000.0,316.495155547,8150.076741575
220.0 and 330.0 + 470.0 + 680.0 + 820.0 + 1000.0,333.019086327,8326.005930176
330.0 and 47.0,377.0,969.966731796
330.0 and 100.0,430.0,1096.879221019
330.0 and 220.0,550.0,1332.035285122
330.0 and 330.0,660.0,1507.964473723
330.0 and 470.0,800.0,1759.29188601
330.0 and 47.0 + 100.0,361.972789116,1312.863715954
330.0 and 47.0 + 220.0,368.72659176,1548.019780056
330.0 and 47.0 + 330.0,371.140583554,1723.948968657
330.0 and 47.0 + 470.0,372.727272727,1975.276380945
330.0 and 47.0 + 680.0,373.961485557,2540.763058591
330.0 and 47.0 + 820.0,374.452133795,2933.462140289
330.0 and 47.0 + 1000.0,374.890162369,3424.335992413
330.0 and 100.0 + 220.0,398.75,1674.93226928
330.0 and 100.0 + 330.0,406.744186047,1850.861457881
330.0 and 100.0 + 470.0,412.456140351,2102.188870168
330.0 and 100.0 + 680.0,417.179487179,2667.675547814
330.0 and 100.0 + 820.0,419.130434783,3060.374629513
330.0 and 100.0 + 1000.0,420.909090909,3551.248481636
330.0 and 220.0 + 330.0,462.0,2086.017521984
330.0 and 220.0 + 470.0,479.855072464,2337.344934271
330.0 and 220.0 + 680.0,496.222222222,2902.831611917
330.0 and 220.0 + 820.0,503.461538462,3295.530693616
330.0 and 220.0 + 1000.0,510.327868852,3786.404545739
330.0 and 330.0 + 470.0,523.875,2513.274122872
330.0 and 330.0 + 680.0,552.178217822,3078.760800518
330.0 and 330.0 + 820.0,565.304347826,3471.459882217
330.0 and 330.0 + 1000.0,578.120300752,3962.33373434
330.0 and 470.0 + 680.0,607.913043478,3330.088212805
330.0 and 470.0 + 820.0,628.759689922,3722.787294504
330.0 and 470.0 + 1000.0,649.727891156,4213.661146627
330.0 and 680.0 + 820.0,701.733333333,4288.27397215
330.0 and 680.0 + 1000.0,734.761904762,4779.147824273
330.0 and 820.0 + 1000.0,780.549450549,5171.846905972
330.0 and 47.0 + 100.0 + 220.0,357.915766739,1890.916764214
330.0 and 47.0 + 100.0 + 330.0,359.148656268,2066.845952815
330.0 and 47.0 + 100.0 + 470.0,359.936305732,2318.173365102
330.0 and 47.0 + 100.0 + 680.0,360.536976878,2883.660042748
330.0 and 47.0 + 100.0 + 820.0,360.772916001,3276.359124447
330.0 and 47.0 + 100.0 + 1000.0,360.982201714,3767.232976571
