Combination,Cap(uF),Total_Volume(mm^2)
820.0 and 47.0 + 470.0 + 1000.0,860.976460331,5639.158813194
820.0 and 47.0 + 680.0 + 820.0,861.724566152,5713.771638716
820.0 and 47.0 + 680.0 + 1000.0,862.11025614,6204.64549084
820.0 and 47.0 + 820.0 + 1000.0,862.560240299,6597.344572539
820.0 and 100.0 + 220.0 + 330.0,876.896551724,3638.427677773
820.0 and 100.0 + 220.0 + 470.0,879.976798144,3889.755090061
820.0 and 100.0 + 220.0 + 680.0,882.437395659,4455.241767707
820.0 and 100.0 + 220.0 + 820.0,883.431786217,4847.940849405
820.0 and 100.0 + 220.0 + 1000.0,884.32748538,5338.814701529
820.0 and 100.0 + 330.0 + 470.0,885.97192684,4065.684278662
820.0 and 100.0 + 330.0 + 680.0,888.961278427,4631.170956308
820.0 and 100.0 + 330.0 + 820.0,890.176348548,5023.870038006
820.0 and 100.0 + 330.0 + 1000.0,891.274298056,5514.74389013
820.0 and 100.0 + 470.0 + 680.0,893.538886332,4882.498368595
820.0 and 100.0 + 470.0 + 820.0,894.922239502,5275.197450294
820.0 and 100.0 + 470.0 + 1000.0,896.175040519,5766.071302417
820.0 and 100.0 + 680.0 + 820.0,898.801582815,5840.68412794
820.0 and 100.0 + 680.0 + 1000.0,900.188679245,6331.557980063
820.0 and 100.0 + 820.0 + 1000.0,901.836327345,6724.257061762
820.0 and 220.0 + 330.0 + 470.0,923.056478405,4300.840342764
820.0 and 220.0 + 330.0 + 680.0,930.541871921,4866.327020411
820.0 and 220.0 + 330.0 + 820.0,933.697478992,5259.026102109
820.0 and 220.0 + 330.0 + 1000.0,936.607773852,5749.899954233
820.0 and 220.0 + 470.0 + 680.0,942.794271743,5117.654432698
820.0 and 220.0 + 470.0 + 820.0,946.700537956,5510.353514396
820.0 and 220.0 + 470.0 + 1000.0,950.325182758,6001.22736652
820.0 and 220.0 + 680.0 + 820.0,958.206399279,6075.840192043
820.0 and 220.0 + 680.0 + 1000.0,962.530487805,6566.714044166
820.0 and 220.0 + 820.0 + 1000.0,967.820386758,6959.413125865
820.0 and 330.0 + 470.0 + 680.0,970.862537548,5293.583621299
820.0 and 330.0 + 470.0 + 820.0,976.801873998,5686.282702998
820.0 and 330.0 + 470.0 + 1000.0,982.391372631,6177.156555121
820.0 and 330.0 + 680.0 + 820.0,994.812844385,6251.769380644
820.0 and 47.0 + 100.0 + 220.0 + 330.0,845.738466645,3854.412172708
820.0 and 47.0 + 100.0 + 220.0 + 470.0,846.350662589,4105.739584995
820.0 and 47.0 + 100.0 + 220.0 + 680.0,846.814943633,4671.226262641
820.0 and 47.0 + 100.0 + 220.0 + 820.0,846.996701351,5063.92534434
820.0 and 47.0 + 100.0 + 220.0 + 1000.0,847.157640385,5554.799196463
820.0 and 47.0 + 100.0 + 330.0 + 470.0,847.446469651,4281.668773596
820.0 and 47.0 + 100.0 + 330.0 + 680.0,847.950537714,4847.155451242
820.0 and 47.0 + 100.0 + 330.0 + 820.0,848.148072735,5239.854532941
820.0 and 47.0 + 100.0 + 330.0 + 1000.0,848.323076642,5730.728385064
820.0 and 47.0 + 100.0 + 470.0 + 680.0,848.673963754,5098.482863529
820.0 and 47.0 + 100.0 + 470.0 + 820.0,848.881894484,5491.181945228
820.0 and 47.0 + 100.0 + 470.0 + 1000.0,849.066171923,5982.055797351
820.0 and 47.0 + 100.0 + 680.0 + 820.0,849.44060249,6056.668622874
820.0 and 47.0 + 100.0 + 680.0 + 1000.0,849.632102062,6547.542474998
820.0 and 47.0 + 100.0 + 820.0 + 1000.0,849.854214758,6940.241556696
820.0 and 47.0 + 220.0 + 330.0 + 470.0,852.278876171,4516.824837699
820.0 and 47.0 + 220.0 + 330.0 + 680.0,852.978330884,5082.311515345
820.0 and 47.0 + 220.0 + 330.0 + 820.0,853.253673587,5475.010597044
820.0 and 47.0 + 220.0 + 330.0 + 1000.0,853.498196583,5965.884449167
820.0 and 47.0 + 220.0 + 470.0 + 680.0,853.990138258,5333.638927632
820.0 and 47.0 + 220.0 + 470.0 + 820.0,854.282710658,5726.338009331
820.0 and 47.0 + 220.0 + 470.0 + 1000.0,854.54266052,6217.211861454
820.0 and 47.0 + 220.0 + 680.0 + 820.0,855.072766337,6291.824686977
820.0 and 47.0 + 220.0 + 680.0 + 1000.0,855.344883055,6782.6985391
820.0 and 47.0 + 220.0 + 820.0 + 1000.0,855.661350915,7175.397620799
820.0 and 47.0 + 330.0 + 470.0 + 680.0,855.835683463,5509.568116233
820.0 and 47.0 + 330.0 + 470.0 + 820.0,856.161041767,5902.267197932
820.0 and 47.0 + 330.0 + 470.0 + 1000.0,856.450377194,6393.141050055
820.0 and 47.0 + 330.0 + 680.0 + 820.0,857.041153811,6467.753875578
820.0 and 47.0 + 330.0 + 680.0 + 1000.0,857.34480385,6958.627727701
820.0 and 47.0 + 330.0 + 820.0 + 1000.0,857.698277431,7351.3268094
820.0 and 47.0 + 470.0 + 680.0 + 820.0,858.322463662,6719.081287865
820.0 and 47.0 + 470.0 + 680.0 + 1000.0,858.647576666,7209.955139989
820.0 and 47.0 + 470.0 + 820.0 + 1000.0,859.02626729,7602.654221687
820.0 and 47.0 + 680.0 + 820.0 + 1000.0,860.0533572,8168.140899333
820.0 and 100.0 + 220.0 + 330.0 + 470.0,870.752617801,4643.737326922
820.0 and 100.0 + 220.0 + 330.0 + 680.0,872.503509593,5209.224004568
820.0 and 100.0 + 220.0 + 330.0 + 820.0,873.204876131,5601.923086267
820.0 and 100.0 + 220.0 + 330.0 + 1000.0,873.83360522,6092.79693839
820.0 and 100.0 + 220.0 + 470.0 + 680.0,875.115542596,5460.551416855
820.0 and 100.0 + 220.0 + 470.0 + 820.0,875.888944551,5853.250498554
820.0 and 100.0 + 220.0 + 470.0 + 1000.0,876.583123564,6344.124350678
820.0 and 100.0 + 220.0 + 680.0 + 820.0,878.019599682,6418.7371762
820.0 and 100.0 + 220.0 + 680.0 + 1000.0,878.768070396,6909.611028324
820.0 and 100.0 + 220.0 + 820.0 + 1000.0,879.648194683,7302.310110022
820.0 and 100.0 + 330.0 + 470.0 + 680.0,880.137531503,5636.480605456
820.0 and 100.0 + 330.0 + 470.0 + 820.0,881.0594742,6029.179687155
820.0 and 100.0 + 330.0 + 470.0 + 1000.0,881.888990862,6520.053539279
820.0 and 100.0 + 330.0 + 680.0 + 820.0,883.611598932,6594.666364801
820.0 and 100.0 + 330.0 + 680.0 + 1000.0,884.512419503,7085.540216925
820.0 and 100.0 + 330.0 + 820.0 + 1000.0,885.574565017,7478.239298624
820.0 and 100.0 + 470.0 + 680.0 + 820.0,887.486583645,6845.993777089
820.0 and 100.0 + 470.0 + 680.0 + 1000.0,888.501371742,7336.867629212
820.0 and 100.0 + 470.0 + 820.0 + 1000.0,889.700148298,7729.566710911
820.0 and 100.0 + 680.0 + 820.0 + 1000.0,893.045483127,8295.053388557
820.0 and 220.0 + 330.0 + 470.0 + 680.0,909.493423844,5871.636669559
820.0 and 220.0 + 330.0 + 470.0 + 820.0,911.550532681,6264.335751258
820.0 and 220.0 + 330.0 + 470.0 + 1000.0,913.428106741,6755.209603381
820.0 and 220.0 + 330.0 + 680.0 + 820.0,917.410269984,6829.822428904
820.0 and 220.0 + 330.0 + 680.0 + 1000.0,919.538679915,7320.696281028
820.0 and 220.0 + 330.0 + 820.0 + 1000.0,922.090092809,7713.395362726
820.0 and 220.0 + 470.0 + 680.0 + 820.0,926.800927675,7081.149841191
820.0 and 220.0 + 470.0 + 680.0 + 1000.0,929.364889752,7572.023693315
820.0 and 220.0 + 470.0 + 820.0 + 1000.0,932.45271808,7964.722775014
820.0 and 220.0 + 680.0 + 820.0 + 1000.0,941.424725223,8530.20945266
820.0 and 330.0 + 470.0 + 680.0 + 820.0,947.419975543,7257.079029792
820.0 and 330.0 + 470.0 + 680.0 + 1000.0,951.086496107,7747.952881916
820.0 and 330.0 + 470.0 + 820.0 + 1000.0,955.547735116,8140.651963615
820.0 and 330.0 + 680.0 + 820.0 + 1000.0,968.800590001,8706.138641261
820.0 and 470.0 + 680.0 + 820.0 + 1000.0,991.887461697,8957.466053548
820.0 and 47.0 + 100.0 + 220.0 + 330.0 + 470.0,844.402139711,4859.721821856
820.0 and 47.0 + 100.0 + 220.0 + 330.0 + 680.0,844.799778028,5425.208499503
820.0 and 47.0 + 100.0 + 220.0 + 330.0 + 820.0,844.955164606,5817.907581201
820.0 and 47.0 + 100.0 + 220.0 + 330.0 + 1000.0,845.092621055,6308.781433325
820.0 and 47.0 + 100.0 + 220.0 + 470.0 + 680.0,845.367641753,5676.53591179
820.0 and 47.0 + 100.0 + 220.0 + 470.0 + 820.0,845.530249196,6069.234993488
820.0 and 47.0 + 100.0 + 220.0 + 470.0 + 1000.0,845.674132194,6560.108845612
820.0 and 47.0 + 100.0 + 220.0 + 680.0 + 820.0,845.965831076,6634.721671135
820.0 and 47.0 + 100.0 + 220.0 + 680.0 + 1000.0,846.114679962,7125.595523258
820.0 and 47.0 + 100.0 + 220.0 + 820.0 + 1000.0,846.287038036,7518.294604957
820.0 and 47.0 + 100.0 + 330.0 + 470.0 + 680.0,846.381641811,5852.465100391
820.0 and 47.0 + 100.0 + 330.0 + 470.0 + 820.0,846.557553686,6245.16418209
820.0 and 47.0 + 100.0 + 330.0 + 470.0 + 1000.0,846.713284304,6736.038034213
820.0 and 47.0 + 100.0 + 330.0 + 680.0 + 820.0,847.029219166,6810.650859736
820.0 and 47.0 + 100.0 + 330.0 + 680.0 + 1000.0,847.190547297,7301.524711859
820.0 and 47.0 + 100.0 + 330.0 + 820.0 + 1000.0,847.377450273,7694.223793558
820.0 and 47.0 + 100.0 + 470.0 + 680.0 + 820.0,847.705162739,7061.978272023
820.0 and 47.0 + 100.0 + 470.0 + 680.0 + 1000.0,847.874686017,7552.852124146
820.0 and 47.0 + 100.0 + 470.0 + 820.0 + 1000.0,848.071146591,7945.551205845
820.0 and 47.0 + 100.0 + 680.0 + 820.0 + 1000.0,848.598641261,8511.037883491
820.0 and 47.0 + 220.0 + 330.0 + 470.0 + 680.0,850.816070124,6087.621164494
820.0 and 47.0 + 220.0 + 330.0 + 470.0 + 820.0,851.056358664,6480.320246192
820.0 and 47.0 + 220.0 + 330.0 + 470.0 + 1000.0,851.269530856,6971.194098316
820.0 and 47.0 + 220.0 + 330.0 + 680.0 + 820.0,851.703303995,7045.806923839
820.0 and 47.0 + 220.0 + 330.0 + 680.0 + 1000.0,851.925481782,7536.680775962
820.0 and 47.0 + 220.0 + 330.0 + 820.0 + 1000.0,852.183455464,7929.379857661
820.0 and 47.0 + 220.0 + 470.0 + 680.0 + 820.0,852.637277789,7297.134336126
820.0 and 47.0 + 220.0 + 470.0 + 680.0 + 1000.0,852.87278766,7788.008188249
820.0 and 47.0 + 220.0 + 470.0 + 820.0 + 1000.0,853.14636347,8180.707269948
820.0 and 47.0 + 220.0 + 680.0 + 820.0 + 1000.0,853.8843485,8746.193947594
820.0 and 47.0 + 330.0 + 470.0 + 680.0 + 820.0,854.335166209,7473.063524727
820.0 and 47.0 + 330.0 + 470.0 + 680.0 + 1000.0,854.595915197,7963.93737685
820.0 and 47.0 + 330.0 + 470.0 + 820.0 + 1000.0,854.899055562,8356.636458549
820.0 and 47.0 + 330.0 + 680.0 + 820.0 + 1000.0,855.718113669,8922.123136195
820.0 and 47.0 + 470.0 + 680.0 + 820.0 + 1000.0,856.908056026,9173.450548482
820.0 and 100.0 + 220.0 + 330.0 + 470.0 + 680.0,867.227720112,6214.533653717
820.0 and 100.0 + 220.0 + 330.0 + 470.0 + 820.0,867.794454758,6607.232735416
820.0 and 100.0 + 220.0 + 330.0 + 470.0 + 1000.0,868.301205194,7098.106587539
820.0 and 100.0 + 220.0 + 330.0 + 680.0 + 820.0,869.344074142,7172.719413062
820.0 and 100.0 + 220.0 + 330.0 + 680.0 + 1000.0,869.884403343,7663.593265185
820.0 and 100.0 + 220.0 + 330.0 + 820.0 + 1000.0,870.517119068,8056.292346884
820.0 and 100.0 + 220.0 + 470.0 + 680.0 + 820.0,871.644317497,7424.046825349
820.0 and 100.0 + 220.0 + 470.0 + 680.0 + 1000.0,872.236499578,7914.920677472
820.0 and 100.0 + 220.0 + 470.0 + 820.0 + 1000.0,872.930703404,8307.619759171
820.0 and 100.0 + 220.0 + 680.0 + 820.0 + 1000.0,874.837925214,8873.106436817
820.0 and 100.0 + 330.0 + 470.0 + 680.0 + 820.0,876.028488807,7599.97601395
820.0 and 100.0 + 330.0 + 470.0 + 680.0 + 1000.0,876.726160254,8090.849866074
820.0 and 100.0 + 330.0 + 470.0 + 820.0 + 1000.0,877.545760331,8483.548947772
820.0 and 100.0 + 330.0 + 680.0 + 820.0 + 1000.0,879.807169268,9049.035625418
820.0 and 100.0 + 470.0 + 680.0 + 820.0 + 1000.0,883.220076654,9300.363037706
820.0 and 220.0 + 330.0 + 470.0 + 680.0 + 820.0,900.687342677,7835.132078053
820.0 and 220.0 + 330.0 + 470.0 + 680.0 + 1000.0,902.142234074,8326.005930176
820.0 and 220.0 + 330.0 + 470.0 + 820.0 + 1000.0,903.872005867,8718.705011875
820.0 and 220.0 + 330.0 + 680.0 + 820.0 + 1000.0,908.763767434,9284.191689521
820.0 and 220.0 + 470.0 + 680.0 + 820.0 + 1000.0,916.495155547,9535.519101808
820.0 and 330.0 + 470.0 + 680.0 + 820.0 + 1000.0,933.019086327,9711.448290409
47.0 || 100.0 and 47.0,194.0,774.865974026
47.0 || 100.0 and 100.0,247.0,901.77846325
47.0 || 100.0 and 220.0,367.0,1136.934527353
47.0 || 100.0 and 330.0,477.0,1312.863715954
47.0 || 100.0 and 470.0,617.0,1564.191128241
47.0 || 100.0 and 680.0,827.0,2129.677805887
47.0 || 100.0 and 820.0,967.0,2522.376887586
47.0 || 100.0 and 47.0 + 100.0,178.972789116,1117.762958184
47.0 || 100.0 and 47.0 + 220.0,185.72659176,1352.919022287
47.0 || 100.0 and 47.0 + 330.0,188.140583554,1528.848210888
47.0 || 100.0 and 47.0 + 470.0,189.727272727,1780.175623175
47.0 || 100.0 and 47.0 + 680.0,190.961485557,2345.662300821
47.0 || 100.0 and 47.0 + 820.0,191.452133795,2738.36138252
47.0 || 100.0 and 47.0 + 1000.0,191.890162369,3229.235234643
47.0 || 100.0 and 100.0 + 220.0,215.75,1479.83151151
47.0 || 100.0 and 100.0 + 330.0,223.744186047,1655.760700111
47.0 || 100.0 and 100.0 + 470.0,229.456140351,1907.088112398
47.0 || 100.0 and 100.0 + 680.0,234.179487179,2472.574790045
47.0 || 100.0 and 100.0 + 820.0,236.130434783,2865.273871743
47.0 || 100.0 and 100.0 + 1000.0,237.909090909,3356.147723867
47.0 || 100.0 and 220.0 + 330.0,279.0,1890.916764214
47.0 || 100.0 and 220.0 + 470.0,296.855072464,2142.244176501
47.0 || 100.0 and 220.0 + 680.0,313.222222222,2707.730854147
47.0 || 100.0 and 220.0 + 820.0,320.461538462,3100.429935846
47.0 || 100.0 and 220.0 + 1000.0,327.327868852,3591.30378797
47.0 || 100.0 and 330.0 + 470.0,340.875,2318.173365102
47.0 || 100.0 and 330.0 + 680.0,369.178217822,2883.660042748
47.0 || 100.0 and 330.0 + 820.0,382.304347826,3276.359124447
47.0 || 100.0 and 330.0 + 1000.0,395.120300752,3767.232976571
47.0 || 100.0 and 470.0 + 680.0,424.913043478,3134.987455036
47.0 || 100.0 and 470.0 + 820.0,445.759689922,3527.686536734
47.0 || 100.0 and 470.0 + 1000.0,466.727891156,4018.560388858
47.0 || 100.0 and 680.0 + 820.0,518.733333333,4093.173214381
47.0 || 100.0 and 680.0 + 1000.0,551.761904762,4584.047066504
47.0 || 100.0 and 820.0 + 1000.0,597.549450549,4976.746148203
47.0 || 100.0 and 47.0 + 100.0 + 220.0,174.915766739,1695.816006445
47.0 || 100.0 and 47.0 + 100.0 + 330.0,176.148656268,1871.745195046
47.0 || 100.0 and 47.0 + 100.0 + 470.0,176.936305732,2123.072607333
47.0 || 100.0 and 47.0 + 100.0 + 680.0,177.536976878,2688.559284979
47.0 || 100.0 and 47.0 + 100.0 + 820.0,177.772916001,3081.258366678
47.0 || 100.0 and 47.0 + 100.0 + 1000.0,177.982201714,3572.132218801
47.0 || 100.0 and 47.0 + 220.0 + 330.0,181.659217877,2106.901259148
47.0 || 100.0 and 47.0 + 220.0 + 470.0,182.778546713,2358.228671436
47.0 || 100.0 and 47.0 + 220.0 + 680.0,183.639916623,2923.715349082
47.0 || 100.0 and 47.0 + 220.0 + 820.0,183.980111654,3316.41443078
47.0 || 100.0 and 47.0 + 220.0 + 1000.0,184.282757626,3807.288282904
47.0 || 100.0 and 47.0 + 330.0 + 470.0,184.829268293,2534.157860037
47.0 || 100.0 and 47.0 + 330.0 + 680.0,185.793541031,3099.644537683
47.0 || 100.0 and 47.0 + 330.0 + 820.0,186.175111659,3492.343619381
47.0 || 100.0 and 47.0 + 330.0 + 1000.0,186.514916817,3983.217471505
47.0 || 100.0 and 47.0 + 470.0 + 680.0,187.201257862,3350.97194997
47.0 || 100.0 and 47.0 + 470.0 + 820.0,187.611169652,3743.671031669
47.0 || 100.0 and 47.0 + 470.0 + 1000.0,187.976460331,4234.544883792
47.0 || 100.0 and 47.0 + 680.0 + 820.0,188.724566152,4309.157709315
47.0 || 100.0 and 47.0 + 680.0 + 1000.0,189.11025614,4800.031561438
47.0 || 100.0 and 47.0 + 820.0 + 1000.0,189.560240299,5192.730643137
47.0 || 100.0 and 100.0 + 220.0 + 330.0,203.896551724,2233.813748372
47.0 || 100.0 and 100.0 + 220.0 + 470.0,206.976798144,2485.141160659
47.0 || 100.0 and 100.0 + 220.0 + 680.0,209.437395659,3050.627838305
47.0 || 100.0 and 100.0 + 220.0 + 820.0,210.431786217,3443.326920004
47.0 || 100.0 and 100.0 + 220.0 + 1000.0,211.32748538,3934.200772127
47.0 || 100.0 and 100.0 + 330.0 + 470.0,212.97192684,2661.07034926
47.0 || 100.0 and 100.0 + 330.0 + 680.0,215.961278427,3226.557026906
47.0 || 100.0 and 100.0 + 330.0 + 820.0,217.176348548,3619.256108605
47.0 || 100.0 and 100.0 + 330.0 + 1000.0,218.274298056,4110.129960728
47.0 || 100.0 and 100.0 + 470.0 + 680.0,220.538886332,3477.884439193
47.0 || 100.0 and 100.0 + 470.0 + 820.0,221.922239502,3870.583520892
47.0 || 100.0 and 100.0 + 470.0 + 1000.0,223.175040519,4361.457373015
47.0 || 100.0 and 100.0 + 680.0 + 820.0,225.801582815,4436.070198538
47.0 || 100.0 and 100.0 + 680.0 + 1000.0,227.188679245,4926.944050662
47.0 || 100.0 and 100.0 + 820.0 + 1000.0,228.836327345,5319.64313236
47.0 || 100.0 and 220.0 + 330.0 + 470.0,250.056478405,2896.226413363
47.0 || 100.0 and 220.0 + 330.0 + 680.0,257.541871921,3461.713091009
47.0 || 100.0 and 220.0 + 330.0 + 820.0,260.697478992,3854.412172708
47.0 || 100.0 and 220.0 + 330.0 + 1000.0,263.607773852,4345.286024831
47.0 || 100.0 and 220.0 + 470.0 + 680.0,269.794271743,3713.040503296
47.0 || 100.0 and 220.0 + 470.0 + 820.0,273.700537956,4105.739584995
47.0 || 100.0 and 220.0 + 470.0 + 1000.0,277.325182758,4596.613437118
47.0 || 100.0 and 220.0 + 680.0 + 820.0,285.206399279,4671.226262641
47.0 || 100.0 and 220.0 + 680.0 + 1000.0,289.530487805,5162.100114764
47.0 || 100.0 and 220.0 + 820.0 + 1000.0,294.820386758,5554.799196463
47.0 || 100.0 and 330.0 + 470.0 + 680.0,297.862537548,3888.969691897
47.0 || 100.0 and 330.0 + 470.0 + 820.0,303.801873998,4281.668773596
47.0 || 100.0 and 330.0 + 470.0 + 1000.0,309.391372631,4772.542625719
47.0 || 100.0 and 330.0 + 680.0 + 820.0,321.812844385,4847.155451242
47.0 || 100.0 and 330.0 + 680.0 + 1000.0,328.788723266,5338.029303365
47.0 || 100.0 and 330.0 + 820.0 + 1000.0,337.482894552,5730.728385064
47.0 || 100.0 and 470.0 + 680.0 + 820.0,354.565341359,5098.482863529
47.0 || 100.0 and 470.0 + 680.0 + 1000.0,364.474142624,5589.356715653
47.0 || 100.0 and 470.0 + 820.0 + 1000.0,377.034618599,5982.055797351
47.0 || 100.0 and 680.0 + 820.0 + 1000.0,417.99533437,6547.542474998
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 330.0,172.738466645,2449.798243306
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 470.0,173.350662589,2701.125655593
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 680.0,173.814943633,3266.612333239
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 820.0,173.996701351,3659.311414938
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 1000.0,174.157640385,4150.185267062
47.0 || 100.0 and 47.0 + 100.0 + 330.0 + 470.0,174.446469651,2877.054844194
47.0 || 100.0 and 47.0 + 100.0 + 330.0 + 680.0,174.950537714,3442.54152184
47.0 || 100.0 and 47.0 + 100.0 + 330.0 + 820.0,175.148072735,3835.240603539
47.0 || 100.0 and 47.0 + 100.0 + 330.0 + 1000.0,175.323076642,4326.114455663
47.0 || 100.0 and 47.0 + 100.0 + 470.0 + 680.0,175.673963754,3693.868934128
47.0 || 100.0 and 47.0 + 100.0 + 470.0 + 820.0,175.881894484,4086.568015826
47.0 || 100.0 and 47.0 + 100.0 + 470.0 + 1000.0,176.066171923,4577.44186795
47.0 || 100.0 and 47.0 + 100.0 + 680.0 + 820.0,176.44060249,4652.054693472
47.0 || 100.0 and 47.0 + 100.0 + 680.0 + 1000.0,176.632102062,5142.928545596
47.0 || 100.0 and 47.0 + 100.0 + 820.0 + 1000.0,176.854214758,5535.627627295
47.0 || 100.0 and 47.0 + 220.0 + 330.0 + 470.0,179.278876171,3112.210908297
47.0 || 100.0 and 47.0 + 220.0 + 330.0 + 680.0,179.978330884,3677.697585943
47.0 || 100.0 and 47.0 + 220.0 + 330.0 + 820.0,180.253673587,4070.396667642
47.0 || 100.0 and 47.0 + 220.0 + 330.0 + 1000.0,180.498196583,4561.270519765
47.0 || 100.0 and 47.0 + 220.0 + 470.0 + 680.0,180.990138258,3929.02499823
47.0 || 100.0 and 47.0 + 220.0 + 470.0 + 820.0,181.282710658,4321.724079929
47.0 || 100.0 and 47.0 + 220.0 + 470.0 + 1000.0,181.54266052,4812.597932053
47.0 || 100.0 and 47.0 + 220.0 + 680.0 + 820.0,182.072766337,4887.210757575
47.0 || 100.0 and 47.0 + 220.0 + 680.0 + 1000.0,182.344883055,5378.084609699
47.0 || 100.0 and 47.0 + 220.0 + 820.0 + 1000.0,182.661350915,5770.783691397
47.0 || 100.0 and 47.0 + 330.0 + 470.0 + 680.0,182.835683463,4104.954186831
47.0 || 100.0 and 47.0 + 330.0 + 470.0 + 820.0,183.161041767,4497.65326853
47.0 || 100.0 and 47.0 + 330.0 + 470.0 + 1000.0,183.450377194,4988.527120654
47.0 || 100.0 and 47.0 + 330.0 + 680.0 + 820.0,184.041153811,5063.139946176
47.0 || 100.0 and 47.0 + 330.0 + 680.0 + 1000.0,184.34480385,5554.0137983
47.0 || 100.0 and 47.0 + 330.0 + 820.0 + 1000.0,184.698277431,5946.712879998
47.0 || 100.0 and 47.0 + 470.0 + 680.0 + 820.0,185.322463662,5314.467358464
47.0 || 100.0 and 47.0 + 470.0 + 680.0 + 1000.0,185.647576666,5805.341210587
47.0 || 100.0 and 47.0 + 470.0 + 820.0 + 1000.0,186.02626729,6198.040292286
47.0 || 100.0 and 47.0 + 680.0 + 820.0 + 1000.0,187.0533572,6763.526969932
47.0 || 100.0 and 100.0 + 220.0 + 330.0 + 470.0,197.752617801,3239.12339752
47.0 || 100.0 and 100.0 + 220.0 + 330.0 + 680.0,199.503509593,3804.610075167
47.0 || 100.0 and 100.0 + 220.0 + 330.0 + 820.0,200.204876131,4197.309156865
47.0 || 100.0 and 100.0 + 220.0 + 330.0 + 1000.0,200.83360522,4688.183008989
47.0 || 100.0 and 100.0 + 220.0 + 470.0 + 680.0,202.115542596,4055.937487454
47.0 || 100.0 and 100.0 + 220.0 + 470.0 + 820.0,202.888944551,4448.636569153
47.0 || 100.0 and 100.0 + 220.0 + 470.0 + 1000.0,203.583123564,4939.510421276
47.0 || 100.0 and 100.0 + 220.0 + 680.0 + 820.0,205.019599682,5014.123246799
47.0 || 100.0 and 100.0 + 220.0 + 680.0 + 1000.0,205.768070396,5504.997098922
47.0 || 100.0 and 100.0 + 220.0 + 820.0 + 1000.0,206.648194683,5897.696180621
47.0 || 100.0 and 100.0 + 330.0 + 470.0 + 680.0,207.137531503,4231.866676055
47.0 || 100.0 and 100.0 + 330.0 + 470.0 + 820.0,208.0594742,4624.565757754
47.0 || 100.0 and 100.0 + 330.0 + 470.0 + 1000.0,208.888990862,5115.439609877
47.0 || 100.0 and 100.0 + 330.0 + 680.0 + 820.0,210.611598932,5190.0524354
47.0 || 100.0 and 100.0 + 330.0 + 680.0 + 1000.0,211.512419503,5680.926287523
47.0 || 100.0 and 100.0 + 330.0 + 820.0 + 1000.0,212.574565017,6073.625369222
47.0 || 100.0 and 100.0 + 470.0 + 680.0 + 820.0,214.486583645,5441.379847687
47.0 || 100.0 and 100.0 + 470.0 + 680.0 + 1000.0,215.501371742,5932.25369981
47.0 || 100.0 and 100.0 + 470.0 + 820.0 + 1000.0,216.700148298,6324.952781509
47.0 || 100.0 and 100.0 + 680.0 + 820.0 + 1000.0,220.045483127,6890.439459155
47.0 || 100.0 and 220.0 + 330.0 + 470.0 + 680.0,236.493423844,4467.022740158
47.0 || 100.0 and 220.0 + 330.0 + 470.0 + 820.0,238.550532681,4859.721821856
47.0 || 100.0 and 220.0 + 330.0 + 470.0 + 1000.0,240.428106741,5350.59567398
47.0 || 100.0 and 220.0 + 330.0 + 680.0 + 820.0,244.410269984,5425.208499503
47.0 || 100.0 and 220.0 + 330.0 + 680.0 + 1000.0,246.538679915,5916.082351626
47.0 || 100.0 and 220.0 + 330.0 + 820.0 + 1000.0,249.090092809,6308.781433325
47.0 || 100.0 and 220.0 + 470.0 + 680.0 + 820.0,253.800927675,5676.53591179
47.0 || 100.0 and 220.0 + 470.0 + 680.0 + 1000.0,256.364889752,6167.409763913
47.0 || 100.0 and 220.0 + 470.0 + 820.0 + 1000.0,259.45271808,6560.108845612
47.0 || 100.0 and 220.0 + 680.0 + 820.0 + 1000.0,268.424725223,7125.595523258
47.0 || 100.0 and 330.0 + 470.0 + 680.0 + 820.0,274.419975543,5852.465100391
47.0 || 100.0 and 330.0 + 470.0 + 680.0 + 1000.0,278.086496107,6343.338952514
47.0 || 100.0 and 330.0 + 470.0 + 820.0 + 1000.0,282.547735116,6736.038034213
47.0 || 100.0 and 330.0 + 680.0 + 820.0 + 1000.0,295.800590001,7301.524711859
47.0 || 100.0 and 470.0 + 680.0 + 820.0 + 1000.0,318.887461697,7552.852124146
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 330.0 + 470.0,171.402139711,3455.107892455
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 330.0 + 680.0,171.799778028,4020.594570101
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 330.0 + 820.0,171.955164606,4413.2936518
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 330.0 + 1000.0,172.092621055,4904.167503923
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 470.0 + 680.0,172.367641753,4271.921982388
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 470.0 + 820.0,172.530249196,4664.621064087
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 470.0 + 1000.0,172.674132194,5155.49491621
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 680.0 + 820.0,172.965831076,5230.107741733
