Combination,Cap(uF),Total_Volume(mm^2)
100.0 and 47.0 + 100.0 + 1500.0 + 1800.0,130.770349895,7651.293929947
100.0 and 47.0 + 100.0 + 1500.0 + 2200.0,130.866285896,8264.886245101
100.0 and 47.0 + 100.0 + 1500.0 + 2700.0,130.946690728,8996.288284765
100.0 and 47.0 + 100.0 + 1800.0 + 2200.0,130.97250882,8878.478560255
100.0 and 47.0 + 100.0 + 1800.0 + 2700.0,131.053468739,9609.880599919
100.0 and 47.0 + 100.0 + 2200.0 + 2700.0,131.151181085,10223.472915073
100.0 and 47.0 + 220.0 + 330.0 + 470.0,132.278876171,2896.226413363
100.0 and 47.0 + 220.0 + 330.0 + 680.0,132.978330884,3461.713091009
100.0 and 47.0 + 220.0 + 330.0 + 820.0,133.253673587,3854.412172708
100.0 and 47.0 + 220.0 + 330.0 + 1000.0,133.498196583,4345.286024831
100.0 and 47.0 + 220.0 + 330.0 + 1500.0,133.876463393,4958.878339985
100.0 and 47.0 + 220.0 + 330.0 + 1800.0,134.004457924,5572.47065514
100.0 and 47.0 + 220.0 + 330.0 + 2200.0,134.121658783,6186.062970294
100.0 and 47.0 + 220.0 + 330.0 + 2700.0,134.219945087,6917.465009958
100.0 and 47.0 + 220.0 + 470.0 + 680.0,133.990138258,3713.040503296
100.0 and 47.0 + 220.0 + 470.0 + 820.0,134.282710658,4105.739584995
100.0 and 47.0 + 220.0 + 470.0 + 1000.0,134.54266052,4596.613437118
100.0 and 47.0 + 220.0 + 470.0 + 1500.0,134.945025234,5210.205752273
100.0 and 47.0 + 220.0 + 470.0 + 1800.0,135.081237984,5823.798067427
100.0 and 47.0 + 220.0 + 470.0 + 2200.0,135.205992509,6437.390382581
100.0 and 47.0 + 220.0 + 470.0 + 2700.0,135.310634423,7168.792422245
100.0 and 47.0 + 220.0 + 680.0 + 820.0,135.072766337,4671.226262641
100.0 and 47.0 + 220.0 + 680.0 + 1000.0,135.344883055,5162.100114764
100.0 and 47.0 + 220.0 + 680.0 + 1500.0,135.766267907,5775.692429919
100.0 and 47.0 + 220.0 + 680.0 + 1800.0,135.908971228,6389.284745073
100.0 and 47.0 + 220.0 + 680.0 + 2200.0,136.039693279,7002.877060227
100.0 and 47.0 + 220.0 + 680.0 + 2700.0,136.149357569,7734.279099891
100.0 and 47.0 + 220.0 + 820.0 + 1000.0,135.661350915,5554.799196463
100.0 and 47.0 + 220.0 + 820.0 + 1500.0,136.090361261,6168.391511617
100.0 and 47.0 + 220.0 + 820.0 + 1800.0,136.235667743,6781.983826772
100.0 and 47.0 + 220.0 + 820.0 + 2200.0,136.368783618,7395.576141926
100.0 and 47.0 + 220.0 + 820.0 + 2700.0,136.480462916,8126.97818159
100.0 and 47.0 + 220.0 + 1000.0 + 1500.0,136.378562214,6659.265363741
100.0 and 47.0 + 220.0 + 1000.0 + 1800.0,136.52620341,7272.857678895
100.0 and 47.0 + 220.0 + 1000.0 + 2200.0,136.661466459,7886.449994049
100.0 and 47.0 + 220.0 + 1000.0 + 2700.0,136.774953304,8617.852033713
100.0 and 47.0 + 220.0 + 1500.0 + 1800.0,136.976405986,7886.449994049
100.0 and 47.0 + 220.0 + 1500.0 + 2200.0,137.115030271,8500.042309204
100.0 and 47.0 + 220.0 + 1500.0 + 2700.0,137.231346986,9231.444348867
100.0 and 47.0 + 220.0 + 1800.0 + 2200.0,137.268722467,9113.634624358
100.0 and 47.0 + 220.0 + 1800.0 + 2700.0,137.386006026,9845.036664022
100.0 and 47.0 + 220.0 + 2200.0 + 2700.0,137.527724383,10458.628979176
100.0 and 47.0 + 330.0 + 470.0 + 680.0,135.835683463,3888.969691897
100.0 and 47.0 + 330.0 + 470.0 + 820.0,136.161041767,4281.668773596
100.0 and 47.0 + 330.0 + 470.0 + 1000.0,136.450377194,4772.542625719
100.0 and 47.0 + 330.0 + 470.0 + 1500.0,136.898701052,5386.134940874
100.0 and 47.0 + 330.0 + 470.0 + 1800.0,137.050603177,5999.727256028
100.0 and 47.0 + 330.0 + 470.0 + 2200.0,137.189785397,6613.319571182
100.0 and 47.0 + 330.0 + 470.0 + 2700.0,137.306571879,7344.721610846
100.0 and 47.0 + 330.0 + 680.0 + 820.0,137.041153811,4847.155451242
100.0 and 47.0 + 330.0 + 680.0 + 1000.0,137.34480385,5338.029303365
100.0 and 47.0 + 330.0 + 680.0 + 1500.0,137.815541848,5951.62161852
100.0 and 47.0 + 330.0 + 680.0 + 1800.0,137.975102858,6565.213933674
100.0 and 47.0 + 330.0 + 680.0 + 2200.0,138.12133129,7178.806248828
100.0 and 47.0 + 330.0 + 680.0 + 2700.0,138.244051336,7910.208288492
100.0 and 47.0 + 330.0 + 820.0 + 1000.0,137.698277431,5730.728385064
100.0 and 47.0 + 330.0 + 820.0 + 1500.0,138.178026037,6344.320700218
100.0 and 47.0 + 330.0 + 820.0 + 1800.0,138.340667258,6957.913015373
100.0 and 47.0 + 330.0 + 820.0 + 2200.0,138.48973008,7571.505330527
100.0 and 47.0 + 330.0 + 820.0 + 2700.0,138.614837375,8302.907370191
100.0 and 47.0 + 330.0 + 1000.0 + 1500.0,138.500682636,6835.194552342
100.0 and 47.0 + 330.0 + 1000.0 + 1800.0,138.666090512,7448.786867496
100.0 and 47.0 + 330.0 + 1000.0 + 2200.0,138.817699469,8062.37918265
100.0 and 47.0 + 330.0 + 1000.0 + 2700.0,138.944951441,8793.781222314
100.0 and 47.0 + 330.0 + 1500.0 + 1800.0,139.17095305,8062.37918265
100.0 and 47.0 + 330.0 + 1500.0 + 2200.0,139.326554933,8675.971497805
100.0 and 47.0 + 330.0 + 1500.0 + 2700.0,139.457170639,9407.373537468
100.0 and 47.0 + 330.0 + 1800.0 + 2200.0,139.499151104,9289.563812959
100.0 and 47.0 + 330.0 + 1800.0 + 2700.0,139.630917737,10020.965852623
100.0 and 47.0 + 330.0 + 2200.0 + 2700.0,139.790202813,10634.558167777
100.0 and 47.0 + 470.0 + 680.0 + 820.0,138.322463662,5098.482863529
100.0 and 47.0 + 470.0 + 680.0 + 1000.0,138.647576666,5589.356715653
100.0 and 47.0 + 470.0 + 680.0 + 1500.0,139.151952698,6202.949030807
100.0 and 47.0 + 470.0 + 680.0 + 1800.0,139.32301635,6816.541345961
100.0 and 47.0 + 470.0 + 680.0 + 2200.0,139.479831102,7430.133661115
100.0 and 47.0 + 470.0 + 680.0 + 2700.0,139.611468652,8161.535700779
100.0 and 47.0 + 470.0 + 820.0 + 1000.0,139.02626729,5982.055797351
100.0 and 47.0 + 470.0 + 820.0 + 1500.0,139.540641843,6595.648112506
100.0 and 47.0 + 470.0 + 820.0 + 1800.0,139.715126464,7209.24042766
100.0 and 47.0 + 470.0 + 820.0 + 2200.0,139.875090531,7822.832742814
100.0 and 47.0 + 470.0 + 820.0 + 2700.0,140.009381584,8554.234782478
100.0 and 47.0 + 470.0 + 1000.0 + 1500.0,139.886845827,7086.521964629
100.0 and 47.0 + 470.0 + 1000.0 + 1800.0,140.064406138,7700.114279783
100.0 and 47.0 + 470.0 + 1000.0 + 2200.0,140.227201992,8313.706594938
100.0 and 47.0 + 470.0 + 1000.0 + 2700.0,140.363879258,9045.108634601
100.0 and 47.0 + 470.0 + 1500.0 + 1800.0,140.606700586,8313.706594938
100.0 and 47.0 + 470.0 + 1500.0 + 2200.0,140.773942533,8927.298910092
100.0 and 47.0 + 470.0 + 1500.0 + 2700.0,140.914366778,9658.700949756
100.0 and 47.0 + 470.0 + 1800.0 + 2200.0,140.959507042,9540.891225246
100.0 and 47.0 + 470.0 + 1800.0 + 2700.0,141.101214575,10272.29326491
100.0 and 47.0 + 470.0 + 2200.0 + 2700.0,141.27256331,10885.885580064
100.0 and 47.0 + 680.0 + 820.0 + 1000.0,140.0533572,6547.542474998
100.0 and 47.0 + 680.0 + 820.0 + 1500.0,140.595350559,7161.134790152
100.0 and 47.0 + 680.0 + 820.0 + 1800.0,140.779289397,7774.727105306
100.0 and 47.0 + 680.0 + 820.0 + 2200.0,140.94795896,8388.31942046
100.0 and 47.0 + 680.0 + 820.0 + 2700.0,141.08958646,9119.721460124
100.0 and 47.0 + 680.0 + 1000.0 + 1500.0,140.960355434,7652.008642275
100.0 and 47.0 + 680.0 + 1000.0 + 1800.0,141.14762447,8265.600957429
100.0 and 47.0 + 680.0 + 1000.0 + 2200.0,141.319361193,8879.193272584
100.0 and 47.0 + 680.0 + 1000.0 + 2700.0,141.463574021,9610.595312248
100.0 and 47.0 + 680.0 + 1500.0 + 1800.0,141.719848692,8879.193272584
100.0 and 47.0 + 680.0 + 1500.0 + 2200.0,141.896405429,9492.785587738
100.0 and 47.0 + 680.0 + 1500.0 + 2700.0,142.04468161,10224.187627402
100.0 and 47.0 + 680.0 + 1800.0 + 2200.0,142.0923519,10106.377902892
100.0 and 47.0 + 680.0 + 1800.0 + 2700.0,142.242020756,10837.779942556
100.0 and 47.0 + 680.0 + 2200.0 + 2700.0,142.423034362,11451.37225771
100.0 and 47.0 + 820.0 + 1000.0 + 1500.0,141.385975588,8044.707723974
100.0 and 47.0 + 820.0 + 1000.0 + 1800.0,141.577165762,8658.300039128
100.0 and 47.0 + 820.0 + 1000.0 + 2200.0,141.752514369,9271.892354282
100.0 and 47.0 + 820.0 + 1000.0 + 2700.0,141.899772015,10003.294393946
100.0 and 47.0 + 820.0 + 1500.0 + 1800.0,142.1614841,9271.892354282
100.0 and 47.0 + 820.0 + 1500.0 + 2200.0,142.341806666,9885.484669437
100.0 and 47.0 + 820.0 + 1500.0 + 2700.0,142.493257955,10616.886709101
100.0 and 47.0 + 820.0 + 1800.0 + 2200.0,142.541951453,10499.076984591
100.0 and 47.0 + 820.0 + 1800.0 + 2700.0,142.694840496,11230.479024255
100.0 and 47.0 + 820.0 + 2200.0 + 2700.0,142.879764203,11844.071339409
100.0 and 47.0 + 1000.0 + 1500.0 + 1800.0,142.555331992,9762.766206406
100.0 and 47.0 + 1000.0 + 1500.0 + 2200.0,142.739046569,10376.35852156
100.0 and 47.0 + 1000.0 + 1500.0 + 2700.0,142.893358121,11107.760561224
100.0 and 47.0 + 1000.0 + 1800.0 + 2200.0,142.942973429,10989.950836714
100.0 and 47.0 + 1000.0 + 1800.0 + 2700.0,143.098763755,11721.352876378
100.0 and 47.0 + 1000.0 + 2200.0 + 2700.0,143.287210752,12334.945191532
100.0 and 47.0 + 1500.0 + 1800.0 + 2200.0,143.566599876,11603.543151869
100.0 and 47.0 + 1500.0 + 1800.0 + 2700.0,143.726956342,12334.945191532
100.0 and 47.0 + 1500.0 + 2200.0 + 2700.0,143.920949214,12948.537506687
100.0 and 47.0 + 1800.0 + 2200.0 + 2700.0,144.136339204,13562.129821841
100.0 and 100.0 + 220.0 + 330.0 + 470.0,150.752617801,3023.138902586
100.0 and 100.0 + 220.0 + 330.0 + 680.0,152.503509593,3588.625580232
100.0 and 100.0 + 220.0 + 330.0 + 820.0,153.204876131,3981.324661931
100.0 and 100.0 + 220.0 + 330.0 + 1000.0,153.83360522,4472.198514054
100.0 and 100.0 + 220.0 + 330.0 + 1500.0,154.817275748,5085.790829209
100.0 and 100.0 + 220.0 + 330.0 + 1800.0,155.153203343,5699.383144363
100.0 and 100.0 + 220.0 + 330.0 + 2200.0,155.462184874,6312.975459517
100.0 and 100.0 + 220.0 + 330.0 + 2700.0,155.722326454,7044.377499181
100.0 and 100.0 + 220.0 + 470.0 + 680.0,155.115542596,3839.95299252
100.0 and 100.0 + 220.0 + 470.0 + 820.0,155.888944551,4232.652074218
100.0 and 100.0 + 220.0 + 470.0 + 1000.0,156.583123564,4723.525926342
100.0 and 100.0 + 220.0 + 470.0 + 1500.0,157.670855953,5337.118241496
100.0 and 100.0 + 220.0 + 470.0 + 1800.0,158.042786752,5950.71055665
100.0 and 100.0 + 220.0 + 470.0 + 2200.0,158.385093168,6564.302871804
100.0 and 100.0 + 220.0 + 470.0 + 2700.0,158.673447942,7295.704911468
100.0 and 100.0 + 220.0 + 680.0 + 820.0,158.019599682,4798.138751864
100.0 and 100.0 + 220.0 + 680.0 + 1000.0,158.768070396,5289.012603988
100.0 and 100.0 + 220.0 + 680.0 + 1500.0,159.942301528,5902.604919142
100.0 and 100.0 + 220.0 + 680.0 + 1800.0,160.344209394,6516.197234296
100.0 and 100.0 + 220.0 + 680.0 + 2200.0,160.714285714,7129.789549451
100.0 and 100.0 + 220.0 + 680.0 + 2700.0,161.026167885,7861.191589114
100.0 and 100.0 + 220.0 + 820.0 + 1000.0,159.648194683,5681.711685687
100.0 and 100.0 + 220.0 + 820.0 + 1500.0,160.858222382,6295.304000841
100.0 and 100.0 + 220.0 + 820.0 + 1800.0,161.272548872,6908.896315995
100.0 and 100.0 + 220.0 + 820.0 + 2200.0,161.654135338,7522.488631149
100.0 and 100.0 + 220.0 + 820.0 + 2700.0,161.975773616,8253.890670813
100.0 and 100.0 + 220.0 + 1000.0 + 1500.0,161.682242991,6786.177852964
100.0 and 100.0 + 220.0 + 1000.0 + 1800.0,162.107904642,7399.770168118
100.0 and 100.0 + 220.0 + 1000.0 + 2200.0,162.5,8013.362483273
100.0 and 100.0 + 220.0 + 1000.0 + 2700.0,162.830547916,8744.764522937
100.0 and 100.0 + 220.0 + 1500.0 + 1800.0,163.420884049,8013.362483273
100.0 and 100.0 + 220.0 + 1500.0 + 2200.0,163.829787234,8626.954798427
100.0 and 100.0 + 220.0 + 1500.0 + 2700.0,164.174589455,9358.356838091
100.0 and 100.0 + 220.0 + 1800.0 + 2200.0,164.285714286,9240.547113581
100.0 and 100.0 + 220.0 + 1800.0 + 2700.0,164.635473341,9971.949153245
100.0 and 100.0 + 220.0 + 2200.0 + 2700.0,165.060240964,10585.541468399
100.0 and 100.0 + 330.0 + 470.0 + 680.0,160.137531503,4015.882181121
100.0 and 100.0 + 330.0 + 470.0 + 820.0,161.0594742,4408.581262819
100.0 and 100.0 + 330.0 + 470.0 + 1000.0,161.888990862,4899.455114943
100.0 and 100.0 + 330.0 + 470.0 + 1500.0,163.192633638,5513.047430097
100.0 and 100.0 + 330.0 + 470.0 + 1800.0,163.639472065,6126.639745251
100.0 and 100.0 + 330.0 + 470.0 + 2200.0,164.051207929,6740.232060405
100.0 and 100.0 + 330.0 + 470.0 + 2700.0,164.398412991,7471.634100069
100.0 and 100.0 + 330.0 + 680.0 + 820.0,163.611598932,4974.067940465
100.0 and 100.0 + 330.0 + 680.0 + 1000.0,164.512419503,5464.941792589
100.0 and 100.0 + 330.0 + 680.0 + 1500.0,165.930191562,6078.534107743
100.0 and 100.0 + 330.0 + 680.0 + 1800.0,166.416732439,6692.126422897
100.0 and 100.0 + 330.0 + 680.0 + 2200.0,166.865315852,7305.718738052
100.0 and 100.0 + 330.0 + 680.0 + 2700.0,167.243790371,8037.120777716
100.0 and 100.0 + 330.0 + 820.0 + 1000.0,165.574565017,5857.640874288
100.0 and 100.0 + 330.0 + 820.0 + 1500.0,167.039936577,6471.233189442
100.0 and 100.0 + 330.0 + 820.0 + 1800.0,167.543056827,7084.825504596
100.0 and 100.0 + 330.0 + 820.0 + 2200.0,168.007036944,7698.41781975
100.0 and 100.0 + 330.0 + 820.0 + 2700.0,168.398584508,8429.819859414
100.0 and 100.0 + 330.0 + 1000.0 + 1500.0,168.041237113,6962.107041565
100.0 and 100.0 + 330.0 + 1000.0 + 1800.0,168.559556787,7575.699356719
100.0 and 100.0 + 330.0 + 1000.0 + 2200.0,169.037656904,8189.291671874
100.0 and 100.0 + 330.0 + 1000.0 + 2700.0,169.441197101,8920.693711538
100.0 and 100.0 + 330.0 + 1500.0 + 1800.0,170.163004961,8189.291671874
100.0 and 100.0 + 330.0 + 1500.0 + 2200.0,170.663811563,8802.883987028
100.0 and 100.0 + 330.0 + 1500.0 + 2700.0,171.086644327,9534.286026692
100.0 and 100.0 + 330.0 + 1800.0 + 2200.0,171.223021583,9416.476302182
100.0 and 100.0 + 330.0 + 1800.0 + 2700.0,171.652593486,10147.878341846
100.0 and 100.0 + 330.0 + 2200.0 + 2700.0,172.174969623,10761.470657
100.0 and 100.0 + 470.0 + 680.0 + 820.0,167.486583645,5225.395352753
100.0 and 100.0 + 470.0 + 680.0 + 1000.0,168.501371742,5716.269204876
100.0 and 100.0 + 470.0 + 680.0 + 1500.0,170.102067675,6329.86152003
100.0 and 100.0 + 470.0 + 680.0 + 1800.0,170.652387502,6943.453835185
100.0 and 100.0 + 470.0 + 680.0 + 2200.0,171.160229941,7557.046150339
100.0 and 100.0 + 470.0 + 680.0 + 2700.0,171.58904246,8288.448190003
100.0 and 100.0 + 470.0 + 820.0 + 1000.0,169.700148298,6108.968286575
100.0 and 100.0 + 470.0 + 820.0 + 1500.0,171.358036883,6722.560601729
100.0 and 100.0 + 470.0 + 820.0 + 1800.0,171.928332953,7336.152916883
100.0 and 100.0 + 470.0 + 820.0 + 2200.0,172.454752098,7949.745232038
100.0 and 100.0 + 470.0 + 820.0 + 2700.0,172.899356882,8681.147271701
100.0 and 100.0 + 470.0 + 1000.0 + 1500.0,172.493573265,7213.434453852
100.0 and 100.0 + 470.0 + 1000.0 + 1800.0,173.082239115,7827.026769007
100.0 and 100.0 + 470.0 + 1000.0 + 2200.0,173.62574765,8440.619084161
100.0 and 100.0 + 470.0 + 1000.0 + 2700.0,174.084885282,9172.021123825
100.0 and 100.0 + 470.0 + 1500.0 + 1800.0,174.907030282,8440.619084161
100.0 and 100.0 + 470.0 + 1500.0 + 2200.0,175.478125456,9054.211399315
100.0 and 100.0 + 470.0 + 1500.0 + 2700.0,175.960732671,9785.613438979
100.0 and 100.0 + 470.0 + 1800.0 + 2200.0,176.11647309,9667.803714469
100.0 and 100.0 + 470.0 + 1800.0 + 2700.0,176.607304558,10399.205754133
100.0 and 100.0 + 470.0 + 2200.0 + 2700.0,177.204723321,11012.798069288
100.0 and 100.0 + 680.0 + 820.0 + 1000.0,173.045483127,6674.454964221
100.0 and 100.0 + 680.0 + 820.0 + 1500.0,174.868416341,7288.047279375
100.0 and 100.0 + 680.0 + 820.0 + 1800.0,175.496449633,7901.639594529
100.0 and 100.0 + 680.0 + 820.0 + 2200.0,176.0766025,8515.231909684
100.0 and 100.0 + 680.0 + 820.0 + 2700.0,176.566918242,9246.633949348
100.0 and 100.0 + 680.0 + 1000.0 + 1500.0,176.119402985,7778.921131499
100.0 and 100.0 + 680.0 + 1000.0 + 1800.0,176.768690416,8392.513446653
100.0 and 100.0 + 680.0 + 1000.0 + 2200.0,177.368638808,9006.105761807
100.0 and 100.0 + 680.0 + 1000.0 + 2700.0,177.875805904,9737.507801471
100.0 and 100.0 + 680.0 + 1500.0 + 1800.0,178.784757981,9006.105761807
100.0 and 100.0 + 680.0 + 1500.0 + 2200.0,179.416761042,9619.698076961
100.0 and 100.0 + 680.0 + 1500.0 + 2700.0,179.951228009,10351.100116625
100.0 and 100.0 + 680.0 + 1800.0 + 2200.0,180.123780052,10233.290392116
100.0 and 100.0 + 680.0 + 1800.0 + 2700.0,180.667838313,10964.692431779
100.0 and 100.0 + 680.0 + 2200.0 + 2700.0,181.330541237,11578.284746934
100.0 and 100.0 + 820.0 + 1000.0 + 1500.0,177.602523659,8171.620213197
100.0 and 100.0 + 820.0 + 1000.0 + 1800.0,178.277471362,8785.212528352
100.0 and 100.0 + 820.0 + 1000.0 + 2200.0,178.901329601,9398.804843506
100.0 and 100.0 + 820.0 + 1000.0 + 2700.0,179.428858434,10130.20688317
100.0 and 100.0 + 820.0 + 1500.0 + 1800.0,180.374646047,9398.804843506
100.0 and 100.0 + 820.0 + 1500.0 + 2200.0,181.032520812,10012.39715866
100.0 and 100.0 + 820.0 + 1500.0 + 2700.0,181.589033019,10743.799198324
100.0 and 100.0 + 820.0 + 1800.0 + 2200.0,181.768734891,10625.989473814
100.0 and 100.0 + 820.0 + 1800.0 + 2700.0,182.335440684,11357.391513478
100.0 and 100.0 + 820.0 + 2200.0 + 2700.0,183.025943477,11970.983828632
100.0 and 100.0 + 1000.0 + 1500.0 + 1800.0,181.818181818,9889.678695629
100.0 and 100.0 + 1000.0 + 1500.0 + 2200.0,182.5,10503.271010783
100.0 and 100.0 + 1000.0 + 1500.0 + 2700.0,183.076923077,11234.673050447
100.0 and 100.0 + 1000.0 + 1800.0 + 2200.0,183.263246426,11116.863325938
100.0 and 100.0 + 1000.0 + 1800.0 + 2700.0,183.850931677,11848.265365602
100.0 and 100.0 + 1000.0 + 2200.0 + 2700.0,184.567198178,12461.857680756
100.0 and 100.0 + 1500.0 + 1800.0 + 2200.0,185.640138408,11730.455641092
100.0 and 100.0 + 1500.0 + 1800.0 + 2700.0,186.261980831,12461.857680756
100.0 and 100.0 + 1500.0 + 2200.0 + 2700.0,187.020216818,13075.44999591
100.0 and 100.0 + 1800.0 + 2200.0 + 2700.0,187.869822485,13689.042311064
100.0 and 220.0 + 330.0 + 470.0 + 680.0,189.493423844,4251.038245223
100.0 and 220.0 + 330.0 + 470.0 + 820.0,191.550532681,4643.737326922
100.0 and 220.0 + 330.0 + 470.0 + 1000.0,193.428106741,5134.611179046
100.0 and 220.0 + 330.0 + 470.0 + 1500.0,196.431236011,5748.2034942
100.0 and 220.0 + 330.0 + 470.0 + 1800.0,197.4756468,6361.795809354
100.0 and 220.0 + 330.0 + 470.0 + 2200.0,198.444938115,6975.388124508
100.0 and 220.0 + 330.0 + 470.0 + 2700.0,199.267529512,7706.790164172
100.0 and 220.0 + 330.0 + 680.0 + 820.0,197.410269984,5209.224004568
100.0 and 220.0 + 330.0 + 680.0 + 1000.0,199.538679915,5700.097856692
100.0 and 220.0 + 330.0 + 680.0 + 1500.0,202.954670582,6313.690171846
100.0 and 220.0 + 330.0 + 680.0 + 1800.0,204.146039604,6927.282487
100.0 and 220.0 + 330.0 + 680.0 + 2200.0,205.253283302,7540.874802154
100.0 and 220.0 + 330.0 + 680.0 + 2700.0,206.194131875,8272.276841818
100.0 and 220.0 + 330.0 + 820.0 + 1000.0,202.090092809,6092.79693839
100.0 and 220.0 + 330.0 + 820.0 + 1500.0,205.686611467,6706.389253545
100.0 and 220.0 + 330.0 + 820.0 + 1800.0,206.942431827,7319.981568699
100.0 and 220.0 + 330.0 + 820.0 + 2200.0,208.110267679,7933.573883853
100.0 and 220.0 + 330.0 + 820.0 + 2700.0,209.10312696,8664.975923517
100.0 and 220.0 + 330.0 + 1000.0 + 1500.0,208.196721311,7197.263105668
100.0 and 220.0 + 330.0 + 1000.0 + 1800.0,209.513274336,7810.855420822
100.0 and 220.0 + 330.0 + 1000.0 + 2200.0,210.738255034,8424.447735977
100.0 and 220.0 + 330.0 + 1000.0 + 2700.0,211.780203237,9155.84977564
100.0 and 220.0 + 330.0 + 1500.0 + 1800.0,213.662456946,8424.447735977
100.0 and 220.0 + 330.0 + 1500.0 + 2200.0,214.982578397,9038.040051131
100.0 and 220.0 + 330.0 + 1500.0 + 2700.0,216.106333073,9769.442090795
100.0 and 220.0 + 330.0 + 1800.0 + 2200.0,216.470588235,9651.632366285
100.0 and 220.0 + 330.0 + 1800.0 + 2700.0,217.623762376,10383.034405949
100.0 and 220.0 + 330.0 + 2200.0 + 2700.0,219.038076152,10996.626721103
100.0 and 220.0 + 470.0 + 680.0 + 820.0,206.800927675,5460.551416855
100.0 and 220.0 + 470.0 + 680.0 + 1000.0,209.364889752,5951.425268979
100.0 and 220.0 + 470.0 + 680.0 + 1500.0,213.502623728,6565.017584133
100.0 and 220.0 + 470.0 + 680.0 + 1800.0,214.952333895,7178.609899287
100.0 and 220.0 + 470.0 + 680.0 + 2200.0,216.302765648,7792.202214442
100.0 and 220.0 + 470.0 + 680.0 + 2700.0,217.452602559,8523.604254106
100.0 and 220.0 + 470.0 + 820.0 + 1000.0,212.45271808,6344.124350678
100.0 and 220.0 + 470.0 + 820.0 + 1500.0,216.832079722,6957.716665832
100.0 and 220.0 + 470.0 + 820.0 + 1800.0,218.368663852,7571.308980986
100.0 and 220.0 + 470.0 + 820.0 + 2200.0,219.801056885,8184.90129614
100.0 and 220.0 + 470.0 + 820.0 + 2700.0,221.021469338,8916.303335804
100.0 and 220.0 + 470.0 + 1000.0 + 1500.0,219.90722845,7448.590517955
100.0 and 220.0 + 470.0 + 1000.0 + 1800.0,221.526326786,8062.18283311
100.0 and 220.0 + 470.0 + 1000.0 + 2200.0,223.036649215,8675.775148264
100.0 and 220.0 + 470.0 + 1000.0 + 2700.0,224.324228039,9407.177187928
100.0 and 220.0 + 470.0 + 1500.0 + 1800.0,226.657048752,8675.775148264
100.0 and 220.0 + 470.0 + 1500.0 + 2200.0,228.298453139,9289.367463418
100.0 and 220.0 + 470.0 + 1500.0 + 2700.0,229.69914333,10020.769503082
100.0 and 220.0 + 470.0 + 1800.0 + 2200.0,230.153846154,9902.959778572
100.0 and 220.0 + 470.0 + 1800.0 + 2700.0,231.595569173,10634.361818236
100.0 and 220.0 + 470.0 + 2200.0 + 2700.0,233.368365738,11247.95413339
100.0 and 220.0 + 680.0 + 820.0 + 1000.0,221.424725223,6909.611028324
100.0 and 220.0 + 680.0 + 820.0 + 1500.0,226.546690948,7523.203343478
100.0 and 220.0 + 680.0 + 820.0 + 1800.0,228.351407154,8136.795658632
100.0 and 220.0 + 680.0 + 820.0 + 2200.0,230.037313433,8750.387973787
100.0 and 220.0 + 680.0 + 820.0 + 2700.0,231.476441653,9481.79001345
100.0 and 220.0 + 680.0 + 1000.0 + 1500.0,230.162412993,8014.077195601
100.0 and 220.0 + 680.0 + 1000.0 + 1800.0,232.072510398,8627.669510756
100.0 and 220.0 + 680.0 + 1000.0 + 2200.0,233.858267717,9241.26182591
100.0 and 220.0 + 680.0 + 1000.0 + 2700.0,235.383707835,9972.663865574
100.0 and 220.0 + 680.0 + 1500.0 + 1800.0,238.154654408,9241.26182591
100.0 and 220.0 + 680.0 + 1500.0 + 2200.0,240.10989011,9854.854141064
100.0 and 220.0 + 680.0 + 1500.0 + 2700.0,241.782033641,10586.256180728
100.0 and 220.0 + 680.0 + 1800.0 + 2200.0,242.325581395,10468.446456218
100.0 and 220.0 + 680.0 + 1800.0 + 2700.0,244.051355207,11199.848495882
100.0 and 220.0 + 680.0 + 2200.0 + 2700.0,246.178343949,11813.440811037
100.0 and 220.0 + 820.0 + 1000.0 + 1500.0,234.559920438,8406.7762773
100.0 and 220.0 + 820.0 + 1000.0 + 1800.0,236.602275022,9020.368592454
100.0 and 220.0 + 820.0 + 1000.0 + 2200.0,238.513513514,9633.960907609
100.0 and 220.0 + 820.0 + 1000.0 + 2700.0,240.147547965,10365.362947273
100.0 and 220.0 + 820.0 + 1500.0 + 1800.0,243.119071965,9633.960907609
100.0 and 220.0 + 820.0 + 1500.0 + 2200.0,245.218417946,10247.553222763
100.0 and 220.0 + 820.0 + 1500.0 + 2700.0,247.015502004,10978.955262427
100.0 and 220.0 + 820.0 + 1800.0 + 2200.0,247.6,10861.145537917
100.0 and 220.0 + 820.0 + 1800.0 + 2700.0,249.456888616,11592.547577581
100.0 and 220.0 + 820.0 + 2200.0 + 2700.0,251.747772447,12206.139892735
100.0 and 220.0 + 1000.0 + 1500.0 + 1800.0,247.76119403,10124.834759732
100.0 and 220.0 + 1000.0 + 1500.0 + 2200.0,250.0,10738.427074886
100.0 and 220.0 + 1000.0 + 1500.0 + 2700.0,251.918158568,11469.82911455
100.0 and 220.0 + 1000.0 + 1800.0 + 2200.0,252.542372881,11352.019390041
100.0 and 220.0 + 1000.0 + 1800.0 + 2700.0,254.52653486,12083.421429704
100.0 and 220.0 + 1000.0 + 2200.0 + 2700.0,256.976744186,12697.013744859
100.0 and 220.0 + 1500.0 + 1800.0 + 2200.0,260.714285714,11965.611705195
100.0 and 220.0 + 1500.0 + 1800.0 + 2700.0,262.918266594,12697.013744859
