Combination,Cap(uF),Total_Volume(mm^2)
100.0 || 220.0 and 680.0 + 820.0 + 2700.0,646.747113465,9481.79001345
100.0 || 220.0 and 680.0 + 1000.0 + 1500.0,638.75,8014.077195601
100.0 || 220.0 and 680.0 + 1000.0 + 1800.0,650.453563715,8627.669510756
100.0 || 220.0 and 680.0 + 1000.0 + 2200.0,661.864716636,9241.26182591
100.0 || 220.0 and 680.0 + 1000.0 + 2700.0,671.993865031,9972.663865574
100.0 || 220.0 and 680.0 + 1500.0 + 1800.0,691.359223301,9241.26182591
100.0 || 220.0 and 680.0 + 1500.0 + 2200.0,705.83218707,9854.854141064
100.0 || 220.0 and 680.0 + 1500.0 + 2700.0,718.783666377,10586.256180728
100.0 || 220.0 and 680.0 + 1800.0 + 2200.0,723.113772455,10468.446456218
100.0 || 220.0 and 680.0 + 1800.0 + 2700.0,737.272727273,11199.848495882
100.0 || 220.0 and 680.0 + 2200.0 + 2700.0,755.634167386,11813.440811037
100.0 || 220.0 and 820.0 + 1000.0 + 1500.0,666.478873239,8406.7762773
100.0 || 220.0 and 820.0 + 1000.0 + 1800.0,680.3515625,9020.368592454
100.0 || 220.0 and 820.0 + 1000.0 + 2200.0,693.963515755,9633.960907609
100.0 || 220.0 and 820.0 + 1000.0 + 2700.0,706.117893268,10365.362947273
100.0 || 220.0 and 820.0 + 1500.0 + 1800.0,729.544950055,9633.960907609
100.0 || 220.0 and 820.0 + 1500.0 + 2200.0,747.218187559,10247.553222763
100.0 || 220.0 and 820.0 + 1500.0 + 2700.0,763.154523619,10978.955262427
100.0 || 220.0 and 820.0 + 1800.0 + 2200.0,768.508287293,10861.145537917
100.0 || 220.0 and 820.0 + 1800.0 + 2700.0,786.105263158,11592.547577581
100.0 || 220.0 and 820.0 + 2200.0 + 2700.0,809.13436433,12206.139892735
100.0 || 220.0 and 1000.0 + 1500.0 + 1800.0,770.0,10124.834759732
100.0 || 220.0 and 1000.0 + 1500.0 + 2200.0,791.428571429,10738.427074886
100.0 || 220.0 and 1000.0 + 1500.0 + 2700.0,810.909090909,11469.82911455
100.0 || 220.0 and 1000.0 + 1800.0 + 2200.0,817.487437186,11352.019390041
100.0 || 220.0 and 1000.0 + 1800.0 + 2700.0,839.230769231,12083.421429704
100.0 || 220.0 and 1000.0 + 2200.0 + 2700.0,867.970479705,12697.013744859
100.0 || 220.0 and 1500.0 + 1800.0 + 2200.0,916.385542169,11965.611705195
100.0 || 220.0 and 1500.0 + 1800.0 + 2700.0,947.906976744,12697.013744859
100.0 || 220.0 and 1500.0 + 2200.0 + 2700.0,990.428893905,13310.606060013
100.0 || 330.0 and 47.0,477.0,1312.863715954
100.0 || 330.0 and 100.0,530.0,1439.776205177
100.0 || 330.0 and 220.0,650.0,1674.93226928
100.0 || 330.0 and 330.0,760.0,1850.861457881
100.0 || 330.0 and 470.0,900.0,2102.188870168
100.0 || 330.0 and 47.0 + 100.0,461.972789116,1655.760700111
100.0 || 330.0 and 47.0 + 220.0,468.72659176,1890.916764214
100.0 || 330.0 and 47.0 + 330.0,471.140583554,2066.845952815
100.0 || 330.0 and 47.0 + 470.0,472.727272727,2318.173365102
100.0 || 330.0 and 47.0 + 680.0,473.961485557,2883.660042748
100.0 || 330.0 and 47.0 + 820.0,474.452133795,3276.359124447
100.0 || 330.0 and 47.0 + 1000.0,474.890162369,3767.232976571
100.0 || 330.0 and 47.0 + 1500.0,475.572074984,4380.825291725
100.0 || 330.0 and 47.0 + 1800.0,475.804006497,4994.417606879
100.0 || 330.0 and 47.0 + 2200.0,476.016911437,5608.009922033
100.0 || 330.0 and 47.0 + 2700.0,476.195850018,6339.411961697
100.0 || 330.0 and 100.0 + 220.0,498.75,2017.829253437
100.0 || 330.0 and 100.0 + 330.0,506.744186047,2193.758442038
100.0 || 330.0 and 100.0 + 470.0,512.456140351,2445.085854326
100.0 || 330.0 and 100.0 + 680.0,517.179487179,3010.572531972
100.0 || 330.0 and 100.0 + 820.0,519.130434783,3403.271613671
100.0 || 330.0 and 100.0 + 1000.0,520.909090909,3894.145465794
100.0 || 330.0 and 100.0 + 1500.0,523.75,4507.737780948
100.0 || 330.0 and 100.0 + 1800.0,524.736842105,5121.330096102
100.0 || 330.0 and 100.0 + 2200.0,525.652173913,5734.922411257
100.0 || 330.0 and 100.0 + 2700.0,526.428571429,6466.324450921
100.0 || 330.0 and 220.0 + 330.0,562.0,2428.914506141
100.0 || 330.0 and 220.0 + 470.0,579.855072464,2680.241918428
100.0 || 330.0 and 220.0 + 680.0,596.222222222,3245.728596075
100.0 || 330.0 and 220.0 + 820.0,603.461538462,3638.427677773
100.0 || 330.0 and 220.0 + 1000.0,610.327868852,4129.301529897
100.0 || 330.0 and 220.0 + 1500.0,621.860465116,4742.893845051
100.0 || 330.0 and 220.0 + 1800.0,626.03960396,5356.486160205
100.0 || 330.0 and 220.0 + 2200.0,630.0,5970.07847536
100.0 || 330.0 and 220.0 + 2700.0,633.424657534,6701.480515023
100.0 || 330.0 and 330.0 + 470.0,623.875,2856.17110703
100.0 || 330.0 and 330.0 + 680.0,652.178217822,3421.657784676
100.0 || 330.0 and 330.0 + 820.0,665.304347826,3814.356866374
100.0 || 330.0 and 330.0 + 1000.0,678.120300752,4305.230718498
100.0 || 330.0 and 330.0 + 1500.0,700.491803279,4918.823033652
100.0 || 330.0 and 330.0 + 1800.0,708.873239437,5532.415348806
100.0 || 330.0 and 330.0 + 2200.0,716.956521739,6146.007663961
100.0 || 330.0 and 330.0 + 2700.0,724.059405941,6877.409703624
100.0 || 330.0 and 470.0 + 680.0,707.913043478,3672.985196963
100.0 || 330.0 and 470.0 + 820.0,728.759689922,4065.684278662
100.0 || 330.0 and 470.0 + 1000.0,749.727891156,4556.558130785
100.0 || 330.0 and 470.0 + 1500.0,787.868020305,5170.150445939
100.0 || 330.0 and 470.0 + 1800.0,802.68722467,5783.742761094
100.0 || 330.0 and 470.0 + 2200.0,817.265917603,6397.335076248
100.0 || 330.0 and 470.0 + 2700.0,830.315457413,7128.737115912
100.0 || 330.0 and 680.0 + 820.0,801.733333333,4631.170956308
100.0 || 330.0 and 680.0 + 1000.0,834.761904762,5122.044808431
100.0 || 330.0 and 680.0 + 1500.0,897.889908257,5735.637123585
100.0 || 330.0 and 680.0 + 1800.0,923.548387097,6349.22943874
100.0 || 330.0 and 680.0 + 2200.0,949.444444444,6962.821753894
100.0 || 330.0 and 680.0 + 2700.0,973.195266272,7694.223793558
100.0 || 330.0 and 820.0 + 1000.0,880.549450549,5514.74389013
100.0 || 330.0 and 820.0 + 1500.0,960.172413793,6128.336205284
100.0 || 330.0 and 820.0 + 1800.0,993.358778626,6741.928520438
100.0 || 330.0 and 47.0 + 100.0 + 220.0,457.915766739,2233.813748372
100.0 || 330.0 and 47.0 + 100.0 + 330.0,459.148656268,2409.742936973
100.0 || 330.0 and 47.0 + 100.0 + 470.0,459.936305732,2661.07034926
100.0 || 330.0 and 47.0 + 100.0 + 680.0,460.536976878,3226.557026906
100.0 || 330.0 and 47.0 + 100.0 + 820.0,460.772916001,3619.256108605
100.0 || 330.0 and 47.0 + 100.0 + 1000.0,460.982201714,4110.129960728
100.0 || 330.0 and 47.0 + 100.0 + 1500.0,461.305506217,4723.722275883
100.0 || 330.0 and 47.0 + 100.0 + 1800.0,461.414779057,5337.314591037
100.0 || 330.0 and 47.0 + 100.0 + 2200.0,461.514782079,5950.906906191
100.0 || 330.0 and 47.0 + 100.0 + 2700.0,461.598605578,6682.308945855
100.0 || 330.0 and 47.0 + 220.0 + 330.0,464.659217877,2644.899001076
100.0 || 330.0 and 47.0 + 220.0 + 470.0,465.778546713,2896.226413363
100.0 || 330.0 and 47.0 + 220.0 + 680.0,466.639916623,3461.713091009
100.0 || 330.0 and 47.0 + 220.0 + 820.0,466.980111654,3854.412172708
100.0 || 330.0 and 47.0 + 220.0 + 1000.0,467.282757626,4345.286024831
100.0 || 330.0 and 47.0 + 220.0 + 1500.0,467.75192289,4958.878339985
100.0 || 330.0 and 47.0 + 220.0 + 1800.0,467.910946348,5572.47065514
100.0 || 330.0 and 47.0 + 220.0 + 2200.0,468.056680162,6186.062970294
100.0 || 330.0 and 47.0 + 220.0 + 2700.0,468.178983644,6917.465009958
100.0 || 330.0 and 47.0 + 330.0 + 470.0,467.829268293,3072.155601964
100.0 || 330.0 and 47.0 + 330.0 + 680.0,468.793541031,3637.64227961
100.0 || 330.0 and 47.0 + 330.0 + 820.0,469.175111659,4030.341361309
100.0 || 330.0 and 47.0 + 330.0 + 1000.0,469.514916817,4521.215213432
100.0 || 330.0 and 47.0 + 330.0 + 1500.0,470.042340063,5134.807528586
100.0 || 330.0 and 47.0 + 330.0 + 1800.0,470.221290574,5748.399843741
100.0 || 330.0 and 47.0 + 330.0 + 2200.0,470.385366489,6361.992158895
100.0 || 330.0 and 47.0 + 330.0 + 2700.0,470.523122478,7093.394198559
100.0 || 330.0 and 47.0 + 470.0 + 680.0,470.201257862,3888.969691897
100.0 || 330.0 and 47.0 + 470.0 + 820.0,470.611169652,4281.668773596
100.0 || 330.0 and 47.0 + 470.0 + 1000.0,470.976460331,4772.542625719
100.0 || 330.0 and 47.0 + 470.0 + 1500.0,471.543901002,5386.134940874
100.0 || 330.0 and 47.0 + 470.0 + 1800.0,471.736556487,5999.727256028
100.0 || 330.0 and 47.0 + 470.0 + 2200.0,471.913254966,6613.319571182
100.0 || 330.0 and 47.0 + 470.0 + 2700.0,472.061650646,7344.721610846
100.0 || 330.0 and 47.0 + 680.0 + 820.0,471.724566152,4847.155451242
100.0 || 330.0 and 47.0 + 680.0 + 1000.0,472.11025614,5338.029303365
100.0 || 330.0 and 47.0 + 680.0 + 1500.0,472.709762486,5951.62161852
100.0 || 330.0 and 47.0 + 680.0 + 1800.0,472.913409321,6565.213933674
100.0 || 330.0 and 47.0 + 680.0 + 2200.0,473.100235386,7178.806248828
100.0 || 330.0 and 47.0 + 680.0 + 2700.0,473.257170929,7910.208288492
100.0 || 330.0 and 47.0 + 820.0 + 1000.0,472.560240299,5730.728385064
100.0 || 330.0 and 47.0 + 820.0 + 1500.0,473.172720755,6344.320700218
100.0 || 330.0 and 47.0 + 820.0 + 1800.0,473.380817189,6957.913015373
100.0 || 330.0 and 47.0 + 820.0 + 2200.0,473.571744247,7571.505330527
100.0 || 330.0 and 47.0 + 820.0 + 2700.0,473.732138654,8302.907370191
100.0 || 330.0 and 47.0 + 1000.0 + 1500.0,473.585780526,6835.194552342
100.0 || 330.0 and 47.0 + 1000.0 + 1800.0,473.797887761,7448.786867496
100.0 || 330.0 and 47.0 + 1000.0 + 2200.0,473.992511913,8062.37918265
100.0 || 330.0 and 47.0 + 1000.0 + 2700.0,474.156024914,8793.781222314
100.0 || 330.0 and 47.0 + 1500.0 + 1800.0,474.446779447,8062.37918265
100.0 || 330.0 and 47.0 + 1500.0 + 2200.0,474.64722646,8675.971497805
100.0 || 330.0 and 47.0 + 1500.0 + 2700.0,474.815651928,9407.373537468
100.0 || 330.0 and 47.0 + 1800.0 + 2200.0,474.869816779,9289.563812959
100.0 || 330.0 and 47.0 + 1800.0 + 2700.0,475.039929015,10020.965852623
100.0 || 330.0 and 47.0 + 2200.0 + 2700.0,475.245774111,10634.558167777
100.0 || 330.0 and 100.0 + 220.0 + 330.0,486.896551724,2771.811490299
100.0 || 330.0 and 100.0 + 220.0 + 470.0,489.976798144,3023.138902586
100.0 || 330.0 and 100.0 + 220.0 + 680.0,492.437395659,3588.625580232
100.0 || 330.0 and 100.0 + 220.0 + 820.0,493.431786217,3981.324661931
100.0 || 330.0 and 100.0 + 220.0 + 1000.0,494.32748538,4472.198514054
100.0 || 330.0 and 100.0 + 220.0 + 1500.0,495.737051793,5085.790829209
100.0 || 330.0 and 100.0 + 220.0 + 1800.0,496.220735786,5699.383144363
100.0 || 330.0 and 100.0 + 220.0 + 2200.0,496.666666667,6312.975459517
100.0 || 330.0 and 100.0 + 220.0 + 2700.0,497.042889391,7044.377499181
100.0 || 330.0 and 100.0 + 330.0 + 470.0,495.97192684,3199.068091187
100.0 || 330.0 and 100.0 + 330.0 + 680.0,498.961278427,3764.554768833
100.0 || 330.0 and 100.0 + 330.0 + 820.0,500.176348548,4157.253850532
100.0 || 330.0 and 100.0 + 330.0 + 1000.0,501.274298056,4648.127702656
100.0 || 330.0 and 100.0 + 330.0 + 1500.0,503.008849558,5261.72001781
100.0 || 330.0 and 100.0 + 330.0 + 1800.0,503.605947955,5875.312332964
100.0 || 330.0 and 100.0 + 330.0 + 2200.0,504.157303371,6488.904648118
100.0 || 330.0 and 100.0 + 330.0 + 2700.0,504.623115578,7220.306687782
100.0 || 330.0 and 100.0 + 470.0 + 680.0,503.538886332,4015.882181121
100.0 || 330.0 and 100.0 + 470.0 + 820.0,504.922239502,4408.581262819
100.0 || 330.0 and 100.0 + 470.0 + 1000.0,506.175040519,4899.455114943
100.0 || 330.0 and 100.0 + 470.0 + 1500.0,508.159645233,5513.047430097
100.0 || 330.0 and 100.0 + 470.0 + 1800.0,508.844361603,6126.639745251
100.0 || 330.0 and 100.0 + 470.0 + 2200.0,509.477325135,6740.232060405
100.0 || 330.0 and 100.0 + 470.0 + 2700.0,510.01261034,7471.634100069
100.0 || 330.0 and 100.0 + 680.0 + 820.0,508.801582815,4974.067940465
100.0 || 330.0 and 100.0 + 680.0 + 1000.0,510.188679245,5464.941792589
100.0 || 330.0 and 100.0 + 680.0 + 1500.0,512.39095315,6078.534107743
100.0 || 330.0 and 100.0 + 680.0 + 1800.0,513.152173913,6692.126422897
100.0 || 330.0 and 100.0 + 680.0 + 2200.0,513.856502242,7305.718738052
100.0 || 330.0 and 100.0 + 680.0 + 2700.0,514.452621895,8037.120777715
100.0 || 330.0 and 100.0 + 820.0 + 1000.0,511.836327345,5857.640874288
100.0 || 330.0 and 100.0 + 820.0 + 1500.0,514.131326949,6471.233189442
100.0 || 330.0 and 100.0 + 820.0 + 1800.0,514.925201381,7084.825504596
100.0 || 330.0 and 100.0 + 820.0 + 2200.0,515.660018993,7698.41781975
100.0 || 330.0 and 100.0 + 820.0 + 2700.0,516.282151208,8429.819859414
100.0 || 330.0 and 100.0 + 1000.0 + 1500.0,515.714285714,6962.107041565
100.0 || 330.0 and 100.0 + 1000.0 + 1800.0,516.538461538,7575.699356719
100.0 || 330.0 and 100.0 + 1000.0 + 2200.0,517.301587302,8189.291671874
100.0 || 330.0 and 100.0 + 1000.0 + 2700.0,517.947882736,8920.693711538
100.0 || 330.0 and 100.0 + 1500.0 + 1800.0,519.108910891,8189.291671874
100.0 || 330.0 and 100.0 + 1500.0 + 2200.0,519.918256131,8802.883987028
100.0 || 330.0 and 100.0 + 1500.0 + 2700.0,520.604026846,9534.286026692
100.0 || 330.0 and 100.0 + 1800.0 + 2200.0,520.825688073,9416.476302182
100.0 || 330.0 and 100.0 + 1800.0 + 2700.0,521.525423729,10147.878341846
100.0 || 330.0 and 100.0 + 2200.0 + 2700.0,522.379471229,10761.470657
100.0 || 330.0 and 220.0 + 330.0 + 470.0,533.056478405,3434.22415529
100.0 || 330.0 and 220.0 + 330.0 + 680.0,540.541871921,3999.710832936
100.0 || 330.0 and 220.0 + 330.0 + 820.0,543.697478992,4392.409914635
100.0 || 330.0 and 220.0 + 330.0 + 1000.0,546.607773852,4883.283766758
100.0 || 330.0 and 220.0 + 330.0 + 1500.0,551.323529412,5496.876081913
100.0 || 330.0 and 220.0 + 330.0 + 1800.0,552.98136646,6110.468397067
100.0 || 330.0 and 220.0 + 330.0 + 2200.0,554.528301887,6724.060712221
100.0 || 330.0 and 220.0 + 330.0 + 2700.0,555.847457627,7455.462751885
100.0 || 330.0 and 220.0 + 470.0 + 680.0,552.794271743,4251.038245223
100.0 || 330.0 and 220.0 + 470.0 + 820.0,556.700537956,4643.737326922
100.0 || 330.0 and 220.0 + 470.0 + 1000.0,560.325182758,5134.611179046
100.0 || 330.0 and 220.0 + 470.0 + 1500.0,566.243851019,5748.2034942
100.0 || 330.0 and 220.0 + 470.0 + 1800.0,568.338040731,6361.795809354
100.0 || 330.0 and 220.0 + 470.0 + 2200.0,570.298507463,6975.388124508
100.0 || 330.0 and 220.0 + 470.0 + 2700.0,571.975183076,7706.790164172
100.0 || 330.0 and 220.0 + 680.0 + 820.0,568.206399279,5209.224004568
100.0 || 330.0 and 220.0 + 680.0 + 1000.0,572.530487805,5700.097856692
100.0 || 330.0 and 220.0 + 680.0 + 1500.0,579.639903974,6313.690171846
100.0 || 330.0 and 220.0 + 680.0 + 1800.0,582.169981917,6927.282487
100.0 || 330.0 and 220.0 + 680.0 + 2200.0,584.545454545,7540.874802154
100.0 || 330.0 and 220.0 + 680.0 + 2700.0,586.582415878,8272.276841818
100.0 || 330.0 and 220.0 + 820.0 + 1000.0,577.820386758,6092.79693839
100.0 || 330.0 and 220.0 + 820.0 + 1500.0,585.481498506,6706.389253545
100.0 || 330.0 and 220.0 + 820.0 + 1800.0,588.214772949,7319.981568699
100.0 || 330.0 and 220.0 + 820.0 + 2200.0,590.784313725,7933.573883853
100.0 || 330.0 and 220.0 + 820.0 + 2700.0,592.990228885,8664.975923517
100.0 || 330.0 and 220.0 + 1000.0 + 1500.0,590.975609756,7197.263105668
100.0 || 330.0 and 220.0 + 1000.0 + 1800.0,593.907284768,7810.855420822
100.0 || 330.0 and 220.0 + 1000.0 + 2200.0,596.666666667,8424.447735977
100.0 || 330.0 and 220.0 + 1000.0 + 2700.0,599.038133182,9155.84977564
100.0 || 330.0 and 220.0 + 1500.0 + 1800.0,603.380035026,8424.447735977
100.0 || 330.0 and 220.0 + 1500.0 + 2200.0,606.470588235,9038.040051131
100.0 || 330.0 and 220.0 + 1500.0 + 2700.0,609.131483715,9769.442090795
100.0 || 330.0 and 220.0 + 1800.0 + 2200.0,610.0,9651.632366285
100.0 || 330.0 and 220.0 + 1800.0 + 2700.0,612.769230769,10383.034405949
100.0 || 330.0 and 220.0 + 2200.0 + 2700.0,616.206896552,10996.626721103
100.0 || 330.0 and 330.0 + 470.0 + 680.0,580.862537548,4426.967433824
100.0 || 330.0 and 330.0 + 470.0 + 820.0,586.801873998,4819.666515523
100.0 || 330.0 and 330.0 + 470.0 + 1000.0,592.391372631,5310.540367647
100.0 || 330.0 and 330.0 + 470.0 + 1500.0,601.684746513,5924.132682801
100.0 || 330.0 and 330.0 + 470.0 + 1800.0,605.023509498,6537.724997955
100.0 || 330.0 and 330.0 + 470.0 + 2200.0,608.173463527,7151.317313109
100.0 || 330.0 and 330.0 + 470.0 + 2700.0,610.886354801,7882.719352773
100.0 || 330.0 and 330.0 + 680.0 + 820.0,604.812844385,5385.153193169
100.0 || 330.0 and 330.0 + 680.0 + 1000.0,611.788723266,5876.027045293
100.0 || 330.0 and 330.0 + 680.0 + 1500.0,623.515005174,6489.619360447
100.0 || 330.0 and 330.0 + 680.0 + 1800.0,627.76733255,7103.211675601
100.0 || 330.0 and 330.0 + 680.0 + 2200.0,631.798561151,7716.803990755
100.0 || 330.0 and 330.0 + 680.0 + 2700.0,635.28562716,8448.206030419
100.0 || 330.0 and 330.0 + 820.0 + 1000.0,620.482894552,6268.726126991
100.0 || 330.0 and 330.0 + 820.0 + 1500.0,633.397474444,6882.318442146
100.0 || 330.0 and 330.0 + 820.0 + 1800.0,638.100487055,7495.9107573
100.0 || 330.0 and 330.0 + 820.0 + 2200.0,642.568735271,8109.503072454
100.0 || 330.0 and 330.0 + 820.0 + 2700.0,646.441521507,8840.905112118
100.0 || 330.0 and 330.0 + 1000.0 + 1500.0,642.903225806,7373.192294269
100.0 || 330.0 and 330.0 + 1000.0 + 1800.0,648.061674009,7986.784609423
100.0 || 330.0 and 330.0 + 1000.0 + 2200.0,652.972972973,8600.376924578
100.0 || 330.0 and 330.0 + 1000.0 + 2700.0,657.237949503,9331.778964241
100.0 || 330.0 and 330.0 + 1500.0 + 1800.0,665.154394299,8600.376924578
100.0 || 330.0 and 330.0 + 1500.0 + 2200.0,670.875912409,9213.969239732
100.0 || 330.0 and 330.0 + 1500.0 + 2700.0,675.860927152,9945.371279396
100.0 || 330.0 and 330.0 + 1800.0 + 2200.0,677.5,9827.561554886
100.0 || 330.0 and 330.0 + 1800.0 + 2700.0,682.765957447,10558.96359455
100.0 || 330.0 and 330.0 + 2200.0 + 2700.0,689.388646288,11172.555909704
100.0 || 330.0 and 470.0 + 680.0 + 820.0,637.565341359,5636.480605456
100.0 || 330.0 and 470.0 + 680.0 + 1000.0,647.474142624,6127.35445758
100.0 || 330.0 and 470.0 + 680.0 + 1500.0,664.471290228,6740.946772734
100.0 || 330.0 and 470.0 + 680.0 + 1800.0,670.743220623,7354.539087888
100.0 || 330.0 and 470.0 + 680.0 + 2200.0,676.743402583,7968.131403043
100.0 || 330.0 and 470.0 + 680.0 + 2700.0,681.976873211,8699.533442707
100.0 || 330.0 and 470.0 + 820.0 + 1000.0,660.034618599,6520.053539279
100.0 || 330.0 and 470.0 + 820.0 + 1500.0,679.138079641,7133.645854433
100.0 || 330.0 and 470.0 + 820.0 + 1800.0,686.2310704,7747.238169587
100.0 || 330.0 and 470.0 + 820.0 + 2200.0,693.039027114,8360.830484741
100.0 || 330.0 and 470.0 + 820.0 + 2700.0,698.994933306,9092.232524405
100.0 || 330.0 and 470.0 + 1000.0 + 1500.0,693.551401869,7624.519706556
100.0 || 330.0 and 470.0 + 1000.0 + 1800.0,701.501925546,8238.112021711
100.0 || 330.0 and 470.0 + 1000.0 + 2200.0,709.157667387,8851.704336865
100.0 || 330.0 and 470.0 + 1000.0 + 2700.0,715.875197116,9583.106376529
100.0 || 330.0 and 470.0 + 1500.0 + 1800.0,728.517995766,8851.704336865
100.0 || 330.0 and 470.0 + 1500.0 + 2200.0,737.799166501,9465.296652019
100.0 || 330.0 and 470.0 + 1500.0 + 2700.0,745.986055777,10196.698691683
100.0 || 330.0 and 470.0 + 1800.0 + 2200.0,748.698630137,10078.888967173
100.0 || 330.0 and 470.0 + 1800.0 + 2700.0,757.483870968,10810.291006837
100.0 || 330.0 and 470.0 + 2200.0 + 2700.0,768.687371103,11423.883321991
100.0 || 330.0 and 680.0 + 820.0 + 1000.0,700.99533437,7085.540216925
100.0 || 330.0 and 680.0 + 820.0 + 1500.0,727.90568457,7699.132532079
100.0 || 330.0 and 680.0 + 820.0 + 1800.0,738.104125737,8312.724847233
100.0 || 330.0 and 680.0 + 820.0 + 2200.0,748.000829531,8926.317162388
100.0 || 330.0 and 680.0 + 820.0 + 2700.0,756.747113465,9657.719202051
100.0 || 330.0 and 680.0 + 1000.0 + 1500.0,748.75,8190.006384202
100.0 || 330.0 and 680.0 + 1000.0 + 1800.0,760.453563715,8803.598699357
100.0 || 330.0 and 680.0 + 1000.0 + 2200.0,771.864716636,9417.191014511
100.0 || 330.0 and 680.0 + 1000.0 + 2700.0,781.993865031,10148.593054175
100.0 || 330.0 and 680.0 + 1500.0 + 1800.0,801.359223301,9417.191014511
100.0 || 330.0 and 680.0 + 1500.0 + 2200.0,815.83218707,10030.783329665
100.0 || 330.0 and 680.0 + 1500.0 + 2700.0,828.783666377,10762.185369329
100.0 || 330.0 and 680.0 + 1800.0 + 2200.0,833.113772455,10644.375644819
100.0 || 330.0 and 680.0 + 1800.0 + 2700.0,847.272727273,11375.777684483
100.0 || 330.0 and 680.0 + 2200.0 + 2700.0,865.634167386,11989.369999638
100.0 || 330.0 and 820.0 + 1000.0 + 1500.0,776.478873239,8582.705465901
100.0 || 330.0 and 820.0 + 1000.0 + 1800.0,790.3515625,9196.297781055
100.0 || 330.0 and 820.0 + 1000.0 + 2200.0,803.963515755,9809.89009621
100.0 || 330.0 and 820.0 + 1000.0 + 2700.0,816.117893268,10541.292135874
100.0 || 330.0 and 820.0 + 1500.0 + 1800.0,839.544950055,9809.89009621
100.0 || 330.0 and 820.0 + 1500.0 + 2200.0,857.218187559,10423.482411364
100.0 || 330.0 and 820.0 + 1500.0 + 2700.0,873.154523619,11154.884451028
100.0 || 330.0 and 820.0 + 1800.0 + 2200.0,878.508287293,11037.074726518
100.0 || 330.0 and 820.0 + 1800.0 + 2700.0,896.105263158,11768.476766182
100.0 || 330.0 and 820.0 + 2200.0 + 2700.0,919.13436433,12382.069081336
100.0 || 330.0 and 1000.0 + 1500.0 + 1800.0,880.0,10300.763948333
100.0 || 330.0 and 1000.0 + 1500.0 + 2200.0,901.428571429,10914.356263487
100.0 || 330.0 and 1000.0 + 1500.0 + 2700.0,920.909090909,11645.758303151
100.0 || 330.0 and 1000.0 + 1800.0 + 2200.0,927.487437186,11527.948578642
100.0 || 330.0 and 1000.0 + 1800.0 + 2700.0,949.230769231,12259.350618305
100.0 || 330.0 and 1000.0 + 2200.0 + 2700.0,977.970479705,12872.94293346
100.0 || 470.0 and 47.0,617.0,1564.191128241
100.0 || 470.0 and 100.0,670.0,1691.103617464
100.0 || 470.0 and 220.0,790.0,1926.259681567
100.0 || 470.0 and 330.0,900.0,2102.188870168
100.0 || 470.0 and 47.0 + 100.0,601.972789116,1907.088112398
100.0 || 470.0 and 47.0 + 220.0,608.72659176,2142.244176501
100.0 || 470.0 and 47.0 + 330.0,611.140583554,2318.173365102
100.0 || 470.0 and 47.0 + 470.0,612.727272727,2569.500777389
100.0 || 470.0 and 47.0 + 680.0,613.961485557,3134.987455036
100.0 || 470.0 and 47.0 + 820.0,614.452133795,3527.686536734
100.0 || 470.0 and 47.0 + 1000.0,614.890162369,4018.560388858
100.0 || 470.0 and 47.0 + 1500.0,615.572074984,4632.152704012
100.0 || 470.0 and 47.0 + 1800.0,615.804006497,5245.745019166
100.0 || 470.0 and 47.0 + 2200.0,616.016911437,5859.337334321
100.0 || 470.0 and 47.0 + 2700.0,616.195850018,6590.739373984
100.0 || 470.0 and 100.0 + 220.0,638.75,2269.156665725
100.0 || 470.0 and 100.0 + 330.0,646.744186047,2445.085854326
100.0 || 470.0 and 100.0 + 470.0,652.456140351,2696.413266613
100.0 || 470.0 and 100.0 + 680.0,657.179487179,3261.899944259
100.0 || 470.0 and 100.0 + 820.0,659.130434783,3654.599025958
100.0 || 470.0 and 100.0 + 1000.0,660.909090909,4145.472878081
100.0 || 470.0 and 100.0 + 1500.0,663.75,4759.065193235
100.0 || 470.0 and 100.0 + 1800.0,664.736842105,5372.65750839
100.0 || 470.0 and 100.0 + 2200.0,665.652173913,5986.249823544
100.0 || 470.0 and 100.0 + 2700.0,666.428571429,6717.651863208
100.0 || 470.0 and 220.0 + 330.0,702.0,2680.241918428
100.0 || 470.0 and 220.0 + 470.0,719.855072464,2931.569330716
100.0 || 470.0 and 220.0 + 680.0,736.222222222,3497.056008362
100.0 || 470.0 and 220.0 + 820.0,743.461538462,3889.755090061
100.0 || 470.0 and 220.0 + 1000.0,750.327868852,4380.628942184
100.0 || 470.0 and 220.0 + 1500.0,761.860465116,4994.221257338
100.0 || 470.0 and 220.0 + 1800.0,766.03960396,5607.813572492
100.0 || 470.0 and 220.0 + 2200.0,770.0,6221.405887647
100.0 || 470.0 and 220.0 + 2700.0,773.424657534,6952.807927311
100.0 || 470.0 and 330.0 + 470.0,763.875,3107.498519317
100.0 || 470.0 and 330.0 + 680.0,792.178217822,3672.985196963
100.0 || 470.0 and 330.0 + 820.0,805.304347826,4065.684278662
100.0 || 470.0 and 330.0 + 1000.0,818.120300752,4556.558130785
100.0 || 470.0 and 330.0 + 1500.0,840.491803279,5170.150445939
100.0 || 470.0 and 330.0 + 1800.0,848.873239437,5783.742761094
100.0 || 470.0 and 330.0 + 2200.0,856.956521739,6397.335076248
100.0 || 470.0 and 330.0 + 2700.0,864.059405941,7128.737115912
100.0 || 470.0 and 470.0 + 680.0,847.913043478,3924.31260925
100.0 || 470.0 and 470.0 + 820.0,868.759689922,4317.011690949
