Combination,Cap(uF),Total_Volume(mm^2)
47.0 + 1500.0 + 2700.0,44.81565192823845,8310.49431644925
47.0 + 1800.0 + 2200.0,44.869816779170684,8192.684591939633
47.0 + 1800.0 + 2700.0,45.03992901508429,8924.086631603506
47.0 + 2200.0 + 2700.0,45.24577411146946,9537.678946757764
100.0 + 220.0 + 330.0,56.896551724137936,1674.9322692797641
100.0 + 220.0 + 470.0,59.97679814385151,1926.2596815669476
100.0 + 220.0 + 680.0,62.4373956594324,2491.7463592131107
100.0 + 220.0 + 820.0,63.431786216596336,2884.4454409118343
100.0 + 220.0 + 1000.0,64.32748538011695,3375.3192930352398
100.0 + 220.0 + 1500.0,65.7370517928287,3988.9116081894963
100.0 + 220.0 + 1800.0,66.22073578595318,4602.503923343753
100.0 + 220.0 + 2200.0,66.66666666666667,5216.096238498009
100.0 + 220.0 + 2700.0,67.04288939051919,5947.498278161883
100.0 + 330.0 + 470.0,65.9719268396427,2102.1888701679763
100.0 + 330.0 + 680.0,68.96127842655193,2667.675547814139
100.0 + 330.0 + 820.0,70.17634854771784,3060.374629512863
100.0 + 330.0 + 1000.0,71.2742980561555,3551.2484816362685
100.0 + 330.0 + 1500.0,73.00884955752213,4164.840796790524
100.0 + 330.0 + 1800.0,73.60594795539033,4778.433111944782
100.0 + 330.0 + 2200.0,74.15730337078652,5392.025427099038
100.0 + 330.0 + 2700.0,74.62311557788945,6123.4274667629115
100.0 + 470.0 + 680.0,73.53888633225955,2919.0029601013225
100.0 + 470.0 + 820.0,74.92223950233281,3311.7020418000466
100.0 + 470.0 + 1000.0,76.17504051863858,3802.575893923452
100.0 + 470.0 + 1500.0,78.15964523281598,4416.1682090777085
100.0 + 470.0 + 1800.0,78.84436160298229,5029.760524231964
100.0 + 470.0 + 2200.0,79.47732513451191,5643.352839386222
100.0 + 470.0 + 2700.0,80.0126103404792,6374.754879050095
100.0 + 680.0 + 820.0,78.8015828151498,3877.1887194462092
100.0 + 680.0 + 1000.0,80.18867924528301,4368.062571569615
100.0 + 680.0 + 1500.0,82.39095315024232,4981.654886723871
100.0 + 680.0 + 1800.0,83.15217391304347,5595.247201878127
100.0 + 680.0 + 2200.0,83.85650224215247,6208.839517032384
100.0 + 680.0 + 2700.0,84.4526218951242,6940.241556696257
100.0 + 820.0 + 1000.0,81.83632734530937,4760.761653268339
100.0 + 820.0 + 1500.0,84.13132694938442,5374.353968422594
100.0 + 820.0 + 1800.0,84.92520138089759,5987.946283576852
100.0 + 820.0 + 2200.0,85.66001899335234,6601.538598731108
100.0 + 820.0 + 2700.0,86.28215120810601,7332.940638394982
100.0 + 1000.0 + 1500.0,85.71428571428572,5865.227820546001
100.0 + 1000.0 + 1800.0,86.53846153846155,6478.820135700256
100.0 + 1000.0 + 2200.0,87.3015873015873,7092.412450854514
100.0 + 1000.0 + 2700.0,87.94788273615636,7823.814490518387
100.0 + 1500.0 + 1800.0,89.10891089108911,7092.412450854513
100.0 + 1500.0 + 2200.0,89.9182561307902,7706.004766008769
100.0 + 1500.0 + 2700.0,90.60402684563759,8437.406805672643
100.0 + 1800.0 + 2200.0,90.8256880733945,8319.597081163027
100.0 + 1800.0 + 2700.0,91.52542372881356,9050.9991208269
100.0 + 2200.0 + 2700.0,92.37947122861587,9664.591435981158
220.0 + 330.0 + 470.0,103.05647840531562,2337.3449342708063
220.0 + 330.0 + 680.0,110.54187192118226,2902.831611916969
220.0 + 330.0 + 820.0,113.69747899159664,3295.530693615693
220.0 + 330.0 + 1000.0,116.6077738515901,3786.4045457390985
220.0 + 330.0 + 1500.0,121.32352941176471,4399.996860893354
220.0 + 330.0 + 1800.0,122.98136645962732,5013.5891760476115
220.0 + 330.0 + 2200.0,124.52830188679246,5627.181491201868
220.0 + 330.0 + 2700.0,125.84745762711864,6358.5835308657415
220.0 + 470.0 + 680.0,122.79427174292701,3154.1590242041525
220.0 + 470.0 + 820.0,126.7005379557681,3546.8581059028766
220.0 + 470.0 + 1000.0,130.32518275775146,4037.731958026282
220.0 + 470.0 + 1500.0,136.243851018974,4651.3242731805385
220.0 + 470.0 + 1800.0,138.338040731381,5264.916588334794
220.0 + 470.0 + 2200.0,140.2985074626866,5878.508903489052
220.0 + 470.0 + 2700.0,141.97518307567128,6609.910943152925
220.0 + 680.0 + 820.0,138.20639927895448,4112.344783549039
220.0 + 680.0 + 1000.0,142.53048780487805,4603.218635672445
220.0 + 680.0 + 1500.0,149.63990397439318,5216.810950826701
220.0 + 680.0 + 1800.0,152.16998191681736,5830.403265980957
220.0 + 680.0 + 2200.0,154.54545454545453,6443.995581135214
220.0 + 680.0 + 2700.0,156.58241587843077,7175.397620799087
220.0 + 820.0 + 1000.0,147.82038675843987,4995.917717371169
220.0 + 820.0 + 1500.0,155.48149850609056,5609.510032525424
220.0 + 820.0 + 1800.0,158.21477294874293,6223.102347679682
220.0 + 820.0 + 2200.0,160.7843137254902,6836.694662833938
220.0 + 820.0 + 2700.0,162.99022888502208,7568.096702497812
220.0 + 1000.0 + 1500.0,160.97560975609755,6100.383884648831
220.0 + 1000.0 + 1800.0,163.90728476821192,6713.976199803086
220.0 + 1000.0 + 2200.0,166.66666666666666,7327.568514957344
220.0 + 1000.0 + 2700.0,169.03813318155946,8058.970554621217
220.0 + 1500.0 + 1800.0,173.3800350262697,7327.568514957343
220.0 + 1500.0 + 2200.0,176.47058823529412,7941.160830111599
220.0 + 1500.0 + 2700.0,179.13148371531966,8672.562869775473
220.0 + 1800.0 + 2200.0,180.0,8554.753145265857
220.0 + 1800.0 + 2700.0,182.76923076923077,9286.15518492973
220.0 + 2200.0 + 2700.0,186.20689655172413,9899.747500083988
330.0 + 470.0 + 680.0,150.86253754827635,3330.088212805181
330.0 + 470.0 + 820.0,156.80187399827395,3722.787294503905
330.0 + 470.0 + 1000.0,162.3913726311381,4213.66114662731
330.0 + 470.0 + 1500.0,171.68474651317246,4827.253461781566
330.0 + 470.0 + 1800.0,175.02350949783713,5440.845776935823
330.0 + 470.0 + 2200.0,178.1734635267088,6054.43809209008
330.0 + 470.0 + 2700.0,180.8863548010885,6785.840131753954
330.0 + 680.0 + 820.0,174.81284438533154,4288.2739721500675
330.0 + 680.0 + 1000.0,181.7887232663642,4779.147824273473
330.0 + 680.0 + 1500.0,193.51500517419797,5392.740139427729
330.0 + 680.0 + 1800.0,197.76733254994122,6006.332454581985
330.0 + 680.0 + 2200.0,201.7985611510791,6619.9247697362425
330.0 + 680.0 + 2700.0,205.28562715999183,7351.326809400116
330.0 + 820.0 + 1000.0,190.48289455159792,5171.846905972197
330.0 + 820.0 + 1500.0,203.3974744437763,5785.439221126453
330.0 + 820.0 + 1800.0,208.1004870546014,6399.0315362807105
330.0 + 820.0 + 2200.0,212.56873527101334,7012.623851434967
330.0 + 820.0 + 2700.0,216.44152150728758,7744.0258910988405
330.0 + 1000.0 + 1500.0,212.90322580645162,6276.313073249859
330.0 + 1000.0 + 1800.0,218.0616740088106,6889.905388404115
330.0 + 1000.0 + 2200.0,222.97297297297297,7503.497703558372
330.0 + 1000.0 + 2700.0,227.23794950267788,8234.899743222246
330.0 + 1500.0 + 1800.0,235.15439429928742,7503.497703558371
330.0 + 1500.0 + 2200.0,240.87591240875912,8117.090018712628
330.0 + 1500.0 + 2700.0,245.86092715231786,8848.492058376502
330.0 + 1800.0 + 2200.0,247.5,8730.682333866884
330.0 + 1800.0 + 2700.0,252.7659574468085,9462.084373530757
330.0 + 2200.0 + 2700.0,259.3886462882096,10075.676688685016
470.0 + 680.0 + 820.0,207.56534135910027,4539.601384437251
470.0 + 680.0 + 1000.0,217.4741426238432,5030.475236560656
470.0 + 680.0 + 1500.0,234.47129022791745,5644.067551714912
470.0 + 680.0 + 1800.0,240.74322062269837,6257.6598668691695
470.0 + 680.0 + 2200.0,246.74340258281865,6871.252182023426
470.0 + 680.0 + 2700.0,251.97687321146995,7602.6542216872995
470.0 + 820.0 + 1000.0,230.03461859854363,5423.174318259381
470.0 + 820.0 + 1500.0,249.13807964144112,6036.7666334136375
470.0 + 820.0 + 1800.0,256.23107039964543,6650.358948567893
470.0 + 820.0 + 2200.0,263.0390271142272,7263.9512637221505
470.0 + 820.0 + 2700.0,268.9949333057595,7995.353303386024
470.0 + 1000.0 + 1500.0,263.5514018691589,6527.640485537042
470.0 + 1000.0 + 1800.0,271.5019255455712,7141.232800691299
470.0 + 1000.0 + 2200.0,279.1576673866091,7754.825115845556
470.0 + 1000.0 + 2700.0,285.8751971164677,8486.22715550943
470.0 + 1500.0 + 1800.0,298.5179957657022,7754.825115845555
470.0 + 1500.0 + 2200.0,307.79916650128996,8368.417430999812
470.0 + 1500.0 + 2700.0,315.98605577689244,9099.819470663686
470.0 + 1800.0 + 2200.0,318.6986301369863,8982.009746154068
470.0 + 1800.0 + 2700.0,327.48387096774195,9713.411785817942
470.0 + 2200.0 + 2700.0,338.68737110275384,10327.004100972199
680.0 + 820.0 + 1000.0,270.99533437014,5988.660995905544
680.0 + 820.0 + 1500.0,297.9056845704516,6602.2533110598
680.0 + 820.0 + 1800.0,308.1041257367387,7215.845626214056
680.0 + 820.0 + 2200.0,318.0008295313148,7829.437941368313
680.0 + 820.0 + 2700.0,326.7471134647105,8560.839981032186
680.0 + 1000.0 + 1500.0,318.75,7093.127163183205
680.0 + 1000.0 + 1800.0,330.45356371490277,7706.719478337462
680.0 + 1000.0 + 2200.0,341.86471663619744,8320.311793491719
680.0 + 1000.0 + 2700.0,351.99386503067484,9051.713833155593
680.0 + 1500.0 + 1800.0,371.3592233009709,8320.311793491717
680.0 + 1500.0 + 2200.0,385.83218707015135,8933.904108645975
680.0 + 1500.0 + 2700.0,398.78366637706347,9665.306148309848
680.0 + 1800.0 + 2200.0,403.1137724550898,9547.496423800232
680.0 + 1800.0 + 2700.0,417.27272727272725,10278.898463464106
680.0 + 2200.0 + 2700.0,435.63416738567736,10892.490778618361
820.0 + 1000.0 + 1500.0,346.4788732394366,7485.82624488193
820.0 + 1000.0 + 1800.0,360.35156249999994,8099.418560036185
820.0 + 1000.0 + 2200.0,373.9635157545605,8713.010875190443
820.0 + 1000.0 + 2700.0,386.1178932682246,9444.412914854316
820.0 + 1500.0 + 1800.0,409.54495005549387,8713.010875190443
820.0 + 1500.0 + 2200.0,427.2181875592043,9326.6031903447
820.0 + 1500.0 + 2700.0,443.1545236188951,10058.005230008574
820.0 + 1800.0 + 2200.0,448.5082872928177,9940.195505498956
820.0 + 1800.0 + 2700.0,466.1052631578948,10671.59754516283
820.0 + 2200.0 + 2700.0,489.13436433018677,11285.189860317085
1000.0 + 1500.0 + 1800.0,450.0,9203.884727313847
1000.0 + 1500.0 + 2200.0,471.4285714285715,9817.477042468105
1000.0 + 1500.0 + 2700.0,490.90909090909093,10548.879082131978
1000.0 + 1800.0 + 2200.0,497.48743718592965,10431.06935762236
1000.0 + 1800.0 + 2700.0,519.2307692307692,11162.471397286234
1000.0 + 2200.0 + 2700.0,547.9704797047971,11776.063712440491
1500.0 + 1800.0 + 2200.0,596.3855421686748,11044.661672776616
1500.0 + 1800.0 + 2700.0,627.9069767441861,11776.06371244049
1500.0 + 2200.0 + 2700.0,670.4288939051919,12389.656027594749
1800.0 + 2200.0 + 2700.0,724.390243902439,13003.248342749004
47.0 + 100.0 + 220.0 + 330.0,25.738466644540328,1890.9167642140624
47.0 + 100.0 + 220.0 + 470.0,26.350662589194698,2142.244176501246
47.0 + 100.0 + 220.0 + 680.0,26.814943633395877,2707.7308541474085
47.0 + 100.0 + 220.0 + 820.0,26.99670135129972,3100.429935846133
47.0 + 100.0 + 220.0 + 1000.0,27.157640384514366,3591.3037879695385
47.0 + 100.0 + 220.0 + 1500.0,27.405732056401735,4204.896103123794
47.0 + 100.0 + 220.0 + 1800.0,27.489439636073616,4818.488418278051
47.0 + 100.0 + 220.0 + 2200.0,27.56598240469208,5432.080733432308
47.0 + 100.0 + 220.0 + 2700.0,27.630094416183372,6163.4827730961815
47.0 + 100.0 + 330.0 + 470.0,27.446469651389133,2318.173365102274
47.0 + 100.0 + 330.0 + 680.0,27.950537714197882,2883.6600427484373
47.0 + 100.0 + 330.0 + 820.0,28.148072734998852,3276.3591244471613
47.0 + 100.0 + 330.0 + 1000.0,28.323076642135828,3767.2329765705667
47.0 + 100.0 + 330.0 + 1500.0,28.593024113265983,4380.825291724823
47.0 + 100.0 + 330.0 + 1800.0,28.684153746570914,4994.417606879079
47.0 + 100.0 + 330.0 + 2200.0,28.767504405082075,5608.009922033336
47.0 + 100.0 + 330.0 + 2700.0,28.83733421476677,6339.411961697209
47.0 + 100.0 + 470.0 + 680.0,28.673963753813023,3134.9874550356208
47.0 + 100.0 + 470.0 + 820.0,28.881894484412467,3527.686536734345
47.0 + 100.0 + 470.0 + 1000.0,29.06617192331478,4018.5603888577502
47.0 + 100.0 + 470.0 + 1500.0,29.350541215653617,4632.152704012006
47.0 + 100.0 + 470.0 + 1800.0,29.446571528019494,5245.745019166263
47.0 + 100.0 + 470.0 + 2200.0,29.534418737503568,5859.33733432052
47.0 + 100.0 + 470.0 + 2700.0,29.608026131591227,6590.739373984394
47.0 + 100.0 + 680.0 + 820.0,29.440602490305245,4093.1732143805075
47.0 + 100.0 + 680.0 + 1000.0,29.632102062008602,4584.047066503913
47.0 + 100.0 + 680.0 + 1500.0,29.92770903824304,5197.639381658169
47.0 + 100.0 + 680.0 + 1800.0,30.027559712710875,5811.231696812425
47.0 + 100.0 + 680.0 + 2200.0,30.11891299132997,6424.8240119666825
47.0 + 100.0 + 680.0 + 2700.0,30.195466410990353,7156.226051630556
47.0 + 100.0 + 820.0 + 1000.0,29.854214758238182,4976.746148202637
47.0 + 100.0 + 820.0 + 1500.0,30.15429233128514,5590.338463356893
47.0 + 100.0 + 820.0 + 1800.0,30.255663232818407,6203.93077851115
47.0 + 100.0 + 820.0 + 2200.0,30.34841185187306,6817.523093665406
47.0 + 100.0 + 820.0 + 2700.0,30.426137858842935,7548.92513332928
47.0 + 100.0 + 1000.0 + 1500.0,30.355220667384284,6081.2123154802985
47.0 + 100.0 + 1000.0 + 1800.0,30.457949308755765,6694.804630634555
47.0 + 100.0 + 1000.0 + 2200.0,30.55194421463184,7308.396945788812
47.0 + 100.0 + 1000.0 + 2700.0,30.63071761326607,8039.798985452686
47.0 + 100.0 + 1500.0 + 1800.0,30.770349894522443,7308.396945788811
47.0 + 100.0 + 1500.0 + 2200.0,30.866285896236736,7921.989260943068
47.0 + 100.0 + 1500.0 + 2700.0,30.94669072818612,8653.391300606942
47.0 + 100.0 + 1800.0 + 2200.0,30.972508819809626,8535.581576097324
47.0 + 100.0 + 1800.0 + 2700.0,31.05346873852931,9266.983615761197
47.0 + 100.0 + 2200.0 + 2700.0,31.151181084790398,9880.575930915456
47.0 + 220.0 + 330.0 + 470.0,32.27887617065557,2553.329429205104
47.0 + 220.0 + 330.0 + 680.0,32.97833088396236,3118.8161068512673
47.0 + 220.0 + 330.0 + 820.0,33.25367358678032,3511.5151885499913
47.0 + 220.0 + 330.0 + 1000.0,33.49819658322715,4002.3890406733967
47.0 + 220.0 + 330.0 + 1500.0,33.87646339332518,4615.981355827653
47.0 + 220.0 + 330.0 + 1800.0,34.00445792377682,5229.573670981909
47.0 + 220.0 + 330.0 + 2200.0,34.12165878341217,5843.165986136166
47.0 + 220.0 + 330.0 + 2700.0,34.219945087272016,6574.568025800039
47.0 + 220.0 + 470.0 + 680.0,33.99013825775888,3370.1435191384508
47.0 + 220.0 + 470.0 + 820.0,34.28271065825651,3762.842600837175
47.0 + 220.0 + 470.0 + 1000.0,34.542660519810255,4253.71645296058
47.0 + 220.0 + 470.0 + 1500.0,34.94502523431868,4867.308768114836
47.0 + 220.0 + 470.0 + 1800.0,35.081237983940895,5480.901083269093
47.0 + 220.0 + 470.0 + 2200.0,35.2059925093633,6094.49339842335
47.0 + 220.0 + 470.0 + 2700.0,35.31063442274613,6825.895438087224
47.0 + 220.0 + 680.0 + 820.0,35.07276633744796,4328.3292784833375
47.0 + 220.0 + 680.0 + 1000.0,35.34488305504617,4819.203130606743
47.0 + 220.0 + 680.0 + 1500.0,35.76626790721145,5432.795445760999
47.0 + 220.0 + 680.0 + 1800.0,35.908971227789834,6046.387760915255
47.0 + 220.0 + 680.0 + 2200.0,36.03969327920613,6659.9800760695125
47.0 + 220.0 + 680.0 + 2700.0,36.14935756868557,7391.382115733386
47.0 + 220.0 + 820.0 + 1000.0,35.661350915297355,5211.902212305467
47.0 + 220.0 + 820.0 + 1500.0,36.09036126116207,5825.494527459723
47.0 + 220.0 + 820.0 + 1800.0,36.23566774331716,6439.08684261398
47.0 + 220.0 + 820.0 + 2200.0,36.3687836180051,7052.679157768236
47.0 + 220.0 + 820.0 + 2700.0,36.480462916160185,7784.08119743211
47.0 + 220.0 + 1000.0 + 1500.0,36.378562214143315,6316.368379583128
47.0 + 220.0 + 1000.0 + 1800.0,36.52620341005432,6929.960694737385
47.0 + 220.0 + 1000.0 + 2200.0,36.661466458658346,7543.553009891642
47.0 + 220.0 + 1000.0 + 2700.0,36.774953303528385,8274.955049555516
47.0 + 220.0 + 1500.0 + 1800.0,36.976405985520955,7543.553009891641
47.0 + 220.0 + 1500.0 + 2200.0,37.115030271123985,8157.145325045898
47.0 + 220.0 + 1500.0 + 2700.0,37.2313469858052,8888.547364709772
47.0 + 220.0 + 1800.0 + 2200.0,37.268722466960355,8770.737640200154
47.0 + 220.0 + 1800.0 + 2700.0,37.38600602611316,9502.139679864027
47.0 + 220.0 + 2200.0 + 2700.0,37.527724382670414,10115.731995018286
47.0 + 330.0 + 470.0 + 680.0,35.83568346301519,3546.072707739479
47.0 + 330.0 + 470.0 + 820.0,36.16104176736516,3938.771789438203
47.0 + 330.0 + 470.0 + 1000.0,36.45037719442551,4429.6456415616085
47.0 + 330.0 + 470.0 + 1500.0,36.89870105152972,5043.237956715864
47.0 + 330.0 + 470.0 + 1800.0,37.05060317713103,5656.830271870122
47.0 + 330.0 + 470.0 + 2200.0,37.18978539743436,6270.422587024378
47.0 + 330.0 + 470.0 + 2700.0,37.306571879092395,7001.824626688252
47.0 + 330.0 + 680.0 + 820.0,37.041153810901314,4504.258467084366
47.0 + 330.0 + 680.0 + 1000.0,37.34480385019589,4995.132319207772
47.0 + 330.0 + 680.0 + 1500.0,37.81554184779414,5608.724634362028
47.0 + 330.0 + 680.0 + 1800.0,37.97510285793843,6222.316949516284
47.0 + 330.0 + 680.0 + 2200.0,38.12133128994015,6835.909264670541
47.0 + 330.0 + 680.0 + 2700.0,38.244051336308914,7567.311304334415
47.0 + 330.0 + 820.0 + 1000.0,37.69827743100861,5387.831400906495
47.0 + 330.0 + 820.0 + 1500.0,38.17802603677617,6001.423716060752
47.0 + 330.0 + 820.0 + 1800.0,38.340667258204064,6615.016031215007
47.0 + 330.0 + 820.0 + 2200.0,38.489730079804865,7228.608346369265
47.0 + 330.0 + 820.0 + 2700.0,38.614837375060894,7960.010386033138
47.0 + 330.0 + 1000.0 + 1500.0,38.50068263621696,6492.297568184156
47.0 + 330.0 + 1000.0 + 1800.0,38.66609051172531,7105.889883338414
47.0 + 330.0 + 1000.0 + 2200.0,38.81769946941636,7719.48219849267
47.0 + 330.0 + 1000.0 + 2700.0,38.94495144087114,8450.884238156545
47.0 + 330.0 + 1500.0 + 1800.0,39.17095305041798,7719.482198492669
47.0 + 330.0 + 1500.0 + 2200.0,39.32655493293441,8333.074513646927
47.0 + 330.0 + 1500.0 + 2700.0,39.45717063904844,9064.4765533108
47.0 + 330.0 + 1800.0 + 2200.0,39.49915110356537,8946.666828801182
47.0 + 330.0 + 1800.0 + 2700.0,39.63091773724182,9678.068868465056
47.0 + 330.0 + 2200.0 + 2700.0,39.79020281344869,10291.661183619313
47.0 + 470.0 + 680.0 + 820.0,38.32246366215307,4755.58587937155
47.0 + 470.0 + 680.0 + 1000.0,38.6475766663442,5246.459731494955
47.0 + 470.0 + 680.0 + 1500.0,39.15195269751564,5860.052046649211
47.0 + 470.0 + 680.0 + 1800.0,39.32301635041286,6473.644361803468
47.0 + 470.0 + 680.0 + 2200.0,39.479831102326834,7087.236676957725
47.0 + 470.0 + 680.0 + 2700.0,39.611468652167126,7818.638716621598
47.0 + 470.0 + 820.0 + 1000.0,39.02626729043887,5639.158813193679
47.0 + 470.0 + 820.0 + 1500.0,39.540641842904435,6252.751128347934
47.0 + 470.0 + 820.0 + 1800.0,39.715126464156086,6866.343443502192
47.0 + 470.0 + 820.0 + 2200.0,39.87509053114742,7479.935758656448
47.0 + 470.0 + 820.0 + 2700.0,40.00938158441119,8211.33779832032
47.0 + 470.0 + 1000.0 + 1500.0,39.886845827439885,6743.624980471341
