Time,Voltage,Current
0.0,0.0,0.0
2e-07,0.0,0.0
4e-07,0.0,0.0
6e-07,0.0,0.0
8e-07,0.0,0.0
1e-06,0.0,0.0
2e-06,0.0,0.0
3e-06,0.0,0.0
4e-06,0.0,0.0
4.9999999999999996e-06,0.0,0.0
5.000000000000171e-06,0.0,0.0
5.001562500000171e-06,0.0005851954852553413,0.00012499922496248344
5.003125000000171e-06,0.0010971554976277277,0.0002499970232572683
5.004687500000171e-06,0.0015448356631011099,0.00037499356828609343
5.006250000000171e-06,0.0019363853290920647,0.0004999890178383639
5.00781250000017e-06,0.002279147564449795,0.0006249835140911507
5.00937500000017e-06,0.0025794430819513475,0.0007499771794251858
5.01093750000017e-06,0.0028423540332693127,0.0008749701122383866
5.01250000000017e-06,0.003072452234832043,0.0009999624010468197
5.01406250000017e-06,0.0032738979006163753,0.0011249541263965092
5.015625000000169e-06,0.003450439642147638,0.001249945360863436
5.017765784330098e-06,0.0036578730979963956,0.0014211954165020255
5.019906568660028e-06,0.0038311646764467664,0.0015924447947407781
5.022047352989956e-06,0.00397564957553202,0.0017636935988616384
5.024188137319885e-06,0.004096231211963534,0.001934941923785775
5.026328921649814e-06,0.004197381221130793,0.0021061898560735814
5.0287346038794015e-06,0.004292301600340958,0.002298627404702721
5.031140286108989e-06,0.004370425722051218,0.002491064607353306
5.033545968338576e-06,0.004434573811656312,0.0026835015185978878
5.035951650568164e-06,0.004487393122058913,0.002875938189659676
5.0383573327977514e-06,0.004531357933669629,0.0030683746684125363
5.041226474261804e-06,0.004574870933692904,0.0032978841989223144
5.044095615725856e-06,0.0046102069434748715,0.0035273935413178276
5.046964757189908e-06,0.0046388345439306485,0.003756902723973547
5.0498338986539605e-06,0.004662239899842267,0.003986411775604428
5.052703040118012e-06,0.004681926759858648,0.004215920725265914
5.056183483346279e-06,0.0047023417502812075,0.004494328942999521
5.0596639265745465e-06,0.004719413241552398,0.0047727370516923205
5.063144369802815e-06,0.004733712002233725,0.005051145062285122
5.066624813031082e-06,0.004745959356357261,0.005329552988634013
5.070105256259349e-06,0.00475702718342565,0.0056079608475103505
5.074478758957589e-06,0.0047700792481623,0.005957806302137497
5.078852261655829e-06,0.004782017269549119,0.0063076516643200955
5.08322576435407e-06,0.004792925164461746,0.006657496935462368
