L,C,fsw,delta_current,delta_voltage,Pl_s1,Pl_s2,Pl_C,Pl_L_Cu
3e-05,8.368421052631579e-05,38947.36842105263,2.695408375379887,7.141768546739521,2.4706303934152394,2.4706303934152394,0.1562299650478471,1.0168328218548834
3e-05,8.368421052631579e-05,48421.05263157895,2.2746201564703905,7.011000624195855,2.4667028338579144,2.4667028338579144,0.1068281709760107,0.8214250608534845
3e-05,8.368421052631579e-05,57894.73684210526,2.0248309429733853,6.936758114126095,2.423904870773256,2.423904870773256,0.0760918156088598,0.6789061147852907
3e-05,8.368421052631579e-05,67368.42105263157,1.6917020002951066,6.902869179192125,2.6032160627266747,2.6032160627266747,0.0663191079495124,0.6626070381805691
3e-05,8.368421052631579e-05,76842.1052631579,1.4847775084735786,6.884221786598471,2.710587609852844,2.710587609852844,0.0566841999079366,0.6316865285262141
3e-05,8.368421052631579e-05,86315.7894736842,1.3278070726091384,6.871847762536082,2.8083515911235524,2.8083515911235524,0.0492242323341833,0.6064557581678389
3e-05,8.368421052631579e-05,95789.47368421052,1.2998141528105638,6.963465410532217,2.686489136426983,2.686489136426983,0.0374840985374619,0.5111063070932105
3e-05,8.368421052631579e-05,105263.15789473684,1.0953709157925438,6.863627407625711,3.0105920049088866,3.0105920049088866,0.0390782280314797,0.5746936836339777
3e-05,8.368421052631579e-05,114736.84210526316,1.0902637432253954,6.948438244399043,2.8760531863690497,2.8760531863690497,0.0304495468421257,0.4878884043091672
3e-05,8.368421052631579e-05,124210.52631578948,1.0105360003739403,6.953028722206603,2.9671032357931795,2.9671032357931795,0.0277691140667668,0.4784909330958025
3e-05,8.368421052631579e-05,133684.2105263158,0.9350670606138584,6.961844927084868,3.0806483304321883,3.0806483304321883,0.0258785000844259,0.4770891238543946
3e-05,8.368421052631579e-05,143157.89473684208,0.8689211018123747,6.989627683430558,3.197672240584931,3.197672240584931,0.0243015104435188,0.4774260376404279
3e-05,8.368421052631579e-05,152631.5789473684,0.8102437099414135,6.957110667159166,3.318874417995726,3.318874417995726,0.0229810076523893,0.47939724544243
3e-05,8.368421052631579e-05,162105.26315789472,0.7647805913671055,6.948981789628232,3.412954229536414,3.412954229536414,0.0214783698383796,0.4744360325223951
3e-05,8.368421052631579e-05,171578.94736842104,0.7222325173660705,6.936745402498142,3.516818832089459,3.516818832089459,0.0202668784680379,0.4725737979061856
3e-05,8.368421052631579e-05,181052.63157894736,0.6840880481982811,6.959531109134379,3.621139117006469,3.621139117006469,0.0191926407684981,0.4711594702772944
3e-05,8.368421052631579e-05,190526.31578947368,0.6526115903066019,6.923284530588202,3.709134608133919,3.709134608133919,0.01807236729213,0.4660333871437359
3e-05,8.368421052631579e-05,200000.0,0.6186141943958575,6.933225992344802,3.8302686193264552,3.8302686193264552,0.0173644940783853,0.4691721498689411
3e-05,9.263157894736844e-05,20000.0,11.355429488000825,7.64005930258497,1.0419942587929567,1.0419942587929567,0.2725565996411723,1.6250456566833988
3e-05,9.263157894736844e-05,29473.684210526317,3.4121553124934776,6.780024407090339,2.4624781932205924,2.4624781932205924,0.2309357060949634,1.3701559114766289
3e-05,9.263157894736844e-05,38947.36842105263,2.6547089073462176,6.489332476496087,2.511716474488168,2.511716474488168,0.1448487788079176,1.039055204550246
3e-05,9.263157894736844e-05,48421.05263157895,2.382330502386859,6.353558690464391,2.3585352376889914,2.3585352376889914,0.0895941315143385,0.7728973980597647
3e-05,9.263157894736844e-05,57894.73684210526,1.963300041179292,6.296876201713834,2.5035947587808645,2.5035947587808645,0.0727150126960182,0.7132408636079688
3e-05,9.263157894736844e-05,67368.42105263157,1.6909644423363197,6.2658430224380295,2.608401780405265,2.608401780405265,0.060128691320794,0.6651378728429531
3e-05,9.263157894736844e-05,76842.1052631579,1.4874637529834145,6.244468142622715,2.710008724043515,2.710008724043515,0.0511888490749389,0.6317716550857978
3e-05,9.263157894736844e-05,86315.7894736842,1.4420320213023614,6.301122900528499,2.5900653882744096,2.5900653882744096,0.0382444087436648,0.5277012705591493
3e-05,9.263157894736844e-05,95789.47368421052,1.1994919932425063,6.228961648692973,2.915944379702012,2.915944379702012,0.0395295281282254,0.5911140638388891
3e-05,9.263157894736844e-05,105263.15789473684,1.164692970828989,6.286688658761403,2.8360986405125104,2.8360986405125104,0.0315039428996902,0.5160593854782516
3e-05,9.263157894736844e-05,114736.84210526316,1.0859060055350866,6.320727682093762,2.892436465968164,2.892436465968164,0.0278090440547389,0.4931078761158821
3e-05,9.263157894736844e-05,124210.52631578948,1.013357334533194,6.328793143379767,2.963849280691562,2.963849280691562,0.025033939555406,0.4776513771576808
3e-05,9.263157894736844e-05,133684.2105263158,0.946636181971451,6.344035330767342,3.048172279133248,3.048172279133248,0.0229043891727884,0.4678730475001292
3e-05,9.263157894736844e-05,143157.89473684208,0.8769818158260109,6.323735782400132,3.173656171304918,3.173656171304918,0.0216348720855626,0.4708004498458349
3e-05,9.263157894736844e-05,152631.5789473684,0.8216420014685386,6.319195134195903,3.278436575112729,3.278436575112729,0.0202707029619781,0.4684737520929998
3e-05,9.263157894736844e-05,162105.26315789472,0.7702781208757171,6.3263413528743655,3.3944369480011205,3.3944369480011205,0.0191983552898812,0.4696165091733973
3e-05,9.263157894736844e-05,171578.94736842104,0.7236571741248397,6.327863087620596,3.5160108961572067,3.5160108961572067,0.0183010347410764,0.4724343955565253
3e-05,9.263157894736844e-05,181052.63157894736,0.6872677325065585,6.314016404225424,3.6106553752368304,3.6106553752368304,0.0172403121339244,0.4685990924414442
3e-05,9.263157894736844e-05,190526.31578947368,0.6520191045492605,6.306269922028414,3.7189673175744113,3.7189673175744113,0.0164120333917926,0.4684783750120428
3e-05,9.263157894736844e-05,200000.0,0.621956768165365,6.3211090276318105,3.816410940142646,3.816410940142646,0.0155755649623537,0.4659393994749512
3e-05,0.0001015789473684,20000.0,15.072883707084433,6.98883198383696,0.78518652331415,0.78518652331415,0.2300065108503275,1.5659390139760478
3e-05,0.0001015789473684,29473.684210526317,4.948087128328268,6.765800369556767,1.6995238554128855,1.6995238554128855,0.1339607031074331,1.0071126154146224
3e-05,0.0001015789473684,38947.36842105263,3.218774063788116,6.028581643068902,2.0738344795948414,2.0738344795948414,0.0989115975493294,0.8315525494550714
3e-05,0.0001015789473684,48421.05263157895,2.309044496591817,5.823486574000087,2.4363621349946376,2.4363621349946376,0.0862112763724038,0.8087046491148028
3e-05,0.0001015789473684,57894.73684210526,1.9444525995283533,5.767507929399918,2.53118685147551,2.53118685147551,0.0675918231199815,0.7256619935822987
3e-05,0.0001015789473684,67368.42105263157,1.6734266360721333,5.737921520757532,2.639342783517113,2.639342783517113,0.056012537676157,0.6783070842243285
3e-05,0.0001015789473684,76842.1052631579,1.4816018406138396,5.720519798322171,2.724570554254103,2.724570554254103,0.0471439200327652,0.6377973673689424
3e-05,0.0001015789473684,86315.7894736842,1.4416475046169914,5.764198475749212,2.5945277017387784,2.5945277017387784,0.0349871831653962,0.5294794427771947
3e-05,0.0001015789473684,95789.47368421052,1.1839065535603994,5.717005740043472,2.958727625376784,2.958727625376784,0.037057878791372,0.6069049683849957
3e-05,0.0001015789473684,105263.15789473684,1.087757610676336,5.712437561314153,3.041288032115335,3.041288032115335,0.0328249179581124,0.585734125483051
3e-05,0.0001015789473684,114736.84210526316,1.088822767895968,5.753691421792915,2.8891227440582883,2.8891227440582883,0.0253039638881772,0.4922154546966364
3e-05,0.0001015789473684,124210.52631578948,1.0037320220344892,5.854826569080972,2.996994431274484,2.996994431274484,0.023323021382309,0.4876665041234501
3e-05,0.0001015789473684,133684.2105263158,0.9439642891457342,5.816202413956063,3.0616731364387277,3.0616731364387277,0.0210662236139442,0.4718419041295738
3e-05,0.0001015789473684,143157.89473684208,0.8833862531902394,5.835650423454792,3.1557414648217854,3.1557414648217854,0.0195134155495754,0.4659112894621928
3e-05,0.0001015789473684,152631.5789473684,0.8244276595841867,5.822901354964063,3.272718956617465,3.272718956617465,0.0184223925867331,0.4670100194582903
3e-05,0.0001015789473684,162105.26315789472,0.774046375401733,5.815905907643307,3.3835255892275304,3.3835255892275304,0.0173974143604686,0.4668178314257689
3e-05,0.0001015789473684,171578.94736842104,0.7309035777486389,5.861279448290119,3.487071153751037,3.487071153751037,0.0164207669892953,0.4650804300478333
3e-05,0.0001015789473684,181052.63157894736,0.6906889514877268,5.807888977313881,3.5989025447149725,3.5989025447149725,0.0156213538628853,0.4657294088667724
3e-05,0.0001015789473684,190526.31578947368,0.6546421073692822,5.808146884298092,3.710492300060363,3.710492300060363,0.014899361690342,0.4664742495694699
3e-05,0.0001015789473684,200000.0,0.6247555039331941,5.791876676182488,3.805932673207413,3.805932673207413,0.0141268643387306,0.4635148924139135
3e-05,0.0001105263157894,20000.0,14.634700940116042,6.447919816656168,0.8087751350884489,0.8087751350884489,0.2127524535409638,1.5710210616740894
3e-05,0.0001105263157894,29473.684210526317,5.526953648539229,6.258295985170268,1.5227062713160873,1.5227062713160873,0.1104794412735816,0.9428218743277184
3e-05,0.0001105263157894,38947.36842105263,2.8235781512880864,5.476273929473811,2.3664031614308723,2.3664031614308723,0.1106323267440566,0.9671009722336494
3e-05,0.0001105263157894,48421.05263157895,2.285121114282448,5.374969940345423,2.4646395068657947,2.4646395068657947,0.0807711995768234,0.822337780902537
3e-05,0.0001105263157894,57894.73684210526,1.926668727719406,5.323493547242378,2.55761168452024,2.55761168452024,0.0632603719275426,0.7376603558659528
3e-05,0.0001105263157894,67368.42105263157,1.662692676422331,5.295170424801842,2.6597507496527117,2.6597507496527117,0.0522005792612176,0.6871706147688591
