L,C,fsw,delta_current_percentage,delta_voltage_percentage,switching_loss,capacitor_loss,inductor_copper_loss
0.0001811111111111,160000.0,0.079576,0.7718112252554655,3.623010677874051,6.942355483831051,0.0105355155658946,0.4977672161834445
0.0001811111111111,180000.0,0.079576,0.6774724650774278,3.62628265671407,7.488763898466698,0.0095874805272002,0.5065796694918975
0.0001811111111111,200000.0,0.079576,0.5982479247220298,3.661699335306279,8.101332793380935,0.0089597039071015,0.5236687253385877
0.0002,20000.0,0.079576,6.642424032901359,3.666760376500181,3.5707434198643586,0.1684203842194331,1.8996417585407823
0.0002,40000.0,0.079576,3.0925075559873294,4.393470587010676,4.262450316721361,0.0497721028832819,0.8378029083513193
0.0002,60000.0,0.079576,2.0560706598035257,4.520384952734888,4.718642718737945,0.0285478110304678,0.6356773758608539
0.0002,80000.0,0.079576,1.563105191227006,4.4804496571518175,5.098010589609162,0.0197184442113129,0.5528542849237755
0.0002,100000.0,0.079576,1.2935442328761817,4.17102768502218,5.358852430104895,0.0144150307050871,0.4911960525442285
0.0002,120000.0,0.079576,1.083366645739114,4.120606754177275,5.762705899132687,0.011736351306325,0.4705974054743707
0.0002,140000.0,0.079576,0.8907950568706485,4.08572130463795,6.458299956569601,0.0108325894087856,0.4988470955492021
0.0002,160000.0,0.079576,0.7821080150453178,4.05678850630743,6.887850511269067,0.0093944669784576,0.4906043068147624
0.0002,180000.0,0.079576,0.7012450060254372,4.0078263338179845,7.278166066963589,0.0082084997129479,0.4797471375881733
0.0002,200000.0,0.079576,0.630538780502123,3.9337318799128265,7.738158587435208,0.0074115291337732,0.479304092014166
3e-05,20000.0,0.179228,0.7793664459122551,2.806727944492568,3.664717515217386,0.4593606393271586,1.01240331529988
3e-05,40000.0,0.179228,0.3884418737497287,2.416986183026955,4.08110911081451,0.2256563022774935,0.9747427812335486
3e-05,60000.0,0.179228,0.2578517298641398,2.3754192841150727,4.516264094927308,0.1510939934573178,0.9752505272544112
3e-05,80000.0,0.179228,0.1931076327826998,2.3785491579851445,4.94293135039165,0.1135104359210997,0.9755836233272877
3e-05,100000.0,0.179228,0.1544748799855762,2.382781865212157,5.364083321297362,0.0907875359742133,0.974760878078128
3e-05,120000.0,0.179228,0.1285208595882686,2.3813873143019526,5.79460893822855,0.0758984778673936,0.9775523934209684
3e-05,140000.0,0.179228,0.1102579245850553,2.386656829220857,6.2112339173997455,0.0649493309616763,0.9757568977320146
3e-05,160000.0,0.179228,0.0966053268392056,2.3840982064092406,6.6242524538047896,0.0566897155718224,0.9732107972062154
3e-05,180000.0,0.179228,0.0859618618061838,2.376970407924967,7.0383534284304,0.0502971555267867,0.971314491107202
3e-05,200000.0,0.179228,0.0774094543721127,2.366376328211964,7.455354669479841,0.0452284120891387,0.9704148276071032
4.888888888888889e-05,20000.0,0.179228,0.7438513471318259,1.7795086354195078,3.840979577203856,0.3090361793243544,1.1073604801763026
4.888888888888889e-05,40000.0,0.179228,0.3886409133065003,1.5195492212056163,4.087022426967017,0.1388702275241428,0.9775819750802368
4.888888888888889e-05,60000.0,0.179228,0.254765265548746,1.4925886090740714,4.581810393018884,0.0954208452403392,1.0036327183435405
4.888888888888889e-05,80000.0,0.179228,0.1946727680363827,1.482169792719338,4.915878060032018,0.0688948246928298,0.9649825138296908
4.888888888888889e-05,100000.0,0.179228,0.1554243080361999,1.486203667542546,5.345998005841354,0.0553358385039009,0.9682227259163652
4.888888888888889e-05,120000.0,0.179228,0.1294782302195731,1.4822323022292851,5.768448893078395,0.0461547523154473,0.9687658136577628
4.888888888888889e-05,140000.0,0.179228,0.111059303031016,1.494732264586231,6.18517159162537,0.039521659259292,0.9675998154510138
4.888888888888889e-05,160000.0,0.179228,0.0970525818661355,1.4935594772774246,6.61466611282015,0.0346862946312274,0.9704030542305684
4.888888888888889e-05,180000.0,0.179228,0.0864056605020902,1.4898506460427376,7.025367139377343,0.0307504066988319,0.9677396670539904
4.888888888888889e-05,200000.0,0.179228,0.0776429531127482,1.490235175321767,7.458512125264598,0.0277773063552616,0.9712399012662872
6.777777777777778e-05,20000.0,0.179228,0.8349878855648108,1.3582315876841289,3.431388485358588,0.1788089947745104,0.8939114625643726
6.777777777777778e-05,40000.0,0.179228,0.391841799819961,1.1810492286556185,4.080499505986156,0.0998509889997805,0.97466435606616
6.777777777777778e-05,60000.0,0.179228,0.2576944081175019,1.1539446326705007,4.574586182398535,0.0686117995408349,1.0005948017803925
6.777777777777778e-05,80000.0,0.179228,0.1973466830549329,1.1504554538274512,4.912789463362048,0.0496322898857066,0.963854239611459
6.777777777777778e-05,100000.0,0.179228,0.1582612898937144,1.1545708628279003,5.335598340597285,0.0397593733047135,0.9645307687014152
6.777777777777778e-05,120000.0,0.179228,0.1322255498974073,1.1584070313315429,5.758339041339466,0.0331754316131852,0.9654308084751596
6.777777777777778e-05,140000.0,0.179228,0.1136772998026336,1.1503891346531074,6.179142199862032,0.0284519000043206,0.9657615755911712
6.777777777777778e-05,160000.0,0.179228,0.0990637222004724,1.1460501608655786,6.646498500722546,0.025260926036688,0.979797631860267
6.777777777777778e-05,180000.0,0.179228,0.0890088734014657,1.149129546467517,7.016812393278196,0.0221266506538109,0.9654209941461076
6.777777777777778e-05,200000.0,0.179228,0.0800887696495257,1.1468820631775682,7.462272451061953,0.0200562934241178,0.9722507195524768
8.666666666666667e-05,20000.0,0.179228,0.7740019374394135,1.258279710067438,3.736030105676741,0.1651204536326823,1.0514923975170904
8.666666666666667e-05,40000.0,0.179228,0.4052145757337104,1.2754938951764654,4.025326224689088,0.0760029234807964,0.9493171061356368
8.666666666666667e-05,60000.0,0.179228,0.265880547720726,1.108742766796064,4.569415197496468,0.053537000508169,0.99868860528589
8.666666666666667e-05,80000.0,0.179228,0.2035751637979871,1.1176662708852851,4.957400005262955,0.0395221166854461,0.9816418257838316
8.666666666666667e-05,100000.0,0.179228,0.165032486673544,1.126975959476448,5.378615532377102,0.0315968126053586,0.9803245652751198
8.666666666666667e-05,120000.0,0.179228,0.140435208195918,1.1091150537021262,5.75448924096491,0.0259102306161441,0.964319928212646
8.666666666666667e-05,140000.0,0.179228,0.1219991553810663,1.120898373742989,6.169194425405589,0.0221792923111686,0.9628116936404532
8.666666666666667e-05,160000.0,0.179228,0.1080048510247043,1.1238355137690503,6.5938326789457165,0.0194436114544614,0.9644802830942644
8.666666666666667e-05,180000.0,0.179228,0.0972165011051894,1.124006072369185,7.012225704250689,0.0172815666965758,0.9642819968576488
8.666666666666667e-05,200000.0,0.179228,0.0882373360243745,1.1125664476534174,7.459927719934066,0.0156751968911411,0.9717508314406432
0.0001055555555555,20000.0,0.179228,0.8021479450115001,1.4991507093170853,3.661896034647789,0.1303586022036538,1.0137337860886293
0.0001055555555555,40000.0,0.179228,0.4098773223290977,1.6485387292890274,4.112058844686168,0.0651048520856242,0.990976720429
0.0001055555555555,60000.0,0.179228,0.2851030074550181,1.6255520765634974,4.47528903063762,0.0421687461187462,0.958808614764876
0.0001055555555555,80000.0,0.179228,0.2173333803059269,1.613486513488848,4.953561560532215,0.0323995761608079,0.9805936303140992
0.0001055555555555,100000.0,0.179228,0.1791603756923664,1.60899012740622,5.364698077360281,0.0258086827531034,0.9756521500444468
0.0001055555555555,120000.0,0.179228,0.1520078548901722,1.491240564341624,5.839578275146684,0.0219070458858669,0.9933283041693828
0.0001055555555555,140000.0,0.179228,0.1356254448108176,1.4253194000598193,6.180245961285138,0.0182756390406482,0.9665466777571308
0.0001055555555555,160000.0,0.179228,0.1218982020712506,1.4444108177616328,6.593194233174644,0.0159611381264051,0.9645499446137517
0.0001055555555555,180000.0,0.179228,0.1111018284960044,1.4371097733689462,7.013232912850386,0.01419315110008,0.9647913495455784
0.0001055555555555,200000.0,0.179228,0.1020332860499403,1.4563353488975763,7.465031767762465,0.0128877751564733,0.9732937416692332
0.0001244444444444,20000.0,0.179228,0.8260826697776106,2.0044727130289464,3.631961571712008,0.1088113669474138,1.0003016159761084
0.0001244444444444,40000.0,0.179228,0.4316825221994292,2.207835602490148,4.06790496650548,0.054049815845519,0.97127199608146
0.0001244444444444,60000.0,0.179228,0.3025676745742777,2.249247524319271,4.474424440090019,0.035754348858251,0.9592524087634592
0.0001244444444444,80000.0,0.179228,0.2367675224081181,2.2451643451137,4.906472510455543,0.0269624986614207,0.9627437314548178
0.0001244444444444,100000.0,0.179228,0.1976969620033272,2.227726372265664,5.328590155674383,0.0215978614672341,0.9631216453584176
0.0001244444444444,120000.0,0.179228,0.1719433211076906,2.206865179206364,5.741685353596951,0.0179644649020113,0.9608195608013076
0.0001244444444444,140000.0,0.179228,0.1535335166612269,2.188938037939072,6.154846614704373,0.0153745619786019,0.9590314802698932
0.0001244444444444,160000.0,0.179228,0.139827067763123,2.0622705407827286,6.563182209660157,0.0134155357825541,0.9561620113316632
0.0001244444444444,180000.0,0.179228,0.1288338538544235,2.168710932564836,6.989084896043031,0.011956094843115,0.958498195795416
0.0001244444444444,200000.0,0.179228,0.1201918423802521,2.155549067712189,7.406076132880258,0.010759649046017,0.9583029953323556
0.0001433333333333,20000.0,0.179228,0.8648752265152027,2.3797563156832275,3.620615608198096,0.0938957694299341,0.9992031831357144
0.0001433333333333,40000.0,0.179228,0.4718418679392467,2.3744853370409014,4.06113842502262,0.0467718651456907,0.9709258180669644
0.0001433333333333,60000.0,0.179228,0.3425568243605297,2.586231169002441,4.482852165855999,0.0311592891471939,0.9649237136126316
0.0001433333333333,80000.0,0.179228,0.2785319610693358,2.5873266880340404,4.893917587510449,0.0232898218001157,0.9595328070149932
0.0001433333333333,100000.0,0.179228,0.2398180463942753,2.57533995264284,5.311944853853939,0.0186347686507571,0.9585789827022492
0.0001433333333333,120000.0,0.179228,0.214080579886637,2.560975581318018,5.727843681594866,0.0155219919715732,0.9574855181028962
0.0001433333333333,140000.0,0.179228,0.1956470836917978,2.5443483171321746,6.145606456679008,0.0133084259327806,0.9573234983001434
0.0001433333333333,160000.0,0.179228,0.1817615395676524,2.5307550278137256,6.565300663360565,0.0116551146881455,0.9578528513949978
0.0001433333333333,180000.0,0.179228,0.1710488656731047,2.522366373127375,6.981756725859926,0.0103587347264557,0.9574969140931168
0.0001433333333333,200000.0,0.179228,0.162543691528561,2.5130830425826742,7.394981940901299,0.009313750613106,0.9563863457463396
0.0001622222222222,20000.0,0.179228,0.8831265232694728,2.9945447086664845,3.67249272333464,0.0853031581937523,1.0306147893299575
0.0001622222222222,40000.0,0.179228,0.496339282759834,3.1496615326584863,4.096686233871566,0.0420483438822055,0.9899147554881296
0.0001622222222222,60000.0,0.179228,0.366696453056889,3.244197260082196,4.532428125007392,0.0281419140261704,0.9877776538559466
0.0001622222222222,80000.0,0.179228,0.3019055690475109,3.275035018402512,4.967935458861626,0.0212042716692801,0.9898878423509888
0.0001622222222222,100000.0,0.179228,0.2641284192142119,3.2839006812246967,5.380861762531438,0.0168945787061636,0.9846128540168514
0.0001622222222222,120000.0,0.179228,0.2387765185827593,3.281631342823426,5.799224835018919,0.0140583767387832,0.9824100998062988
0.0001622222222222,140000.0,0.179228,0.2202615077310764,3.277428502640255,6.226479080132146,0.012070184863456,0.9835205996784264
0.0001622222222222,160000.0,0.179228,0.2064120663371922,3.2724310549011726,6.654127824811331,0.0105784578107699,0.9847297297009324
0.0001622222222222,180000.0,0.179228,0.1957769317404774,3.263761697753543,7.076612048467765,0.0094028969005952,0.9844328524432716
0.0001622222222222,200000.0,0.179228,0.1875003396841135,3.1634973105161723,7.489824701165704,0.0084416636808233,0.981788164971578
0.0001811111111111,20000.0,0.179228,0.886639845739247,4.300864519798742,3.704396143071263,0.0777105412393665,1.0491089047010664
0.0001811111111111,40000.0,0.179228,0.4996875901108532,4.485391609290498,4.171883571862366,0.0390505184146153,1.0268689118776255
0.0001811111111111,60000.0,0.179228,0.3737426869964874,4.5466031866322565,4.601674606496394,0.0259810621262725,1.018628550936837
0.0001811111111111,80000.0,0.179228,0.3107933490459468,4.5622496384265485,5.031065488741266,0.0194778820075311,1.0156629073050336
0.0001811111111111,100000.0,0.179228,0.272758578510091,4.563650026894947,5.465713874756769,0.0156131625361629,1.0163008883450582
0.0001811111111111,120000.0,0.179228,0.2473834276653864,4.560381331606413,5.900668699872592,0.0130362859230411,1.0174336145172889
0.0001811111111111,140000.0,0.179228,0.2295156696296618,4.552102784235391,6.328406771338066,0.0111680309440425,1.016335683003789
0.0001811111111111,160000.0,0.179228,0.2162278724920168,4.544768618427021,6.752624113457863,0.0097576702419544,1.0144473355117625
0.0001811111111111,180000.0,0.179228,0.2056996684581391,4.536072034790652,7.183260720097705,0.0086779254796812,1.0146640574454402
0.0001811111111111,200000.0,0.179228,0.1971077558638707,4.527248290068346,7.621176595673468,0.007828719842384,1.0168382043255868
0.0002,20000.0,0.179228,0.9841440857086412,4.430589946683212,3.675181447467834,0.0692894657064646,1.0473582221713909
0.0002,40000.0,0.179228,0.595878335630683,4.614689779751741,4.143557002328476,0.0348863985414676,1.0216861612066337
0.0002,60000.0,0.179228,0.4699453573482798,4.675411622948038,4.5728120645607895,0.0232337885664097,1.0126158874945552
0.0002,80000.0,0.179228,0.4072547165686151,4.698314712471393,5.003059321934561,0.0174427416364071,1.0101377254311434
0.0002,100000.0,0.179228,0.3699126147644613,4.6980140515015885,5.421601761381476,0.0139114857182311,1.0051334976488406
0.0002,120000.0,0.179228,0.3435625956239813,4.695907159033403,5.868550024936683,0.0116769917278149,1.0111299761979842
0.0002,140000.0,0.179228,0.3254868429287399,4.691528618833813,6.300311469424133,0.0100237141568739,1.011783248261331
0.0002,160000.0,0.179228,0.312015092988225,4.685602966162651,6.729769649565798,0.0087764215545197,1.0118242003193625
0.0002,180000.0,0.179228,0.3015970386640525,4.678919380553446,7.1575695361515725,0.0078022477294065,1.0114888355289475
0.0002,200000.0,0.179228,0.2933105518542513,4.671806450314082,7.584377876855244,0.0070210591302738,1.0109888847757331
3e-05,20000.0,0.179228,0.414429022625573,1.5070656675829708,3.667765167974088,0.4528555892990861,0.97904515198177
3e-05,40000.0,0.179228,0.2072706189032282,1.2911650149998493,4.07743551472839,0.2243459430045216,0.9643465181694538
3e-05,60000.0,0.179228,0.1378154746718065,1.2748066585423734,4.50593039363693,0.1501364449461769,0.9669715780287564
3e-05,80000.0,0.179228,0.1032191335522948,1.2752123393952508,4.931427815607826,0.1128701255102805,0.96889925933216
3e-05,100000.0,0.179228,0.0825805878974262,1.2723361658836565,5.350715435145374,0.090277977138533,0.968533735590005
3e-05,120000.0,0.179228,0.0688211638957469,1.2720415226464392,5.770182215762238,0.0752267556848273,0.9683778217195586
3e-05,140000.0,0.179228,0.0589541058995498,1.2786414348033572,6.193844520737884,0.0645651872586851,0.9695997143926302
3e-05,160000.0,0.179228,0.0516188018497555,1.2733146830989552,6.609760031197588,0.0564278585942503,0.9684191026677236
3e-05,180000.0,0.179228,0.0459223011704087,1.270407323121706,7.023898462876433,0.0500808811590084,0.9669035184363092
3e-05,200000.0,0.179228,0.0413452841352939,1.264203097328468,7.440970764819434,0.0450468450258598,0.966329088954205
4.888888888888889e-05,20000.0,0.179228,0.4088075840987204,0.9607641548896408,3.720093560569134,0.2858240509904302,1.0067977816179667
4.888888888888889e-05,40000.0,0.179228,0.2046529510551295,0.828037762103577,4.136789543056184,0.1416975088635389,0.9925374018206692
4.888888888888889e-05,60000.0,0.179228,0.1383094588574734,0.813105811527153,4.500294430818421,0.0918990208668298,0.9645650848462196
4.888888888888889e-05,80000.0,0.179228,0.1037940714931809,0.8064397698112183,4.9179169938612,0.068882368324614,0.9636070199802508
4.888888888888889e-05,100000.0,0.179228,0.0829931459097838,0.807749396796445,5.341549774739093,0.0552082696378583,0.965223913943032
4.888888888888889e-05,120000.0,0.179228,0.0692246845291874,0.8079172561437327,5.757914327076825,0.0459658280444366,0.9642689693444166
4.888888888888889e-05,140000.0,0.179228,0.0590798941757155,0.8070606672219017,6.206393583901515,0.039780231256788,0.9735338213401658
4.888888888888889e-05,160000.0,0.179228,0.0519235946798008,0.8088102983066947,6.601234497577927,0.0345369279244471,0.9659250419367412
4.888888888888889e-05,180000.0,0.179228,0.0461954804054609,0.808794989012027,7.017598842482266,0.0306763537689333,0.9651719197657516
4.888888888888889e-05,200000.0,0.179228,0.0415611513568995,0.8156551824096929,7.442932201411184,0.0276569562084073,0.9668400456736712
6.777777777777778e-05,20000.0,0.179228,0.4335686844595961,0.8480445802133505,3.5270449852756163,0.1854539510001174,0.9065680274316992
6.777777777777778e-05,40000.0,0.179228,0.210131655448269,0.7569762486340362,4.0789078888903685,0.0993722773208929,0.965138796268803
6.777777777777778e-05,60000.0,0.179228,0.1403383308741452,0.7434361702276255,4.520006544265074,0.0668693834905657,0.9730793026201328
6.777777777777778e-05,80000.0,0.179228,0.1065573216006649,0.7520294636314135,4.912743993451151,0.0495812138525322,0.9616274460901738
