Combination,Cap(uF),Vol(mm^3)
47.0 and 100.0 + 330.0 + 470.0 + 1000.0,1.089e-04,4772.542625719
47.0 and 100.0 + 330.0 + 680.0 + 820.0,1.106e-04,4847.155451242
47.0 and 100.0 + 330.0 + 680.0 + 1000.0,1.115e-04,5338.029303365
47.0 and 100.0 + 330.0 + 820.0 + 1000.0,1.126e-04,5730.728385064
47.0 and 100.0 + 470.0 + 680.0 + 820.0,1.145e-04,5098.482863529
47.0 and 100.0 + 470.0 + 680.0 + 1000.0,1.155e-04,5589.356715653
47.0 and 100.0 + 470.0 + 820.0 + 1000.0,1.167e-04,5982.055797351
47.0 and 100.0 + 680.0 + 820.0 + 1000.0,1.200e-04,6547.542474998
47.0 and 220.0 + 330.0 + 470.0 + 680.0,1.365e-04,4124.125756
47.0 and 220.0 + 330.0 + 470.0 + 820.0,1.386e-04,4516.824837699
47.0 and 220.0 + 330.0 + 470.0 + 1000.0,1.404e-04,5007.698689822
47.0 and 220.0 + 330.0 + 680.0 + 820.0,1.444e-04,5082.311515345
47.0 and 220.0 + 330.0 + 680.0 + 1000.0,1.465e-04,5573.185367468
47.0 and 220.0 + 330.0 + 820.0 + 1000.0,1.491e-04,5965.884449167
47.0 and 220.0 + 470.0 + 680.0 + 820.0,1.538e-04,5333.638927632
47.0 and 220.0 + 470.0 + 680.0 + 1000.0,1.564e-04,5824.512779755
47.0 and 220.0 + 470.0 + 820.0 + 1000.0,1.595e-04,6217.211861454
47.0 and 220.0 + 680.0 + 820.0 + 1000.0,1.684e-04,6782.6985391
47.0 and 330.0 + 470.0 + 680.0 + 820.0,1.744e-04,5509.568116233
47.0 and 330.0 + 470.0 + 680.0 + 1000.0,1.781e-04,6000.441968357
47.0 and 330.0 + 470.0 + 820.0 + 1000.0,1.825e-04,6393.141050055
47.0 and 330.0 + 680.0 + 820.0 + 1000.0,1.958e-04,6958.627727701
47.0 and 470.0 + 680.0 + 820.0 + 1000.0,2.189e-04,7209.955139989
47.0 and 47.0 + 100.0 + 220.0 + 330.0 + 470.0,7.140e-05,3112.210908297
47.0 and 47.0 + 100.0 + 220.0 + 330.0 + 680.0,7.180e-05,3677.697585943
47.0 and 47.0 + 100.0 + 220.0 + 330.0 + 820.0,7.196e-05,4070.396667642
47.0 and 47.0 + 100.0 + 220.0 + 330.0 + 1000.0,7.209e-05,4561.270519765
47.0 and 47.0 + 100.0 + 220.0 + 470.0 + 680.0,7.237e-05,3929.02499823
47.0 and 47.0 + 100.0 + 220.0 + 470.0 + 820.0,7.253e-05,4321.724079929
47.0 and 47.0 + 100.0 + 220.0 + 470.0 + 1000.0,7.267e-05,4812.597932053
47.0 and 47.0 + 100.0 + 220.0 + 680.0 + 820.0,7.297e-05,4887.210757575
47.0 and 47.0 + 100.0 + 220.0 + 680.0 + 1000.0,7.311e-05,5378.084609699
47.0 and 47.0 + 100.0 + 220.0 + 820.0 + 1000.0,7.329e-05,5770.783691397
47.0 and 47.0 + 100.0 + 330.0 + 470.0 + 680.0,7.338e-05,4104.954186831
47.0 and 47.0 + 100.0 + 330.0 + 470.0 + 820.0,7.356e-05,4497.65326853
47.0 and 47.0 + 100.0 + 330.0 + 470.0 + 1000.0,7.371e-05,4988.527120654
47.0 and 47.0 + 100.0 + 330.0 + 680.0 + 820.0,7.403e-05,5063.139946176
47.0 and 47.0 + 100.0 + 330.0 + 680.0 + 1000.0,7.419e-05,5554.0137983
47.0 and 47.0 + 100.0 + 330.0 + 820.0 + 1000.0,7.438e-05,5946.712879998
47.0 and 47.0 + 100.0 + 470.0 + 680.0 + 820.0,7.471e-05,5314.467358464
47.0 and 47.0 + 100.0 + 470.0 + 680.0 + 1000.0,7.487e-05,5805.341210587
47.0 and 47.0 + 100.0 + 470.0 + 820.0 + 1000.0,7.507e-05,6198.040292286
47.0 and 47.0 + 100.0 + 680.0 + 820.0 + 1000.0,7.560e-05,6763.526969932
47.0 and 47.0 + 220.0 + 330.0 + 470.0 + 680.0,7.782e-05,4340.110250934
47.0 and 47.0 + 220.0 + 330.0 + 470.0 + 820.0,7.806e-05,4732.809332633
47.0 and 47.0 + 220.0 + 330.0 + 470.0 + 1000.0,7.827e-05,5223.683184756
47.0 and 47.0 + 220.0 + 330.0 + 680.0 + 820.0,7.870e-05,5298.296010279
47.0 and 47.0 + 220.0 + 330.0 + 680.0 + 1000.0,7.893e-05,5789.169862403
47.0 and 47.0 + 220.0 + 330.0 + 820.0 + 1000.0,7.918e-05,6181.868944101
47.0 and 47.0 + 220.0 + 470.0 + 680.0 + 820.0,7.964e-05,5549.623422566
47.0 and 47.0 + 220.0 + 470.0 + 680.0 + 1000.0,7.987e-05,6040.49727469
47.0 and 47.0 + 220.0 + 470.0 + 820.0 + 1000.0,8.015e-05,6433.196356389
47.0 and 47.0 + 220.0 + 680.0 + 820.0 + 1000.0,8.088e-05,6998.683034035
47.0 and 47.0 + 330.0 + 470.0 + 680.0 + 820.0,8.134e-05,5725.552611167
47.0 and 47.0 + 330.0 + 470.0 + 680.0 + 1000.0,8.160e-05,6216.426463291
47.0 and 47.0 + 330.0 + 470.0 + 820.0 + 1000.0,8.190e-05,6609.12554499
47.0 and 47.0 + 330.0 + 680.0 + 820.0 + 1000.0,8.272e-05,7174.612222636
47.0 and 47.0 + 470.0 + 680.0 + 820.0 + 1000.0,8.391e-05,7425.939634923
47.0 and 100.0 + 220.0 + 330.0 + 470.0 + 680.0,9.423e-05,4467.022740158
47.0 and 100.0 + 220.0 + 330.0 + 470.0 + 820.0,9.479e-05,4859.721821856
47.0 and 100.0 + 220.0 + 330.0 + 470.0 + 1000.0,9.530e-05,5350.59567398
47.0 and 100.0 + 220.0 + 330.0 + 680.0 + 820.0,9.634e-05,5425.208499503
47.0 and 100.0 + 220.0 + 330.0 + 680.0 + 1000.0,9.688e-05,5916.082351626
47.0 and 100.0 + 220.0 + 330.0 + 820.0 + 1000.0,9.752e-05,6308.781433325
47.0 and 100.0 + 220.0 + 470.0 + 680.0 + 820.0,9.864e-05,5676.53591179
47.0 and 100.0 + 220.0 + 470.0 + 680.0 + 1000.0,9.924e-05,6167.409763913
47.0 and 100.0 + 220.0 + 470.0 + 820.0 + 1000.0,9.993e-05,6560.108845612
47.0 and 100.0 + 220.0 + 680.0 + 820.0 + 1000.0,1.018e-04,7125.595523258
47.0 and 100.0 + 330.0 + 470.0 + 680.0 + 820.0,1.030e-04,5852.465100391
47.0 and 100.0 + 330.0 + 470.0 + 680.0 + 1000.0,1.037e-04,6343.338952514
47.0 and 100.0 + 330.0 + 470.0 + 820.0 + 1000.0,1.045e-04,6736.038034213
47.0 and 100.0 + 330.0 + 680.0 + 820.0 + 1000.0,1.068e-04,7301.524711859
47.0 and 100.0 + 470.0 + 680.0 + 820.0 + 1000.0,1.102e-04,7552.852124146
47.0 and 220.0 + 330.0 + 470.0 + 680.0 + 820.0,1.277e-04,6087.621164494
47.0 and 220.0 + 330.0 + 470.0 + 680.0 + 1000.0,1.291e-04,6578.495016617
47.0 and 220.0 + 330.0 + 470.0 + 820.0 + 1000.0,1.309e-04,6971.194098316
47.0 and 220.0 + 330.0 + 680.0 + 820.0 + 1000.0,1.358e-04,7536.680775962
47.0 and 220.0 + 470.0 + 680.0 + 820.0 + 1000.0,1.435e-04,7788.008188249
47.0 and 330.0 + 470.0 + 680.0 + 820.0 + 1000.0,1.600e-04,7963.93737685
100.0 and 47.0,1.470e-04,558.881479092
100.0 and 100.0,2.000e-04,685.793968315
100.0 and 220.0,3.200e-04,920.950032418
100.0 and 330.0,4.300e-04,1096.879221019
100.0 and 470.0,5.700e-04,1348.206633306
100.0 and 680.0,7.800e-04,1913.693310953
100.0 and 820.0,9.200e-04,2306.392392651
100.0 and 47.0 + 100.0,1.320e-04,901.77846325
100.0 and 47.0 + 220.0,1.387e-04,1136.934527353
100.0 and 47.0 + 330.0,1.411e-04,1312.863715954
100.0 and 47.0 + 470.0,1.427e-04,1564.191128241
100.0 and 47.0 + 680.0,1.440e-04,2129.677805887
100.0 and 47.0 + 820.0,1.445e-04,2522.376887586
100.0 and 47.0 + 1000.0,1.449e-04,3013.250739709
100.0 and 100.0 + 220.0,1.687e-04,1263.847016576
100.0 and 100.0 + 330.0,1.767e-04,1439.776205177
100.0 and 100.0 + 470.0,1.825e-04,1691.103617464
100.0 and 100.0 + 680.0,1.872e-04,2256.59029511
100.0 and 100.0 + 820.0,1.891e-04,2649.289376809
100.0 and 100.0 + 1000.0,1.909e-04,3140.163228932
100.0 and 220.0 + 330.0,2.320e-04,1674.93226928
100.0 and 220.0 + 470.0,2.499e-04,1926.259681567
100.0 and 220.0 + 680.0,2.662e-04,2491.746359213
100.0 and 220.0 + 820.0,2.735e-04,2884.445440912
100.0 and 220.0 + 1000.0,2.803e-04,3375.319293035
100.0 and 330.0 + 470.0,2.939e-04,2102.188870168
100.0 and 330.0 + 680.0,3.222e-04,2667.675547814
100.0 and 330.0 + 820.0,3.353e-04,3060.374629513
100.0 and 330.0 + 1000.0,3.481e-04,3551.248481636
100.0 and 470.0 + 680.0,3.779e-04,2919.002960101
100.0 and 470.0 + 820.0,3.988e-04,3311.7020418
100.0 and 470.0 + 1000.0,4.197e-04,3802.575893923
100.0 and 680.0 + 820.0,4.717e-04,3877.188719446
100.0 and 680.0 + 1000.0,5.048e-04,4368.06257157
100.0 and 820.0 + 1000.0,5.505e-04,4760.761653268
100.0 and 47.0 + 100.0 + 220.0,1.279e-04,1479.83151151
100.0 and 47.0 + 100.0 + 330.0,1.291e-04,1655.760700111
100.0 and 47.0 + 100.0 + 470.0,1.299e-04,1907.088112398
100.0 and 47.0 + 100.0 + 680.0,1.305e-04,2472.574790045
100.0 and 47.0 + 100.0 + 820.0,1.308e-04,2865.273871743
100.0 and 47.0 + 100.0 + 1000.0,1.310e-04,3356.147723867
100.0 and 47.0 + 220.0 + 330.0,1.347e-04,1890.916764214
100.0 and 47.0 + 220.0 + 470.0,1.358e-04,2142.244176501
100.0 and 47.0 + 220.0 + 680.0,1.366e-04,2707.730854147
100.0 and 47.0 + 220.0 + 820.0,1.370e-04,3100.429935846
100.0 and 47.0 + 220.0 + 1000.0,1.373e-04,3591.30378797
100.0 and 47.0 + 330.0 + 470.0,1.378e-04,2318.173365102
100.0 and 47.0 + 330.0 + 680.0,1.388e-04,2883.660042748
100.0 and 47.0 + 330.0 + 820.0,1.392e-04,3276.359124447
100.0 and 47.0 + 330.0 + 1000.0,1.395e-04,3767.232976571
100.0 and 47.0 + 470.0 + 680.0,1.402e-04,3134.987455036
100.0 and 47.0 + 470.0 + 820.0,1.406e-04,3527.686536734
100.0 and 47.0 + 470.0 + 1000.0,1.410e-04,4018.560388858
100.0 and 47.0 + 680.0 + 820.0,1.417e-04,4093.173214381
100.0 and 47.0 + 680.0 + 1000.0,1.421e-04,4584.047066504
100.0 and 47.0 + 820.0 + 1000.0,1.426e-04,4976.746148203
100.0 and 100.0 + 220.0 + 330.0,1.569e-04,2017.829253437
100.0 and 100.0 + 220.0 + 470.0,1.600e-04,2269.156665725
100.0 and 100.0 + 220.0 + 680.0,1.624e-04,2834.643343371
100.0 and 100.0 + 220.0 + 820.0,1.634e-04,3227.34242507
100.0 and 100.0 + 220.0 + 1000.0,1.643e-04,3718.216277193
100.0 and 100.0 + 330.0 + 470.0,1.660e-04,2445.085854326
100.0 and 100.0 + 330.0 + 680.0,1.690e-04,3010.572531972
100.0 and 100.0 + 330.0 + 820.0,1.702e-04,3403.271613671
100.0 and 100.0 + 330.0 + 1000.0,1.713e-04,3894.145465794
100.0 and 100.0 + 470.0 + 680.0,1.735e-04,3261.899944259
100.0 and 100.0 + 470.0 + 820.0,1.749e-04,3654.599025958
100.0 and 100.0 + 470.0 + 1000.0,1.762e-04,4145.472878081
100.0 and 100.0 + 680.0 + 820.0,1.788e-04,4220.085703604
100.0 and 100.0 + 680.0 + 1000.0,1.802e-04,4710.959555727
100.0 and 100.0 + 820.0 + 1000.0,1.818e-04,5103.658637426
100.0 and 220.0 + 330.0 + 470.0,2.031e-04,2680.241918428
100.0 and 220.0 + 330.0 + 680.0,2.105e-04,3245.728596075
100.0 and 220.0 + 330.0 + 820.0,2.137e-04,3638.427677773
100.0 and 220.0 + 330.0 + 1000.0,2.166e-04,4129.301529897
100.0 and 220.0 + 470.0 + 680.0,2.228e-04,3497.056008362
100.0 and 220.0 + 470.0 + 820.0,2.267e-04,3889.755090061
100.0 and 220.0 + 470.0 + 1000.0,2.303e-04,4380.628942184
100.0 and 220.0 + 680.0 + 820.0,2.382e-04,4455.241767707
100.0 and 220.0 + 680.0 + 1000.0,2.425e-04,4946.11561983
100.0 and 220.0 + 820.0 + 1000.0,2.478e-04,5338.814701529
100.0 and 330.0 + 470.0 + 680.0,2.509e-04,3672.985196963
100.0 and 330.0 + 470.0 + 820.0,2.568e-04,4065.684278662
100.0 and 330.0 + 470.0 + 1000.0,2.624e-04,4556.558130785
100.0 and 330.0 + 680.0 + 820.0,2.748e-04,4631.170956308
100.0 and 330.0 + 680.0 + 1000.0,2.818e-04,5122.044808431
100.0 and 330.0 + 820.0 + 1000.0,2.905e-04,5514.74389013
100.0 and 470.0 + 680.0 + 820.0,3.076e-04,4882.498368595
100.0 and 470.0 + 680.0 + 1000.0,3.175e-04,5373.372220718
100.0 and 470.0 + 820.0 + 1000.0,3.300e-04,5766.071302417
100.0 and 680.0 + 820.0 + 1000.0,3.710e-04,6331.557980063
100.0 and 47.0 + 100.0 + 220.0 + 330.0,1.257e-04,2233.813748372
100.0 and 47.0 + 100.0 + 220.0 + 470.0,1.264e-04,2485.141160659
100.0 and 47.0 + 100.0 + 220.0 + 680.0,1.268e-04,3050.627838305
100.0 and 47.0 + 100.0 + 220.0 + 820.0,1.270e-04,3443.326920004
100.0 and 47.0 + 100.0 + 220.0 + 1000.0,1.272e-04,3934.200772127
100.0 and 47.0 + 100.0 + 330.0 + 470.0,1.274e-04,2661.07034926
100.0 and 47.0 + 100.0 + 330.0 + 680.0,1.280e-04,3226.557026906
100.0 and 47.0 + 100.0 + 330.0 + 820.0,1.281e-04,3619.256108605
100.0 and 47.0 + 100.0 + 330.0 + 1000.0,1.283e-04,4110.129960728
100.0 and 47.0 + 100.0 + 470.0 + 680.0,1.287e-04,3477.884439193
100.0 and 47.0 + 100.0 + 470.0 + 820.0,1.289e-04,3870.583520892
100.0 and 47.0 + 100.0 + 470.0 + 1000.0,1.291e-04,4361.457373015
100.0 and 47.0 + 100.0 + 680.0 + 820.0,1.294e-04,4436.070198538
100.0 and 47.0 + 100.0 + 680.0 + 1000.0,1.296e-04,4926.944050662
100.0 and 47.0 + 100.0 + 820.0 + 1000.0,1.299e-04,5319.64313236
100.0 and 47.0 + 220.0 + 330.0 + 470.0,1.323e-04,2896.226413363
100.0 and 47.0 + 220.0 + 330.0 + 680.0,1.330e-04,3461.713091009
100.0 and 47.0 + 220.0 + 330.0 + 820.0,1.333e-04,3854.412172708
100.0 and 47.0 + 220.0 + 330.0 + 1000.0,1.335e-04,4345.286024831
100.0 and 47.0 + 220.0 + 470.0 + 680.0,1.340e-04,3713.040503296
100.0 and 47.0 + 220.0 + 470.0 + 820.0,1.343e-04,4105.739584995
100.0 and 47.0 + 220.0 + 470.0 + 1000.0,1.345e-04,4596.613437118
100.0 and 47.0 + 220.0 + 680.0 + 820.0,1.351e-04,4671.226262641
100.0 and 47.0 + 220.0 + 680.0 + 1000.0,1.353e-04,5162.100114764
100.0 and 47.0 + 220.0 + 820.0 + 1000.0,1.357e-04,5554.799196463
100.0 and 47.0 + 330.0 + 470.0 + 680.0,1.358e-04,3888.969691897
100.0 and 47.0 + 330.0 + 470.0 + 820.0,1.362e-04,4281.668773596
100.0 and 47.0 + 330.0 + 470.0 + 1000.0,1.365e-04,4772.542625719
100.0 and 47.0 + 330.0 + 680.0 + 820.0,1.370e-04,4847.155451242
100.0 and 47.0 + 330.0 + 680.0 + 1000.0,1.373e-04,5338.029303365
100.0 and 47.0 + 330.0 + 820.0 + 1000.0,1.377e-04,5730.728385064
100.0 and 47.0 + 470.0 + 680.0 + 820.0,1.383e-04,5098.482863529
100.0 and 47.0 + 470.0 + 680.0 + 1000.0,1.386e-04,5589.356715653
100.0 and 47.0 + 470.0 + 820.0 + 1000.0,1.390e-04,5982.055797351
100.0 and 47.0 + 680.0 + 820.0 + 1000.0,1.401e-04,6547.542474998
100.0 and 100.0 + 220.0 + 330.0 + 470.0,1.508e-04,3023.138902586
100.0 and 100.0 + 220.0 + 330.0 + 680.0,1.525e-04,3588.625580232
100.0 and 100.0 + 220.0 + 330.0 + 820.0,1.532e-04,3981.324661931
100.0 and 100.0 + 220.0 + 330.0 + 1000.0,1.538e-04,4472.198514054
100.0 and 100.0 + 220.0 + 470.0 + 680.0,1.551e-04,3839.95299252
100.0 and 100.0 + 220.0 + 470.0 + 820.0,1.559e-04,4232.652074218
100.0 and 100.0 + 220.0 + 470.0 + 1000.0,1.566e-04,4723.525926342
100.0 and 100.0 + 220.0 + 680.0 + 820.0,1.580e-04,4798.138751864
100.0 and 100.0 + 220.0 + 680.0 + 1000.0,1.588e-04,5289.012603988
100.0 and 100.0 + 220.0 + 820.0 + 1000.0,1.596e-04,5681.711685687
100.0 and 100.0 + 330.0 + 470.0 + 680.0,1.601e-04,4015.882181121
100.0 and 100.0 + 330.0 + 470.0 + 820.0,1.611e-04,4408.581262819
100.0 and 100.0 + 330.0 + 470.0 + 1000.0,1.619e-04,4899.455114943
100.0 and 100.0 + 330.0 + 680.0 + 820.0,1.636e-04,4974.067940465
100.0 and 100.0 + 330.0 + 680.0 + 1000.0,1.645e-04,5464.941792589
100.0 and 100.0 + 330.0 + 820.0 + 1000.0,1.656e-04,5857.640874288
100.0 and 100.0 + 470.0 + 680.0 + 820.0,1.675e-04,5225.395352753
100.0 and 100.0 + 470.0 + 680.0 + 1000.0,1.685e-04,5716.269204876
100.0 and 100.0 + 470.0 + 820.0 + 1000.0,1.697e-04,6108.968286575
100.0 and 100.0 + 680.0 + 820.0 + 1000.0,1.730e-04,6674.454964221
100.0 and 220.0 + 330.0 + 470.0 + 680.0,1.895e-04,4251.038245223
100.0 and 220.0 + 330.0 + 470.0 + 820.0,1.916e-04,4643.737326922
100.0 and 220.0 + 330.0 + 470.0 + 1000.0,1.934e-04,5134.611179046
100.0 and 220.0 + 330.0 + 680.0 + 820.0,1.974e-04,5209.224004568
100.0 and 220.0 + 330.0 + 680.0 + 1000.0,1.995e-04,5700.097856692
100.0 and 220.0 + 330.0 + 820.0 + 1000.0,2.021e-04,6092.79693839
100.0 and 220.0 + 470.0 + 680.0 + 820.0,2.068e-04,5460.551416855
100.0 and 220.0 + 470.0 + 680.0 + 1000.0,2.094e-04,5951.425268979
100.0 and 220.0 + 470.0 + 820.0 + 1000.0,2.125e-04,6344.124350678
100.0 and 220.0 + 680.0 + 820.0 + 1000.0,2.214e-04,6909.611028324
100.0 and 330.0 + 470.0 + 680.0 + 820.0,2.274e-04,5636.480605456
100.0 and 330.0 + 470.0 + 680.0 + 1000.0,2.311e-04,6127.35445758
100.0 and 330.0 + 470.0 + 820.0 + 1000.0,2.355e-04,6520.053539279
100.0 and 330.0 + 680.0 + 820.0 + 1000.0,2.488e-04,7085.540216925
100.0 and 470.0 + 680.0 + 820.0 + 1000.0,2.719e-04,7336.867629212
100.0 and 47.0 + 100.0 + 220.0 + 330.0 + 470.0,1.244e-04,3239.12339752
100.0 and 47.0 + 100.0 + 220.0 + 330.0 + 680.0,1.248e-04,3804.610075167
100.0 and 47.0 + 100.0 + 220.0 + 330.0 + 820.0,1.250e-04,4197.309156865
100.0 and 47.0 + 100.0 + 220.0 + 330.0 + 1000.0,1.251e-04,4688.183008989
100.0 and 47.0 + 100.0 + 220.0 + 470.0 + 680.0,1.254e-04,4055.937487454
100.0 and 47.0 + 100.0 + 220.0 + 470.0 + 820.0,1.255e-04,4448.636569153
100.0 and 47.0 + 100.0 + 220.0 + 470.0 + 1000.0,1.257e-04,4939.510421276
100.0 and 47.0 + 100.0 + 220.0 + 680.0 + 820.0,1.260e-04,5014.123246799
100.0 and 47.0 + 100.0 + 220.0 + 680.0 + 1000.0,1.261e-04,5504.997098922
100.0 and 47.0 + 100.0 + 220.0 + 820.0 + 1000.0,1.263e-04,5897.696180621
100.0 and 47.0 + 100.0 + 330.0 + 470.0 + 680.0,1.264e-04,4231.866676055
100.0 and 47.0 + 100.0 + 330.0 + 470.0 + 820.0,1.266e-04,4624.565757754
100.0 and 47.0 + 100.0 + 330.0 + 470.0 + 1000.0,1.267e-04,5115.439609877
100.0 and 47.0 + 100.0 + 330.0 + 680.0 + 820.0,1.270e-04,5190.0524354
100.0 and 47.0 + 100.0 + 330.0 + 680.0 + 1000.0,1.272e-04,5680.926287523
100.0 and 47.0 + 100.0 + 330.0 + 820.0 + 1000.0,1.274e-04,6073.625369222
100.0 and 47.0 + 100.0 + 470.0 + 680.0 + 820.0,1.277e-04,5441.379847687
100.0 and 47.0 + 100.0 + 470.0 + 680.0 + 1000.0,1.279e-04,5932.25369981
100.0 and 47.0 + 100.0 + 470.0 + 820.0 + 1000.0,1.281e-04,6324.952781509
100.0 and 47.0 + 100.0 + 680.0 + 820.0 + 1000.0,1.286e-04,6890.439459155
100.0 and 47.0 + 220.0 + 330.0 + 470.0 + 680.0,1.308e-04,4467.022740158
100.0 and 47.0 + 220.0 + 330.0 + 470.0 + 820.0,1.311e-04,4859.721821856
100.0 and 47.0 + 220.0 + 330.0 + 470.0 + 1000.0,1.313e-04,5350.59567398
100.0 and 47.0 + 220.0 + 330.0 + 680.0 + 820.0,1.317e-04,5425.208499503
100.0 and 47.0 + 220.0 + 330.0 + 680.0 + 1000.0,1.319e-04,5916.082351626
100.0 and 47.0 + 220.0 + 330.0 + 820.0 + 1000.0,1.322e-04,6308.781433325
100.0 and 47.0 + 220.0 + 470.0 + 680.0 + 820.0,1.326e-04,5676.53591179
100.0 and 47.0 + 220.0 + 470.0 + 680.0 + 1000.0,1.329e-04,6167.409763913
100.0 and 47.0 + 220.0 + 470.0 + 820.0 + 1000.0,1.331e-04,6560.108845612
100.0 and 47.0 + 220.0 + 680.0 + 820.0 + 1000.0,1.339e-04,7125.595523258
100.0 and 47.0 + 330.0 + 470.0 + 680.0 + 820.0,1.343e-04,5852.465100391
100.0 and 47.0 + 330.0 + 470.0 + 680.0 + 1000.0,1.346e-04,6343.338952514
100.0 and 47.0 + 330.0 + 470.0 + 820.0 + 1000.0,1.349e-04,6736.038034213
100.0 and 47.0 + 330.0 + 680.0 + 820.0 + 1000.0,1.357e-04,7301.524711859
100.0 and 47.0 + 470.0 + 680.0 + 820.0 + 1000.0,1.369e-04,7552.852124146
100.0 and 100.0 + 220.0 + 330.0 + 470.0 + 680.0,1.472e-04,4593.935229381
100.0 and 100.0 + 220.0 + 330.0 + 470.0 + 820.0,1.478e-04,4986.63431108
100.0 and 100.0 + 220.0 + 330.0 + 470.0 + 1000.0,1.483e-04,5477.508163203
100.0 and 100.0 + 220.0 + 330.0 + 680.0 + 820.0,1.493e-04,5552.120988726
100.0 and 100.0 + 220.0 + 330.0 + 680.0 + 1000.0,1.499e-04,6042.994840849
100.0 and 100.0 + 220.0 + 330.0 + 820.0 + 1000.0,1.505e-04,6435.693922548
100.0 and 100.0 + 220.0 + 470.0 + 680.0 + 820.0,1.516e-04,5803.448401013
100.0 and 100.0 + 220.0 + 470.0 + 680.0 + 1000.0,1.522e-04,6294.322253137
100.0 and 100.0 + 220.0 + 470.0 + 820.0 + 1000.0,1.529e-04,6687.021334835
100.0 and 100.0 + 220.0 + 680.0 + 820.0 + 1000.0,1.548e-04,7252.508012481
100.0 and 100.0 + 330.0 + 470.0 + 680.0 + 820.0,1.560e-04,5979.377589614
100.0 and 100.0 + 330.0 + 470.0 + 680.0 + 1000.0,1.567e-04,6470.251441738
100.0 and 100.0 + 330.0 + 470.0 + 820.0 + 1000.0,1.575e-04,6862.950523436
100.0 and 100.0 + 330.0 + 680.0 + 820.0 + 1000.0,1.598e-04,7428.437201082
100.0 and 100.0 + 470.0 + 680.0 + 820.0 + 1000.0,1.632e-04,7679.76461337
100.0 and 220.0 + 330.0 + 470.0 + 680.0 + 820.0,1.807e-04,6214.533653717
100.0 and 220.0 + 330.0 + 470.0 + 680.0 + 1000.0,1.821e-04,6705.40750584
100.0 and 220.0 + 330.0 + 470.0 + 820.0 + 1000.0,1.839e-04,7098.106587539
100.0 and 220.0 + 330.0 + 680.0 + 820.0 + 1000.0,1.888e-04,7663.593265185
100.0 and 220.0 + 470.0 + 680.0 + 820.0 + 1000.0,1.965e-04,7914.920677472
100.0 and 330.0 + 470.0 + 680.0 + 820.0 + 1000.0,2.130e-04,8090.849866074
220.0 and 47.0,2.670e-04,794.037543195
220.0 and 100.0,3.200e-04,920.950032418
220.0 and 220.0,4.400e-04,1156.106096521
220.0 and 330.0,5.500e-04,1332.035285122
220.0 and 470.0,6.900e-04,1583.362697409
220.0 and 680.0,9.000e-04,2148.849375055
220.0 and 47.0 + 100.0,2.520e-04,1136.934527353
220.0 and 47.0 + 220.0,2.587e-04,1372.090591455
220.0 and 47.0 + 330.0,2.611e-04,1548.019780056
220.0 and 47.0 + 470.0,2.627e-04,1799.347192344
220.0 and 47.0 + 680.0,2.640e-04,2364.83386999
220.0 and 47.0 + 820.0,2.645e-04,2757.532951688
220.0 and 47.0 + 1000.0,2.649e-04,3248.406803812
220.0 and 100.0 + 220.0,2.887e-04,1499.003080679
220.0 and 100.0 + 330.0,2.967e-04,1674.93226928
220.0 and 100.0 + 470.0,3.025e-04,1926.259681567
220.0 and 100.0 + 680.0,3.072e-04,2491.746359213
220.0 and 100.0 + 820.0,3.091e-04,2884.445440912
220.0 and 100.0 + 1000.0,3.109e-04,3375.319293035
220.0 and 220.0 + 330.0,3.520e-04,1910.088333383
220.0 and 220.0 + 470.0,3.699e-04,2161.41574567
220.0 and 220.0 + 680.0,3.862e-04,2726.902423316
220.0 and 220.0 + 820.0,3.935e-04,3119.601505015
220.0 and 220.0 + 1000.0,4.003e-04,3610.475357138
220.0 and 330.0 + 470.0,4.139e-04,2337.344934271
220.0 and 330.0 + 680.0,4.422e-04,2902.831611917
220.0 and 330.0 + 820.0,4.553e-04,3295.530693616
220.0 and 330.0 + 1000.0,4.681e-04,3786.404545739
220.0 and 470.0 + 680.0,4.979e-04,3154.159024204
220.0 and 470.0 + 820.0,5.188e-04,3546.858105903
220.0 and 470.0 + 1000.0,5.397e-04,4037.731958026
220.0 and 680.0 + 820.0,5.917e-04,4112.344783549
220.0 and 680.0 + 1000.0,6.248e-04,4603.218635672
220.0 and 820.0 + 1000.0,6.705e-04,4995.917717371
220.0 and 47.0 + 100.0 + 220.0,2.479e-04,1714.987575613
220.0 and 47.0 + 100.0 + 330.0,2.491e-04,1890.916764214
220.0 and 47.0 + 100.0 + 470.0,2.499e-04,2142.244176501
220.0 and 47.0 + 100.0 + 680.0,2.505e-04,2707.730854147
220.0 and 47.0 + 100.0 + 820.0,2.508e-04,3100.429935846
220.0 and 47.0 + 100.0 + 1000.0,2.510e-04,3591.30378797
220.0 and 47.0 + 220.0 + 330.0,2.547e-04,2126.072828317
220.0 and 47.0 + 220.0 + 470.0,2.558e-04,2377.400240604
220.0 and 47.0 + 220.0 + 680.0,2.566e-04,2942.88691825
220.0 and 47.0 + 220.0 + 820.0,2.570e-04,3335.585999949
220.0 and 47.0 + 220.0 + 1000.0,2.573e-04,3826.459852072
220.0 and 47.0 + 330.0 + 470.0,2.578e-04,2553.329429205
220.0 and 47.0 + 330.0 + 680.0,2.588e-04,3118.816106851
220.0 and 47.0 + 330.0 + 820.0,2.592e-04,3511.51518855
